A_AGE1,A_AGE2,A_AGE3,A_AGE4,A_AGE5,A_AGE6,A_AGE7,A_AGE8,A_AGE9,VEH_NO,PER_NO,ST_CASE,YEAR,A_PTYPE,A_REST,A_ALCTES,A_HISP,A_RCAT,A_HRACE,A_EJECT,A_PERINJ,A_LOC
3,5,9,6,6,6,8,5,2,1,3,210200,2009,2,2,3,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,4,210200,2009,2,2,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,2,1,210200,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,2,2,210200,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,1,210201,2009,1,2,1,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,1,1,210202,2009,1,2,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210203,2009,1,2,1,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,2,210203,2009,2,2,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,1,210203,2009,1,2,1,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,2,2,210203,2009,2,1,1,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,1,210204,2009,1,1,1,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,1,210205,2009,1,1,2,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,1,1,210206,2009,1,2,1,1,1,2,2,1,1
2,2,5,2,2,2,4,1,2,1,1,210207,2009,1,1,1,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,1,2,210207,2009,2,1,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,3,210207,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,4,210207,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,210208,2009,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,1,210209,2009,1,2,3,1,2,3,2,1,1
3,5,8,5,5,5,7,4,2,1,1,210210,2009,1,1,5,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,1,210210,2009,1,1,2,1,2,3,1,1,1
3,5,9,6,6,6,8,4,2,3,1,210210,2009,1,2,1,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,210211,2009,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210212,2009,1,2,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210213,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,210213,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,1,210213,2009,1,2,2,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,1,210214,2009,1,2,1,1,2,3,1,1,1
3,5,9,6,6,6,8,5,2,2,1,210214,2009,1,1,1,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,2,210214,2009,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,210215,2009,1,2,3,1,2,3,1,1,1
3,5,9,6,6,6,8,4,2,1,1,210216,2009,1,2,2,1,1,2,2,1,1
2,2,5,2,2,2,4,1,2,1,1,210217,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,210217,2009,2,1,3,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,1,1,210218,2009,1,2,2,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,1,2,210218,2009,2,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,210219,2009,1,2,2,1,1,2,2,1,1
3,4,7,4,4,4,6,3,2,1,2,210219,2009,2,2,3,0,0,0,2,6,1
4,5,11,7,8,8,10,6,2,1,1,210220,2009,1,1,3,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,1,210221,2009,1,1,2,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,210221,2009,2,2,3,1,1,2,1,1,1
1,1,2,1,1,1,2,1,1,1,3,210221,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,2,1,210221,2009,1,1,1,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,2,2,210221,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,3,1,210221,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,210222,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,2,210222,2009,2,1,3,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,1,210223,2009,1,2,1,1,1,2,2,1,1
3,5,9,6,6,6,8,4,2,1,1,210224,2009,1,2,1,1,1,2,2,1,1
3,5,8,5,5,5,7,4,2,2,1,210224,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,210225,2009,1,1,1,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,2,210225,2009,2,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,2,1,210225,2009,1,1,1,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,210226,2009,1,2,2,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,2,210226,2009,2,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,1,210226,2009,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,2,210226,2009,2,1,3,1,1,2,1,1,1
1,1,2,1,1,1,1,1,1,2,3,210226,2009,2,3,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,2,4,210226,2009,2,3,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,0,1,210227,2009,3,2,2,1,2,3,1,1,2
4,5,10,6,7,7,9,5,2,1,1,210227,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,210228,2009,1,1,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210229,2009,1,1,1,1,8,8,1,1,1
2,2,5,2,2,2,4,1,2,2,1,210229,2009,1,1,1,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,210230,2009,1,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,2,1,210230,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,210231,2009,1,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,2,1,210231,2009,1,1,1,0,0,0,1,6,1
2,2,5,2,2,2,4,2,2,1,1,210232,2009,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,2,1,210232,2009,1,1,1,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,210234,2009,1,1,1,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,1,210234,2009,1,1,1,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,2,2,210234,2009,2,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,1,210235,2009,1,1,1,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,2,1,210235,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,210236,2009,1,1,2,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210237,2009,1,2,2,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,1,1,210238,2009,1,2,2,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210239,2009,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,2,210239,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,3,210239,2009,2,2,1,1,1,2,2,1,1
2,2,5,2,2,2,4,2,2,1,1,210240,2009,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210241,2009,1,2,2,2,8,1,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210242,2009,1,2,1,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,1,2,210242,2009,2,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,3,210242,2009,2,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,4,210242,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,1,210242,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,210243,2009,1,2,3,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,1,1,210244,2009,1,1,1,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,1,2,210244,2009,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,1,3,210244,2009,2,3,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,2,1,210244,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,2,210244,2009,2,1,3,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,2,3,210244,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,3,1,210244,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,3,2,210244,2009,2,1,1,1,1,2,1,1,1
1,1,2,1,1,1,2,1,1,3,3,210244,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,1,210246,2009,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210247,2009,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,2,210247,2009,2,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,2,1,210247,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,210248,2009,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,2,1,210248,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,210249,2009,1,1,1,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,2,1,210249,2009,1,1,1,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,3,1,210249,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,210250,2009,1,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,2,210250,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,2,1,210250,2009,1,2,3,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,1,1,210251,2009,1,2,2,1,1,2,2,1,1
3,5,8,5,5,5,7,4,2,1,1,210252,2009,1,2,1,1,1,2,2,1,1
2,2,5,2,2,2,4,1,2,1,1,210253,2009,1,1,1,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,2,210253,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,3,210253,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,2,2,2,1,210253,2009,1,1,3,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,1,1,210254,2009,1,1,1,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,2,1,210254,2009,1,1,3,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,1,1,210255,2009,1,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210256,2009,1,2,2,0,0,0,2,6,1
2,2,5,2,2,2,4,1,2,1,2,210256,2009,2,2,1,1,1,2,2,1,1
3,4,7,4,4,4,6,2,2,1,1,210257,2009,1,1,2,1,8,8,1,1,1
3,5,8,5,5,5,7,3,2,1,2,210257,2009,2,1,3,1,8,8,1,1,1
4,5,10,6,7,7,9,5,2,2,1,210257,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,210258,2009,1,2,3,1,1,2,2,1,1
3,5,8,5,5,5,7,4,2,0,1,210259,2009,3,2,2,1,1,2,1,1,3
3,4,7,4,4,4,6,3,2,1,1,210259,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,210260,2009,1,2,2,1,1,2,2,1,1
3,5,8,5,5,5,7,4,2,1,1,210261,2009,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,2,1,210261,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,2,210261,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,2,3,210261,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,2,4,210261,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,2,5,210261,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,210262,2009,1,1,1,1,2,3,1,1,1
3,5,9,6,6,6,8,5,2,2,1,210262,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,210263,2009,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,2,1,210263,2009,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,2,2,210263,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,210264,2009,1,2,2,1,1,2,2,1,1
3,5,9,6,6,6,8,5,2,1,2,210264,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,1,210265,2009,1,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,2,1,210265,2009,1,1,1,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,210266,2009,1,1,3,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,2,1,210266,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,210267,2009,1,2,1,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,1,1,210268,2009,1,2,1,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,1,1,210269,2009,1,1,2,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,1,210270,2009,1,2,2,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,1,1,210271,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,2,210271,2009,2,2,3,1,1,2,2,1,1
3,4,7,4,4,4,6,2,2,1,1,210272,2009,1,2,1,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,2,210272,2009,2,2,3,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,2,1,210272,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,2,210272,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,2,3,210272,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,3,1,210272,2009,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,210273,2009,1,1,1,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,1,210273,2009,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210274,2009,1,2,1,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,2,210274,2009,2,2,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,1,210274,2009,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,2,2,210274,2009,2,2,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,2,3,210274,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,2,4,210274,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,1,210275,2009,1,2,3,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,1,1,210276,2009,1,2,3,1,1,2,2,1,1
1,1,2,1,1,1,2,1,1,1,2,210276,2009,2,2,3,0,0,0,2,6,1
3,5,9,6,6,6,8,4,2,1,1,210277,2009,1,2,2,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,2,210277,2009,2,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,2,2,1,1,210278,2009,1,1,2,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,2,210278,2009,2,1,2,1,1,2,2,1,1
1,1,1,1,1,1,1,1,1,1,3,210278,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,210279,2009,1,2,2,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,2,1,210279,2009,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,210280,2009,1,2,3,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,1,2,210280,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,210281,2009,1,1,2,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,1,210281,2009,1,2,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,2,2,210281,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,210282,2009,1,2,3,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,1,2,210282,2009,2,2,3,1,1,2,2,1,1
2,3,6,3,3,3,5,2,2,1,1,210283,2009,1,1,1,1,1,2,1,1,1
2,2,5,2,2,2,4,2,2,1,2,210283,2009,2,1,3,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,3,210283,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,1,210283,2009,1,1,1,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,2,2,210283,2009,2,2,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,2,3,210283,2009,2,2,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,210284,2009,1,1,1,1,1,2,1,1,1
1,1,4,1,1,2,3,1,1,1,2,210284,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,2,1,210284,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,2,210284,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,210285,2009,1,1,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,2,210285,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,210286,2009,1,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210287,2009,1,2,2,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,1,210288,2009,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,2,1,210288,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,2,210288,2009,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,3,1,210288,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,3,2,210288,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,210289,2009,1,2,2,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,2,210289,2009,2,2,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,210290,2009,1,1,1,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,1,210290,2009,1,2,3,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,2,2,210290,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,210291,2009,1,2,3,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,1,2,210291,2009,2,2,3,1,1,2,1,1,1
1,1,4,1,1,1,3,1,1,1,3,210291,2009,2,2,3,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,1,4,210291,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,210292,2009,1,1,1,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,1,1,210293,2009,1,1,1,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,2,210293,2009,2,2,3,1,1,2,1,1,1
1,1,4,1,1,1,3,1,1,1,3,210293,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,4,210293,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,210294,2009,1,1,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210295,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,210295,2009,2,1,3,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,3,210295,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,2,2,1,4,210295,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,210296,2009,1,2,2,1,1,2,2,1,1
3,5,8,5,5,5,7,3,2,1,2,210296,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,210297,2009,1,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,2,1,210297,2009,1,2,1,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,1,1,210298,2009,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,2,1,210298,2009,1,1,1,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,210299,2009,1,2,2,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,2,1,210299,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,2,210299,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,3,1,210299,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,3,2,210299,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,3,3,210299,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,210300,2009,1,1,2,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,2,210300,2009,2,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,2,1,210300,2009,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,3,1,210300,2009,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,3,2,210300,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,210301,2009,1,2,2,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,2,210301,2009,2,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210302,2009,1,2,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,2,210302,2009,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,2,1,210302,2009,1,2,1,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,1,210303,2009,1,1,2,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,2,1,210303,2009,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,1,210304,2009,1,2,2,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,1,1,210305,2009,1,2,1,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,2,1,210305,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,2,210305,2009,2,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,1,210306,2009,1,2,1,1,1,2,2,1,1
1,1,4,1,1,2,3,1,1,1,2,210306,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,3,210306,2009,2,2,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,210307,2009,1,1,3,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,2,1,210307,2009,1,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,2,2,2,2,210307,2009,2,2,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,210308,2009,1,2,1,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,1,1,210309,2009,1,2,2,1,1,2,2,1,1
2,3,6,3,3,3,5,2,2,1,1,210310,2009,1,2,1,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,2,1,210310,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,2,210310,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,0,1,210311,2009,4,2,3,1,1,2,1,1,3
4,5,10,6,7,7,9,5,2,1,1,210311,2009,1,1,1,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,210311,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,210312,2009,1,2,1,1,1,2,2,1,1
3,5,8,5,5,5,7,3,2,1,1,210313,2009,1,2,3,1,1,2,2,1,1
3,5,9,6,6,6,8,4,2,2,1,210313,2009,1,1,3,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,1,1,210314,2009,1,1,1,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,2,1,210314,2009,1,2,3,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,1,210315,2009,1,2,2,3,8,9,1,1,1
3,5,9,6,6,6,8,5,2,1,1,210316,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,2,210316,2009,2,2,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,3,210316,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,1,210316,2009,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,210317,2009,1,1,2,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,2,1,210317,2009,1,2,1,1,1,2,1,1,1
2,2,5,2,2,2,4,2,2,1,1,210318,2009,1,2,1,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,1,1,210319,2009,1,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,2,210319,2009,2,2,1,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,1,210320,2009,1,1,1,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,1,1,210321,2009,1,1,1,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,2,1,210321,2009,1,1,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,2,2,210321,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,210322,2009,1,2,1,1,2,3,1,1,1
2,2,5,2,2,2,4,1,2,1,2,210322,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,210323,2009,1,2,2,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,2,1,210323,2009,1,2,1,1,1,2,2,1,1
1,1,1,1,1,1,1,1,1,0,1,210324,2009,3,2,3,1,1,2,1,1,3
3,5,8,5,5,5,7,3,2,1,1,210324,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,2,210324,2009,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,210325,2009,1,2,1,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,1,210325,2009,1,2,1,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,1,210326,2009,1,1,3,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,1,1,210327,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,2,210327,2009,2,2,3,1,1,2,2,1,1
4,5,10,6,7,7,9,5,2,1,1,210328,2009,1,2,3,1,1,2,2,1,1
3,4,7,4,4,4,6,2,2,1,1,210329,2009,1,1,2,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,2,1,210329,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,3,1,210329,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,210330,2009,1,2,2,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,210330,2009,2,2,3,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,3,210330,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,4,210330,2009,2,2,3,0,0,0,1,6,1
