A_AGE1,A_AGE2,A_AGE3,A_AGE4,A_AGE5,A_AGE6,A_AGE7,A_AGE8,A_AGE9,VEH_NO,PER_NO,ST_CASE,YEAR,A_PTYPE,A_REST,A_ALCTES,A_HISP,A_RCAT,A_HRACE,A_EJECT,A_PERINJ,A_LOC
3,4,7,4,4,4,6,2,2,1,1,210074,2009,1,2,2,2,1,1,2,1,1
3,5,9,6,6,6,8,4,2,1,1,210075,2009,1,2,2,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,1,210075,2009,1,1,1,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,2,210075,2009,2,1,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210076,2009,1,2,2,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,1,1,210077,2009,1,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210078,2009,1,1,1,1,2,3,1,1,1
3,5,8,5,5,5,7,4,2,1,1,210079,2009,1,2,2,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,1,1,210080,2009,1,2,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,2,210080,2009,2,2,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,2,1,210080,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,210081,2009,1,2,2,1,1,2,2,1,1
3,5,9,6,6,6,8,5,2,1,2,210081,2009,2,2,2,1,1,2,2,1,1
4,5,10,6,7,7,9,6,2,0,1,210082,2009,3,2,1,1,1,2,1,1,3
3,5,9,6,6,6,8,4,2,1,1,210082,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,2,210082,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,1,210082,2009,1,2,3,0,0,0,2,6,1
3,5,8,5,5,5,7,4,2,1,1,210083,2009,1,2,2,1,1,2,2,1,1
3,5,8,5,5,5,7,4,2,0,1,210084,2009,3,2,1,1,1,2,1,1,2
3,4,7,4,4,4,6,2,2,1,1,210084,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,2,210084,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,210085,2009,1,2,1,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,1,2,210085,2009,2,2,3,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,2,1,210085,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,210086,2009,1,1,1,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,2,1,210086,2009,1,1,1,2,1,1,2,1,1
2,2,5,2,2,2,4,1,2,2,2,210086,2009,2,1,3,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,2,3,210086,2009,2,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,1,1,210087,2009,1,2,2,1,1,2,2,1,1
3,4,7,4,4,4,6,3,2,1,2,210087,2009,2,2,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,210088,2009,1,2,1,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,2,1,210088,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,210089,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,2,210089,2009,2,1,1,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,2,1,210089,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,2,210089,2009,2,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,210090,2009,1,1,1,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,2,210090,2009,2,1,1,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,2,1,210090,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,3,1,210090,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,210091,2009,1,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,1,210092,2009,1,2,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,2,210092,2009,2,2,3,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,1,1,210093,2009,1,2,2,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,1,1,210094,2009,1,2,1,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,0,1,210095,2009,3,2,1,1,1,2,1,1,3
4,5,11,7,8,8,10,6,2,0,1,210096,2009,3,2,1,1,1,2,1,1,3
4,5,10,6,7,7,9,5,2,1,1,210096,2009,1,1,1,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,210097,2009,1,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210098,2009,1,2,1,1,1,2,2,1,1
3,5,8,5,5,5,7,3,2,2,1,210098,2009,1,1,1,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,210099,2009,1,1,2,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,1,2,210099,2009,2,1,2,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,3,210099,2009,2,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,1,210099,2009,1,1,1,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,1,210100,2009,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,2,1,210100,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,3,1,210100,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,3,2,210100,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,4,1,210100,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,210101,2009,1,2,3,1,1,2,2,1,1
3,4,7,4,4,4,6,2,2,1,2,210101,2009,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,210102,2009,1,2,1,1,1,2,2,1,1
3,5,9,6,6,6,8,4,2,1,1,210103,2009,1,2,3,1,1,2,2,1,1
3,4,7,4,4,4,6,2,2,1,1,210104,2009,1,1,1,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,2,1,210104,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,210105,2009,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210106,2009,1,1,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,2,210106,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,3,210106,2009,2,1,3,1,1,2,1,1,1
1,1,2,1,1,1,2,1,1,1,4,210106,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,1,210106,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,210107,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,2,210107,2009,2,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,2,1,210107,2009,1,2,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,2,2,210107,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,2,3,210107,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,210108,2009,1,2,2,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,1,210109,2009,1,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210110,2009,1,2,2,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,2,1,210110,2009,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,210111,2009,1,1,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210112,2009,1,2,3,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,2,1,210112,2009,1,1,1,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,3,1,210112,2009,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,210113,2009,1,2,1,1,1,2,2,1,1
3,5,8,5,5,5,7,4,2,2,1,210113,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,3,1,210113,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,210114,2009,1,2,1,1,1,2,2,1,1
2,3,6,3,3,3,5,2,2,1,1,210115,2009,1,1,1,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,2,210115,2009,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,1,210115,2009,1,2,1,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,0,1,210116,2009,3,2,1,1,1,2,1,1,3
3,5,8,5,5,5,7,4,2,1,1,210116,2009,1,1,1,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,210117,2009,1,1,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210118,2009,1,2,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,2,210118,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,210119,2009,1,2,3,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,2,210119,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,1,210119,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,210120,2009,1,2,1,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,2,210120,2009,2,2,1,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,1,210121,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,1,210121,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,2,210121,2009,2,1,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,2,3,210121,2009,2,1,1,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,2,4,210121,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,2,5,210121,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,210122,2009,1,1,2,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,1,210123,2009,1,2,2,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210124,2009,1,2,2,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,1,210125,2009,1,1,1,1,4,5,1,1,1
3,4,7,4,4,4,6,2,2,2,1,210125,2009,1,1,1,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,1,210126,2009,1,2,2,1,1,2,2,1,1
3,4,7,4,4,4,6,2,2,1,1,210127,2009,1,2,2,3,8,9,1,1,1
3,5,8,5,5,5,7,3,2,1,1,210128,2009,1,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210129,2009,1,2,3,1,1,2,2,1,1
1,1,4,1,1,1,3,1,1,1,2,210129,2009,2,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,210130,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,1,210130,2009,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210131,2009,1,2,2,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,1,210132,2009,1,2,1,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,1,2,210132,2009,2,2,3,0,0,0,2,6,1
2,2,5,2,2,2,4,1,2,1,1,210133,2009,1,1,1,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,2,1,210133,2009,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,210134,2009,1,1,2,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,1,1,210135,2009,1,2,1,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,2,1,210135,2009,1,1,1,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,210136,2009,1,2,1,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,2,210136,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,3,210136,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,1,210136,2009,1,1,1,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,3,1,210136,2009,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,3,2,210136,2009,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,210137,2009,1,1,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,1,2,210137,2009,2,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,3,210137,2009,2,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,4,210137,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,5,210137,2009,2,2,3,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,1,210138,2009,1,1,2,1,2,3,1,1,1
2,2,5,2,2,2,4,1,2,2,1,210138,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,210139,2009,1,2,2,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,2,210139,2009,2,2,2,1,1,2,2,1,1
3,5,8,5,5,5,7,4,2,2,1,210139,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,2,210139,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,2,3,210139,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,4,210139,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,210140,2009,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,2,1,210140,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,2,2,210140,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,3,210140,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,2,4,210140,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,3,1,210140,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,3,2,210140,2009,2,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,4,1,210140,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,4,2,210140,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,210141,2009,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,2,1,210141,2009,1,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,2,210141,2009,2,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210142,2009,1,1,1,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,1,210143,2009,1,1,1,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,1,210144,2009,1,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,0,1,210145,2009,3,2,3,1,1,2,1,1,3
3,4,7,4,4,4,6,3,2,1,1,210145,2009,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,210146,2009,1,2,2,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,1,1,210147,2009,1,2,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210148,2009,1,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210149,2009,1,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,2,2,1,2,210149,2009,2,2,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,3,210149,2009,2,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,0,1,210150,2009,3,2,1,1,1,2,1,1,3
3,4,7,4,4,4,6,3,2,1,1,210150,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,210151,2009,1,2,1,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,1,1,210152,2009,1,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,2,1,210152,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,2,210152,2009,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,3,1,210152,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,3,2,210152,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,210153,2009,1,2,3,1,1,2,2,1,1
4,5,10,6,7,7,9,5,2,1,1,210154,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,2,210154,2009,2,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,3,210154,2009,2,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,2,1,210154,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,210155,2009,1,3,1,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,2,210155,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,210156,2009,1,2,1,1,1,2,2,1,1
3,5,8,5,5,5,7,4,2,2,1,210156,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,210157,2009,1,2,1,0,0,0,1,6,1
2,2,5,2,2,2,4,2,2,1,2,210157,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,1,210157,2009,1,1,1,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,1,210158,2009,1,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,1,210159,2009,1,1,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,2,1,210159,2009,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,210160,2009,1,2,1,1,1,2,1,1,1
2,2,5,2,2,2,4,2,2,2,1,210160,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,2,2,210160,2009,2,2,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,210161,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,2,1,210161,2009,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,2,210161,2009,2,1,3,1,1,2,1,1,1
1,1,4,1,1,2,3,1,1,2,3,210161,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,210162,2009,1,1,1,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,2,1,210162,2009,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210163,2009,1,1,3,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,2,1,210163,2009,1,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,1,210164,2009,1,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210165,2009,1,2,2,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,210165,2009,2,2,1,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,2,1,210165,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,2,2,210165,2009,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,210166,2009,1,2,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,2,210166,2009,2,2,3,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,3,210166,2009,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,210167,2009,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,2,210167,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,3,210167,2009,2,1,3,1,1,2,1,1,1
1,1,3,1,1,1,2,1,1,1,4,210167,2009,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,1,5,210167,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,1,210167,2009,1,1,1,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,0,1,210168,2009,3,2,1,1,1,2,1,1,3
3,5,8,5,5,5,7,3,2,1,1,210168,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,2,210168,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,210169,2009,1,2,1,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,2,210169,2009,2,2,3,1,1,2,1,1,1
2,2,5,2,2,2,4,2,2,1,3,210169,2009,2,2,3,0,0,0,2,6,1
2,2,5,2,2,2,4,1,2,1,1,210170,2009,1,1,1,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,2,1,210170,2009,1,2,1,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,210171,2009,1,2,2,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,1,210172,2009,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210173,2009,1,2,2,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,2,1,210173,2009,1,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,210174,2009,1,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210175,2009,1,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,210175,2009,2,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,1,210176,2009,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,2,1,210176,2009,5,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,210177,2009,1,2,2,2,1,1,1,1,1
3,5,8,5,5,5,7,4,2,1,1,210178,2009,1,1,2,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210179,2009,1,2,1,1,1,2,1,1,1
1,1,2,1,1,1,2,1,1,1,2,210179,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,1,210179,2009,1,1,1,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,2,2,210179,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,2,3,210179,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,210180,2009,1,1,1,2,1,1,1,1,1
1,1,4,1,1,1,3,1,1,1,2,210180,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,1,210180,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,3,1,210180,2009,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,3,2,210180,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,3,3,210180,2009,2,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,3,4,210180,2009,2,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,210181,2009,1,2,3,1,1,2,2,1,1
4,5,10,6,7,7,9,5,2,2,1,210181,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,2,2,210181,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,3,1,210181,2009,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,3,2,210181,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,210182,2009,1,1,2,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,2,1,210182,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,2,2,210182,2009,2,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,2,3,210182,2009,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,210183,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,2,210183,2009,2,1,3,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,1,210184,2009,1,1,1,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,2,210184,2009,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,1,210184,2009,1,2,1,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,1,210185,2009,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,2,1,210185,2009,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,210186,2009,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,2,210186,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,1,210186,2009,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,3,1,210186,2009,1,2,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,3,2,210186,2009,2,1,3,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,3,3,210186,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,3,4,210186,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,4,1,210186,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,210187,2009,1,2,1,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,1,1,210188,2009,1,1,1,1,1,2,1,1,1
1,1,2,1,1,1,2,1,1,1,2,210188,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,210189,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,2,1,210189,2009,1,2,2,1,2,3,1,1,1
3,5,9,6,6,6,8,5,2,0,1,210190,2009,3,2,3,1,1,2,1,1,3
4,5,10,6,7,7,9,5,2,0,2,210190,2009,3,2,3,0,0,0,1,6,3
2,2,5,2,2,2,4,1,2,1,1,210190,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,210190,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,210191,2009,1,2,1,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,1,210191,2009,1,1,1,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,1,1,210192,2009,1,2,2,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,2,210192,2009,2,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,210193,2009,1,2,1,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,1,1,210194,2009,1,2,1,1,1,2,2,1,1
3,5,8,5,5,5,7,4,2,1,1,210195,2009,1,1,1,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,1,210195,2009,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,1,1,210196,2009,1,2,2,1,1,2,2,1,1
3,5,8,5,5,5,7,3,2,1,1,210197,2009,1,2,3,1,1,2,1,1,1
1,1,2,1,1,1,2,1,1,1,2,210197,2009,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,210198,2009,1,2,1,1,1,2,2,1,1
2,2,5,2,2,2,4,2,2,1,1,210199,2009,1,2,1,1,1,2,2,1,1
2,2,5,2,2,2,4,2,2,1,2,210199,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,1,210199,2009,1,1,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,2,2,210199,2009,2,2,1,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,2,3,210199,2009,2,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,210200,2009,1,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,2,210200,2009,2,2,3,0,0,0,1,6,1
