ST_CASE,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,ROUTE,TWAY_ID,TWAY_ID2,LATITUDE,LONGITUD,TYP_INT,WEATHER1,WEATHER2,WEATHER,CF1,CF2,CF3,FATALS
482776,2,221,0,1,11,2016,3,14,53,8,FM 4,CR-OAK TRAIL DR,32.47515,-97.8171,3,1,0,1,0,0,0,1
482777,1,423,7070,2,11,2016,4,18,57,8,SL 323/NORTHWEST HWY,,32.37034444,-95.3434,1,10,0,10,0,0,0,1
482778,2,29,6090,10,8,2016,4,11,45,8,FM 1604,,29.53898889,-98.6805,1,1,0,1,0,0,0,1
482779,2,453,330,19,9,2016,2,17,47,6,SOUTHWEST PARKWAY,,30.25170556,-97.8587,1,1,0,1,0,0,0,1
482780,5,453,0,5,10,2016,4,16,9,3,SR-130/TOLL 130,,30.14306111,-97.6632,1,1,0,1,0,0,0,1
482781,2,201,3280,8,10,2016,7,19,38,6,BLACKHAWK BLVD,WOLCOTT PARK LN,29.61434722,-95.2508,3,1,0,1,0,0,0,1
482782,3,175,0,13,10,2016,5,13,7,2,US-59,,28.67897222,-97.32600000000001,1,1,0,1,0,0,0,1
482783,2,455,0,21,10,2016,6,13,5,3,SR-19,,30.88883611,-95.3763,1,1,0,1,0,0,0,1
482784,3,65,0,24,10,2016,2,20,50,1,I-40,,35.22091944,-101.59200000000001,1,1,0,1,0,0,0,1
482785,2,439,2450,24,10,2016,2,21,35,3,SR-180 LANCASTER AVE,,32.74617222,-97.3127,1,1,0,1,0,0,0,1
482787,2,373,0,26,10,2016,4,16,49,8,FM350,,30.69184167,-95.0264,1,1,0,1,0,0,0,1
482788,1,225,0,28,10,2016,6,8,50,2,US-287/SR-19,,31.36530833,-95.4755,1,1,0,1,0,0,0,1
482789,3,113,4530,29,10,2016,7,16,49,6,LESLEY LN,PIONEER RD,32.73870556,-96.5881,2,1,0,1,0,0,0,1
482790,1,225,0,29,10,2016,7,13,10,2,US-287,,31.47412778,-95.4662,1,1,0,1,0,0,0,1
482791,2,453,330,12,6,2016,1,1,53,1,I-35,,30.23037222,-97.743,1,1,0,1,19,0,0,1
482792,2,39,130,29,9,2016,5,21,34,3,SR-6,1/2 ST,29.4317,-95.2519,3,1,0,1,23,0,0,1
482793,4,355,1550,2,10,2016,1,5,31,1,I-37,,27.85185278,-97.5875,1,10,0,10,0,0,0,1
482794,7,201,3280,14,10,2016,6,21,0,1,I-45 GULF FWY,,29.68329444,-95.2753,1,1,0,1,0,0,0,1
482795,6,215,0,15,10,2016,7,0,44,8,FM1426,ALBERTA RD,26.25078889,-98.1451,2,1,0,1,0,0,0,2
482796,1,453,0,14,10,2016,6,0,28,4,CR-WOLF LN,,30.15361389,-97.5596,1,2,0,2,0,0,0,1
482797,6,215,5291,15,10,2016,7,0,16,6,CIRCLE 6 ST,,26.29533889,-98.4533,1,1,0,1,0,0,0,1
482798,1,453,330,15,10,2016,7,3,27,8,SL1 MOPAC,,30.22728889,-97.8299,1,10,0,10,0,0,0,1
482799,1,167,6213,17,10,2016,2,20,58,6,MCGREGOR ST,J AVE,29.38495833,-95.0804,3,1,0,1,0,0,0,1
482800,1,209,0,18,10,2016,3,13,5,8,RM12,,30.14998056,-98.0917,1,1,0,1,0,0,0,1
482801,6,29,0,22,10,2016,7,11,51,8,SL 1604,,29.43149722,-98.27,1,1,0,1,0,0,0,2
482802,1,201,5230,22,10,2016,7,2,59,6,SHAVER ST,,29.67406389,-95.208,1,1,0,1,0,0,0,1
482803,1,147,0,23,10,2016,1,17,40,3,SR-11,,33.47100556,-96.2076,1,1,0,1,0,0,0,1
482804,7,201,3280,23,10,2016,1,1,10,1,I-10 KATY FWY,,29.77723611,-95.4268,1,1,0,1,0,0,0,1
482805,1,29,1209,24,10,2016,2,14,50,7,I-410 LOOP,,29.51983889,-98.5091,1,1,0,1,0,0,0,1
482806,4,215,0,24,10,2016,2,2,57,8,FM 681,,26.34371944,-98.3346,1,1,0,1,0,0,0,1
482807,1,73,0,25,10,2016,3,17,18,4,CR-3213,,31.92993333,-95.3936,1,1,0,1,0,0,0,1
482808,2,343,5090,25,10,2016,3,13,43,2,US-259,US-67,33.18136389,-94.73299999999999,2,1,0,1,0,0,0,1
482809,3,83,7105,26,10,2016,4,17,34,2,US-67,1ST ST,31.75397778,-99.5509,2,1,0,1,0,0,0,1
482810,2,207,0,26,10,2016,4,20,15,8,FM 2163,FM 2229,33.39063333,-99.7714,3,1,0,1,0,0,0,1
482811,1,213,0,26,10,2016,4,16,26,8,FM 314,,32.23902222,-95.5678,1,1,0,1,0,0,0,1
482812,1,309,7210,26,10,2016,4,4,45,7,SR-6 / SL-340,,31.50309722,-97.1771,1,1,0,1,0,0,0,1
482813,5,339,1510,26,10,2016,4,11,6,3,SR-105,,30.34231111,-95.5462,1,1,0,1,0,0,0,1
482815,1,113,1730,27,10,2016,5,19,57,7,US-75 CENTRAL EXPY,,32.91903333,-96.7657,1,1,0,1,0,0,0,1
482816,3,113,1730,27,10,2016,5,21,54,1,I-635 LBJ TEXPRESS TOLLWAY,,32.92191667,-96.8469,1,1,0,1,0,0,0,1
482817,3,267,0,27,10,2016,5,14,30,2,US-290,,30.29760833,-99.3874,1,1,0,1,0,0,0,3
482818,3,375,0,27,10,2016,5,6,27,2,US-87,,35.44026111,-101.865,1,1,0,1,0,0,0,2
482819,3,443,0,27,10,2016,5,22,30,2,US-90,,30.11085,-102.376,1,1,0,1,0,0,0,1
482820,1,7,0,28,10,2016,6,3,9,8,FM 1069,,27.94367222,-97.1626,1,1,0,1,0,0,0,1
482821,4,29,6090,28,10,2016,6,21,22,8,FM 2696 BLANCO RD,HUEBNER RD,29.62121667,-98.5131,2,1,0,1,20,0,0,1
482822,6,29,6090,28,10,2016,6,22,40,6,APPLEWHITE RD,,29.27908611,-98.55,1,1,0,1,0,0,0,4
482823,1,231,0,28,10,2016,6,13,38,3,SR-24,,33.17366389,-95.9378,1,1,0,1,0,0,0,1
482824,4,29,6090,29,10,2016,7,12,15,6,THOUSAND OAKS,,29.55590556,-98.4146,1,1,0,1,0,0,0,1
482825,6,201,0,29,10,2016,7,2,30,8,FM 1960,IMPERIAL VALLEY DR,30.02365833,-95.4203,2,1,0,1,0,0,0,2
482826,2,201,3280,29,10,2016,7,22,33,7,I-45,CROSSTIMBERST ST,29.82854167,-95.3806,2,1,0,1,0,0,0,1
482827,10,467,0,29,10,2016,7,11,10,3,SR-243,FM 47,32.55304444,-96.0295,2,1,0,1,0,0,0,1
482828,3,139,0,30,10,2016,1,2,48,8,FM 813,,32.43277778,-96.6256,1,1,0,1,0,0,0,1
482829,2,157,488,30,10,2016,1,2,35,8,SL 540,,29.50545833,-95.905,1,5,0,5,0,0,0,1
482830,1,201,0,30,10,2016,1,2,2,8,FM 1960,CR-LAKE HOUSTON PKWY,29.99840556,-95.1621,2,1,0,1,0,0,0,1
482831,1,201,0,30,10,2016,1,19,5,4,CR-AIRLINE DR,,29.91165278,-95.4038,1,1,0,1,0,0,0,1
482832,1,201,3280,30,10,2016,1,5,30,1,I-45 GULF FWY,,29.70284444,-95.29700000000001,1,5,0,5,19,0,0,1
482833,1,213,0,30,10,2016,1,3,1,8,FM 315,,32.21635833,-95.5089,1,1,0,1,0,0,0,1
482834,6,423,0,30,10,2016,1,17,35,1,I-20,,32.46211944,-95.3244,1,1,0,1,0,0,0,2
482835,3,149,0,31,10,2016,2,20,32,1,I-10,,29.68979722,-96.9348,1,1,0,1,0,0,0,3
482836,1,239,0,31,10,2016,2,15,19,3,SR-111,,29.02973611,-96.6665,1,1,0,1,0,0,0,1
482837,1,451,0,31,10,2016,2,17,49,2,US-67,,31.56195,-100.272,1,1,0,1,0,0,0,1
482838,2,1,0,1,11,2016,3,12,45,2,US-79,,31.89092778,-95.4341,1,10,0,10,0,0,0,1
482839,1,71,0,1,11,2016,3,23,1,1,I-10,,29.8309,-94.7996,1,1,0,1,0,0,0,1
482840,2,265,3670,1,11,2016,3,13,46,6,WATER ST,,30.047275,-99.13600000000001,1,1,0,1,0,0,0,1
482841,2,359,0,1,11,2016,3,7,43,2,US-385,,35.30503889,-102.383,1,1,0,1,0,0,0,2
482842,1,453,330,1,11,2016,3,19,17,8,SL360 CAPITAL OF TEXAS HWY,,30.30545,-97.8254,1,10,0,10,0,0,0,1
482843,1,59,0,2,11,2016,4,22,39,1,I-20,,32.37948611,-99.14200000000001,1,10,0,10,0,0,0,1
482844,1,113,1730,2,11,2016,4,1,50,6,CAMP WISDOM RD,,32.66195556,-96.8831,1,1,0,1,19,0,0,1
482845,2,373,0,2,11,2016,4,7,5,2,US-59,,31.09839444,-94.81299999999999,1,1,0,1,0,0,0,1
482846,1,457,0,2,11,2016,4,14,0,2,US-69,,30.70611667,-94.4077,1,1,0,1,0,0,0,1
482847,5,479,3899,2,11,2016,4,20,16,2,US-59 BOB BULLOCK LP,,27.59689444,-99.4452,1,1,0,1,0,0,0,1
482848,3,503,0,2,11,2016,4,12,23,3,SR-67,,33.093475,-98.6114,1,10,0,10,0,0,0,1
482849,2,167,2570,3,11,2016,5,22,17,6,SEAWALL BLVD,,29.2718,-94.8169,1,1,0,1,0,0,0,3
482850,3,201,3280,3,11,2016,5,0,3,2,US-290 NW FWY,,29.83842222,-95.48899999999999,1,10,0,10,0,0,0,1
482851,2,293,0,3,11,2016,5,7,5,2,US-84,,31.65585,-96.7293,1,2,0,2,0,0,0,2
482852,4,353,6720,3,11,2016,5,8,6,1,I-20,,32.45538889,-100.389,1,2,0,2,0,0,0,2
482853,2,139,4570,4,11,2016,6,5,47,2,US-67RAMP,,32.47731667,-97.0117,1,10,0,10,0,0,0,1
482854,1,167,0,4,11,2016,6,10,59,8,FM646,,29.33223333,-95.0809,1,1,0,1,0,0,0,1
482855,1,167,2570,4,11,2016,6,19,29,8,SS-342/61ST ST,,29.27228611,-94.8292,1,1,0,1,0,0,0,1
482856,1,29,6090,5,11,2016,7,2,33,6,COMPTON AVE,,29.37057222,-98.4874,1,1,0,1,0,0,0,1
482857,3,143,0,5,11,2016,7,7,10,2,US-281,,32.4437,-98.1382,1,2,0,2,0,0,0,1
482858,4,215,2110,5,11,2016,7,19,44,8,BU-281,,26.27107778,-98.1711,1,1,0,1,0,0,0,1
482859,2,215,7330,5,11,2016,7,0,49,8,FM 1015/INTERNATIONAL BLVD,,26.17071944,-97.9586,1,10,0,10,0,0,0,1
482860,1,453,330,5,11,2016,7,7,20,7,US-290,,30.236075,-97.833,1,10,0,10,0,0,0,1
482861,4,453,0,5,11,2016,7,10,43,8,RM-1431,,30.51968889,-97.897,1,1,0,1,0,0,0,1
482862,1,29,6090,6,11,2016,1,22,1,6,GEVERS ST,,29.39710278,-98.4567,1,10,0,10,0,0,0,1
482863,2,201,3280,6,11,2016,1,1,30,1,I-10,,29.77739444,-95.4126,1,10,0,10,0,0,0,1
482864,1,245,0,6,11,2016,1,14,28,1,I-10,,29.92106111,-94.2817,1,1,0,1,0,0,0,1
482865,1,467,0,6,11,2016,1,4,26,1,I-20,,32.51463056,-95.6863,1,1,0,1,0,0,0,1
482866,2,291,1770,7,11,2016,2,20,55,8,FM 1409,PRIVATE ROAD 456,29.98248056,-94.8541,3,1,0,1,0,0,0,1
482867,2,303,4140,7,11,2016,2,21,21,2,US-82/MARSHA SHARP FWY,,33.59265556,-101.875,1,10,0,10,0,0,0,2
482868,3,113,1730,23,4,2016,7,17,20,1,I-35/STEMMONS FWY,,32.89524167,-96.8982,1,1,0,1,0,0,0,1
482869,4,113,1730,12,6,2016,1,3,27,1,I-20/LYNDON B JOHNSON FWY,,32.65730833,-96.8847,1,1,0,1,14,0,0,1
482870,2,113,1730,12,6,2016,1,3,56,1,I-35/STEMMONS FWY,,32.81935278,-96.8695,1,1,0,1,0,0,0,1
482871,3,251,1030,19,10,2016,4,16,46,6,HIDDEN CREEK PKWY,HIDDEN VISTA BLVD,32.52550556,-97.3196,3,1,0,1,0,0,0,1
482872,1,113,6685,27,10,2016,5,22,0,2,US-80,,32.784975,-96.5643,1,1,0,1,0,0,0,1
482873,2,439,2450,5,2,2016,6,6,20,3,SR-183 28TH ST,,32.79511944,-97.3413,1,1,0,1,0,0,0,1
482874,4,113,4530,18,8,2016,5,6,20,1,I-635,,32.81409444,-96.6284,1,10,0,10,14,15,0,1
482875,3,27,4924,14,10,2016,6,23,45,2,US-190W VETERANS MEMORIAL BLVD,NOLA RUTH BLVD,31.08436667,-97.6389,3,1,0,1,20,0,0,2
482876,3,181,2940,14,10,2016,6,6,5,3,SR-289 PRESTON HWY,,33.48703611,-96.7307,1,1,0,1,0,0,0,2
482877,2,201,3280,15,10,2016,7,20,10,1,I-69/US-59 SOUTHWEST FWY,,29.65590278,-95.5632,1,1,0,1,14,15,0,1
482878,3,355,0,17,10,2016,2,3,5,8,FM665,,27.66431389,-97.7098,1,1,0,1,0,0,0,1
482879,2,85,2320,18,10,2016,3,20,50,3,SR-78,CR-550,33.11008611,-96.4105,3,1,0,1,0,0,0,1
482880,2,201,0,24,10,2016,2,18,57,8,SL-8 BELTWAY NORTH,,29.87883889,-95.5489,1,10,0,10,0,0,0,1
482881,5,355,1550,26,10,2016,4,8,34,3,SR-358 PADRE ISLAND DR,,27.67313333,-97.2927,1,1,0,1,23,0,0,1
482882,2,305,0,27,10,2016,5,16,20,2,US-87,CR-2,33.3706,-101.806,3,1,0,1,0,0,0,1
482883,2,107,5620,28,10,2016,6,12,53,2,US-82,,33.67444444,-101.389,1,1,0,1,0,0,0,1
482884,1,201,3280,28,10,2016,6,21,40,6,MARGARET ST,,29.86480556,-95.3602,1,1,0,1,0,0,0,1
482885,2,157,0,29,10,2016,7,3,0,1,I-69/US-59,,29.55260556,-95.73299999999999,1,1,0,1,0,0,0,1
482886,1,201,3280,29,10,2016,7,23,45,6,GESSNER DR,,29.68729167,-95.5297,1,1,0,1,0,0,0,1
482887,2,249,0,29,10,2016,7,17,59,2,US-281,,27.86193333,-98.0863,1,1,0,1,0,0,0,1
482888,5,507,0,29,10,2016,7,22,5,2,US-57,,28.95428611,-99.63799999999999,1,1,0,1,0,0,0,5
482889,1,29,6090,30,10,2016,1,12,36,6,PLOVER PL,,29.30233889,-98.4867,1,1,0,1,0,0,0,1
482890,2,209,0,30,10,2016,1,2,23,8,RM12,,29.90891111,-98.0123,1,10,0,10,0,0,0,1
482891,2,185,0,31,10,2016,2,9,20,3,SR-6,FM 2,30.273625,-96.0421,2,5,0,5,0,0,0,1
482892,1,453,0,2,11,2016,4,2,43,7,I-35,,30.46031944,-97.6667,1,2,0,2,0,0,0,1
482893,3,91,0,3,11,2016,5,7,36,8,FM 2673,,29.8478,-98.2778,1,2,0,2,0,0,0,1
482894,1,113,3420,3,11,2016,5,4,26,8,SL 12/WALTON WALKER BLVD,,32.79946111,-96.9218,1,2,0,2,0,0,0,2
482895,2,267,0,3,11,2016,5,15,10,1,I-10,,30.39025,-99.6178,1,2,0,2,0,0,0,1
482896,1,93,0,4,11,2016,6,12,25,2,US-67,,31.85183056,-98.7542,1,1,0,1,0,0,0,1
482897,1,387,210,4,11,2016,6,17,15,8,FM 44,,33.5819,-94.917,1,1,0,1,0,0,0,1
482898,3,113,1730,5,11,2016,7,1,46,6,DALLAS NORTH TOLLWAY,,32.80725,-96.8179,1,2,0,2,0,0,0,1
482899,3,165,0,5,11,2016,7,22,17,2,US-180,,32.71116111,-102.596,1,10,0,10,0,0,0,1
482900,4,201,3280,5,11,2016,7,23,40,6,SCOTT ST,LOCKHART,29.67816944,-95.3672,2,10,0,10,14,0,0,1
482901,6,231,2860,5,11,2016,7,14,48,2,US-69/JOE RAMSEY BLVD,US-380/LEE ST,33.14032778,-96.13799999999999,2,1,0,1,0,0,0,1
482902,3,355,1550,5,11,2016,7,19,56,6,HORNE RD,,27.75261667,-97.4195,1,1,0,1,0,0,0,1
482903,3,15,0,6,11,2016,1,14,5,3,SR-159,,29.97635,-96.2189,1,1,0,1,0,0,0,1
482904,3,201,3280,6,11,2016,1,7,34,6,ALDINE WESTFIELD RD,TIDWELL RD,29.84810556,-98.3486,2,1,0,1,0,0,0,1
482905,2,325,3250,6,11,2016,1,2,33,6,K AVE,,29.33873611,-99.1391,1,1,0,1,0,0,0,1
482906,3,419,0,6,11,2016,1,16,24,3,SR-7,,31.66563056,-94.383,1,10,0,10,0,0,0,1
482907,5,27,0,7,11,2016,2,13,30,8,FM 2484,,30.97408889,-97.5626,1,2,0,2,0,0,0,1
482908,1,333,0,7,11,2016,2,15,41,2,US-84,,31.4644,-98.4739,1,10,0,10,0,0,0,1
482909,3,485,7490,7,11,2016,2,18,47,7,US-277/BROAD ST,9TH ST,33.90686389,-98.4984,2,10,0,10,0,0,0,1
482910,3,113,1730,8,11,2016,3,9,15,8,SL 12/WALTON WALKER BLVD,,32.85962778,-96.9024,1,10,0,10,14,0,0,1
482911,4,201,3280,8,11,2016,3,10,16,1,I-45 NORTH FWY,,29.93338611,-95.4121,1,10,0,10,0,0,0,1
482912,1,453,330,8,11,2016,3,18,56,8,SL 275 LAMAR BLVD,,30.35806111,-97.6999,1,2,0,2,0,0,0,1
482913,10,29,6090,9,11,2016,4,18,38,1,I-10 MAIN LANES HWY,,29.52253611,-98.5555,1,2,0,2,0,0,0,1
482914,2,165,0,9,11,2016,4,19,2,3,SR-214,,32.83429722,-102.755,1,1,0,1,0,0,0,1
482915,1,201,3280,11,11,2016,6,16,32,1,I-45 GULF FWY,,29.61438889,-95.2166,1,1,0,1,0,0,0,1
482916,2,347,0,11,11,2016,6,18,38,2,US-59,,31.80759444,-94.5202,1,1,0,1,0,0,0,1
482917,1,27,6810,12,11,2016,7,17,18,8,FM 1471 31ST ST,,31.07581667,-97.3671,1,1,0,1,0,0,0,1
482918,4,29,0,12,11,2016,7,14,36,6,MACDONA LACOSTE RD,CAGNON RD,29.3273,-98.7124,2,1,0,1,0,0,0,1
482919,1,139,7270,12,11,2016,7,18,24,2,US-287,,32.40579444,-96.8238,1,1,0,1,0,0,0,1
482920,3,29,6090,13,11,2016,1,5,23,2,US-281,,29.45781389,-98.4816,1,10,0,10,0,0,0,1
482921,1,113,1730,13,11,2016,1,21,20,8,SL 12 WALTON WALKER BLVD,,32.69145833,-96.8916,1,1,0,1,0,0,0,1
482922,4,113,1730,13,11,2016,1,20,53,6,JEFFERSON BLVD,,32.74254444,-96.9035,1,1,0,1,0,0,0,1
482923,2,141,2190,13,11,2016,1,23,6,1,I-10,,31.76512222,-106.366,1,1,0,1,0,0,0,1
482924,3,471,0,14,11,2016,2,8,21,1,I-45,,30.86723333,-95.7552,1,1,0,1,19,27,0,1
482925,2,167,3850,30,9,2016,6,22,45,8,FM 1764,,29.39821111,-95.0388,1,1,0,1,0,0,0,1
482926,1,113,1730,13,10,2016,5,15,45,1,I-35,,32.87000278,-96.8985,1,1,0,1,0,0,0,1
482927,2,251,9997,15,10,2016,7,23,23,8,FM 917,,32.54645,-97.1316,1,1,0,1,0,0,0,1
482928,3,113,3350,19,10,2016,4,14,30,1,I-45,,32.63313333,-96.6998,1,1,0,1,0,0,0,1
482929,1,201,0,31,10,2016,2,22,28,8,FM 1942,,29.86073056,-95.0055,1,1,0,1,0,0,0,1
482930,2,201,0,2,11,2016,4,4,3,8,FM 1960,,29.99511111,-95.4853,1,1,0,1,0,0,0,1
482931,1,339,0,3,11,2016,5,23,2,8,FM 1314,,30.12683056,-95.2804,1,1,0,1,0,0,0,1
482932,1,401,0,3,11,2016,5,17,5,8,FM 1971,,31.94398889,-94.5372,1,2,0,2,0,0,0,1
482933,3,113,3420,4,11,2016,6,10,55,7,SR-114/JOHN CARPENTER FWY,SR-161/GEORGE BUSH TURNPIKE,32.89638333,-96.9719,2,1,0,1,0,0,0,1
482934,1,233,0,4,11,2016,6,5,28,3,SR-152,,35.66511111,-101.352,1,1,0,1,0,0,0,1
482935,2,439,2450,15,11,2016,3,0,30,1,I-820/LOOP 820,,32.7558,-97.4786,1,1,0,1,0,0,0,1
482936,1,453,330,20,8,2016,7,23,7,6,WILLIAM CANNON DR,BILL HUGHES RD,30.19579444,-97.7851,3,10,0,10,0,0,0,1
482937,4,479,3899,31,8,2016,4,17,19,8,SL 20/CUATRO VIENTOS BLVD,,27.4714,-99.447,1,10,0,10,0,0,0,1
482938,1,309,7210,12,10,2016,4,21,4,8,FM 1637/CHINA SPRING RD,,31.62921667,-97.2414,1,1,0,1,0,0,0,1
482939,2,201,3280,14,10,2016,6,6,34,6,LITTLE YORK RD,AIRLINE DR,29.86995833,-95.3851,2,10,0,10,0,0,0,1
482940,5,53,1040,18,10,2016,3,13,10,2,US-281/WATER ST,,30.72133333,-98.2429,1,1,0,1,0,0,0,1
482941,3,475,0,22,10,2016,7,0,47,1,I-20,I-20 RAMP,31.40609444,-103.551,4,1,0,1,0,0,0,1
482942,1,121,0,10,11,2016,5,8,7,4,CR-CLAIRE ST,,33.10853056,-97.1183,1,1,0,1,0,0,0,1
482943,1,201,3280,30,10,2016,1,1,8,6,MCCARTY,,29.77376111,-95.28399999999999,1,1,0,1,0,0,0,1
482944,3,401,4740,31,10,2016,2,10,40,2,US-259,ANGELINA,31.91509722,-94.6808,2,1,0,1,0,0,0,1
482945,3,299,0,1,11,2016,3,20,20,3,SR-71,,30.54608056,-98.4589,1,1,0,1,0,0,0,1
482946,1,91,0,2,11,2016,4,2,45,2,US-281,,29.8372,-98.4108,1,10,0,10,0,0,0,1
482947,1,309,7210,3,11,2016,5,3,3,3,SR-6,,31.54844444,-97.0736,1,10,0,10,19,0,0,1
482949,8,287,0,6,11,2016,1,17,55,2,US-290,,30.185,-96.95700000000001,1,2,0,2,0,0,0,1
482950,3,439,2450,6,11,2016,1,1,0,3,SR-183/28TH ST,LOVING AVE,32.79518056,-97.3364,2,1,0,1,0,0,0,1
482951,1,73,3470,7,11,2016,2,6,40,3,SR-204/SL456,,31.95795,-95.2228,1,5,0,5,0,0,0,1
482952,1,141,2190,7,11,2016,2,9,57,6,SAM SNEAD DR,LEE TREVINO DR,31.77693889,-106.322,2,1,0,1,0,0,0,1
482953,2,201,3280,7,11,2016,2,1,5,8,FM1093 WESTHEIMER RD,,29.73733056,-95.5267,1,2,0,2,0,0,0,1
482954,1,201,3280,7,11,2016,2,3,10,7,I-10 KATY FWY,,29.78511667,-95.5431,1,10,0,10,0,0,0,1
482955,3,453,0,7,11,2016,2,3,14,3,SR-71,,30.1895,-97.5776,1,5,0,5,0,0,0,1
482956,3,135,0,8,11,2016,3,9,59,8,SL338,,31.8004,-102.296,1,10,0,10,0,0,0,1
482957,1,277,0,8,11,2016,3,6,0,8,FM38,,33.70356944,-95.7668,1,10,0,10,0,0,0,1
482958,2,231,0,9,11,2016,4,20,0,3,SR-11,,33.27021944,-95.9196,1,1,0,1,0,0,0,1
482959,2,267,0,9,11,2016,4,3,54,1,I-10,,30.38000278,-99.61,1,2,0,2,0,0,0,1
482960,2,267,0,9,11,2016,4,12,30,1,I-10,,30.43038056,-99.6958,1,2,0,2,0,0,0,1
482961,2,325,0,9,11,2016,4,10,17,3,SR-173,CR-548/ELSTONE RD,29.29918889,-99.0957,2,10,0,10,0,0,0,1
482963,1,113,1730,10,11,2016,5,5,58,1,I-635/LYNDON B JOHNSON FWY,,32.91469722,-96.7401,1,1,0,1,0,0,0,1
482964,1,213,1284,10,11,2016,5,18,58,3,SR-31,,32.31436111,-95.4538,1,1,0,1,0,0,0,1
482965,1,323,0,10,11,2016,5,22,0,8,FM 2644,,28.49876944,-100.273,1,2,0,2,0,0,0,1
482966,1,161,0,11,11,2016,6,18,15,1,I-45,,31.83483889,-96.2863,1,1,0,1,0,0,0,1
482967,3,181,0,11,11,2016,6,6,58,2,US-377,,33.79663889,-96.8748,1,1,0,1,0,0,0,1
482968,1,201,0,11,11,2016,6,0,30,4,CR-LOUETTA RD,,29.99643056,-95.6141,1,1,0,1,0,0,0,1
482969,1,251,0,12,11,2016,7,10,30,8,FM 917,,32.47585,-97.2202,1,1,0,1,0,0,0,1
482970,2,309,7210,12,11,2016,7,10,43,6,NEW ROAD DR,,31.52609167,-97.1718,1,1,0,1,0,0,0,1
482971,1,491,5990,12,11,2016,7,10,10,8,RM620 ROUND ROCK AVE,,30.50995556,-97.6871,1,1,0,1,0,0,0,1
482972,1,5,0,13,11,2016,1,21,30,8,FM326,,31.28521944,-94.6383,1,1,0,1,0,0,0,1
482973,4,135,5030,13,11,2016,1,3,43,6,GOLDER AVE,,31.88780833,-102.395,1,1,0,1,0,0,0,1
482974,1,201,3280,13,11,2016,1,6,25,2,US-90 MAIN ST,,29.65544444,-95.4426,1,10,0,10,0,0,0,1
482975,1,29,6090,14,11,2016,2,2,8,7,I-35 ELMIRA ST,,29.43603056,-98.4946,1,1,0,1,0,0,0,1
482976,6,231,0,14,11,2016,2,15,20,1,I-30,,32.99153611,-96.2521,1,1,0,1,0,0,0,1
482977,1,289,0,14,11,2016,2,18,55,3,SR-7,,31.26524167,-95.945,1,1,0,1,0,0,0,1
482978,2,453,5325,14,11,2016,2,6,16,6,HEATHERWILDE BLVD,,30.47594167,-97.6185,1,5,0,5,0,0,0,1
482979,2,121,3960,15,11,2016,3,18,5,6,LAKEPOINTE DR,,33.01836111,-96.9792,1,1,0,1,0,0,0,1
482980,5,29,6090,16,11,2016,4,19,18,6,THOUSAND OAKS DR,PARK CROSSING DR,29.55793056,-98.4172,3,1,0,1,14,0,0,1
482981,1,113,1730,16,11,2016,4,5,40,6,HAMPTON RD,,32.7209,-96.8571,1,1,0,1,0,0,0,1
482982,2,453,330,16,11,2016,4,5,51,1,I-35,,30.305875,-97.7128,1,1,0,1,0,0,0,1
482983,1,21,2160,17,11,2016,5,19,17,2,US-290,,30.33923611,-97.3748,1,1,0,1,0,0,0,1
482984,2,71,9997,17,11,2016,5,15,4,3,SR-146,,29.78803056,-94.9109,1,1,0,1,20,0,0,1
482985,1,441,30,17,11,2016,5,11,52,6,OLD ANSON RD,,32.50070833,-99.7533,1,1,0,1,0,0,0,1
482986,1,27,570,18,11,2016,6,18,15,7,I-35,,31.03790833,-97.4719,1,1,0,1,0,0,0,1
482987,3,85,5730,20,11,2016,1,17,5,3,SR-190 PRES GEORGE BUSH HWY,PLANO RD,33.00313056,-96.6994,2,1,0,1,0,0,0,1
482989,4,113,1730,23,11,2016,4,0,25,6,ROSELAND AVE,CADDO ST,32.7994,-96.7857,2,10,0,10,0,0,0,1
482990,2,209,3760,23,11,2016,4,23,45,7,I-35,CR-122 BEBEE RD,30.01998611,-97.8552,3,1,0,1,0,0,0,1
482991,1,441,30,23,11,2016,4,22,45,3,SR-351 AMBLER AVE,JUDGE ELY BLVD,32.47466667,-99.7066,2,1,0,1,0,0,0,1
482992,1,157,5970,11,11,2016,6,21,38,3,SR-36 1ST ST,,29.51180556,-95.8078,1,1,0,1,0,0,0,1
482993,2,453,330,11,11,2016,6,19,33,2,US-183 BASTROP HWY,,30.21947222,-97.68299999999999,1,1,0,1,0,0,0,1
482994,1,253,0,13,11,2016,1,6,47,4,CR-229,,32.78746667,-99.689,1,1,0,1,0,0,0,1
482995,3,9,0,16,11,2016,4,17,30,2,US-820,,33.75118611,-98.8725,1,1,0,1,0,0,0,1
482996,3,435,0,17,11,2016,5,0,57,1,I-10,,30.61747778,-100.75399999999999,1,1,0,1,0,0,0,1
482997,2,497,0,21,11,2016,2,19,22,2,US-81,,33.32989722,-97.6702,1,1,0,1,0,0,0,1
482998,4,201,3280,24,11,2016,5,22,5,3,SR-35 REVEILLE,,29.68539722,-95.2903,1,1,0,1,0,0,0,1
482999,2,439,2450,25,11,2016,6,5,30,1,I-35 SEMINARY FWY,,32.67850556,-97.3203,1,10,0,10,0,0,0,1
