ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10072,1,1,1998,0,0,0,0,0,0,0,0,0,0
10072,2,1,1998,0,0,0,0,0,0,0,0,0,0
10073,1,1,1998,0,0,0,0,0,0,0,0,0,0
10074,1,1,1998,20,0,26,18,7,3,22,20,10,19
10075,1,1,1998,0,0,0,0,0,0,0,0,0,0
10075,2,1,1998,0,0,0,0,0,25,0,0,0,0
10076,1,1,1998,31,31,31,31,31,31,31,31,31,31
10077,1,1,1998,34,34,34,34,34,34,34,34,34,34
10078,1,1,1998,10,0,0,12,4,0,0,13,10,28
10079,1,1,1998,0,0,0,0,0,0,0,0,0,0
10080,0,1,1998,25,22,33,20,0,22,0,0,30,0
10080,1,1,1998,0,0,0,0,0,0,0,0,0,0
10081,1,1,1998,0,0,3,0,0,0,0,0,7,0
10081,2,1,1998,0,0,0,0,0,0,0,0,0,0
10082,1,1,1998,0,0,0,0,0,0,0,0,0,0
10082,2,1,1998,14,12,23,13,41,18,12,19,10,21
10083,1,1,1998,0,0,0,0,0,0,0,0,0,0
10083,2,1,1998,0,0,0,0,0,0,0,0,0,0
10083,3,1,1998,0,0,0,0,0,0,0,0,0,0
10084,1,1,1998,0,0,22,0,0,0,0,0,0,0
10084,2,1,1998,23,24,0,0,0,0,0,8,0,24
10085,1,1,1998,16,13,13,27,15,13,18,37,0,27
10086,0,1,1998,0,18,29,0,14,4,0,3,0,0
10086,0,2,1998,0,0,32,0,0,0,11,31,13,0
10086,1,1,1998,0,0,0,0,0,0,0,0,0,0
10087,1,1,1998,0,16,0,19,0,8,12,0,0,0
10087,2,1,1998,0,0,0,0,0,0,0,0,0,0
10088,1,1,1998,19,19,19,19,19,19,19,19,19,19
10089,1,1,1998,0,0,3,0,0,0,22,30,5,0
10090,1,1,1998,0,27,0,0,0,0,0,0,0,0
10090,2,1,1998,0,0,0,0,0,0,0,0,0,0
10091,0,1,1998,0,20,11,0,25,17,0,0,0,21
10091,1,1,1998,24,0,9,41,20,25,28,12,11,0
10091,2,1,1998,0,0,0,0,0,0,0,0,0,0
10092,1,1,1998,0,0,0,0,0,0,0,0,0,0
10093,1,1,1998,2,2,2,2,2,2,2,2,2,2
10094,1,1,1998,0,0,0,0,0,0,0,4,0,0
10095,1,1,1998,0,0,0,0,0,0,10,0,0,0
10095,2,1,1998,0,0,0,0,0,0,0,0,0,0
10096,1,1,1998,0,0,0,0,0,0,0,0,0,0
10096,2,1,1998,0,0,0,0,0,0,0,0,0,0
10097,1,1,1998,0,0,0,0,0,0,0,0,0,0
10097,2,1,1998,0,0,0,0,0,0,0,0,0,0
10098,1,1,1998,25,25,25,25,25,25,25,25,25,25
10098,2,1,1998,0,0,0,0,0,0,0,0,0,0
10099,1,1,1998,0,0,0,0,0,0,0,0,0,0
10100,1,1,1998,0,0,0,0,0,0,0,0,0,0
10101,1,1,1998,23,15,0,32,13,37,26,28,20,28
10101,2,1,1998,0,0,0,0,0,0,0,0,0,0
10102,1,1,1998,22,22,22,22,22,22,22,22,22,22
10103,1,1,1998,12,31,30,38,20,39,19,13,12,18
10104,1,1,1998,11,21,15,12,15,18,19,8,13,16
10105,1,1,1998,23,7,0,0,4,4,17,18,6,22
10106,1,1,1998,12,3,0,0,0,0,0,0,0,0
10106,2,1,1998,0,0,0,0,0,0,0,0,0,0
10107,1,1,1998,0,0,0,0,0,0,0,0,0,0
10108,0,1,1998,0,0,0,16,0,0,0,0,15,0
10108,1,1,1998,0,0,0,0,0,0,0,0,0,0
10108,2,1,1998,0,0,0,0,0,0,0,0,0,0
10109,1,1,1998,7,11,6,21,12,29,16,24,16,14
10110,0,1,1998,0,0,0,0,0,27,0,0,0,0
10110,1,1,1998,0,0,0,0,0,0,0,0,0,0
10111,1,1,1998,0,0,0,0,0,0,0,0,0,0
10111,2,1,1998,0,0,0,0,0,0,0,0,0,0
10112,1,1,1998,18,18,18,18,18,18,18,18,18,18
10113,1,1,1998,0,0,0,0,0,0,0,0,0,0
10114,1,1,1998,0,0,0,0,0,0,0,0,0,0
10115,0,1,1998,0,0,0,0,0,0,0,0,0,0
10115,1,1,1998,0,0,0,0,0,0,0,0,0,0
10116,0,1,1998,0,0,0,0,0,0,0,0,0,0
10116,0,2,1998,0,21,0,0,10,0,17,0,0,0
10116,1,1,1998,21,15,0,0,16,9,0,0,0,17
10117,1,1,1998,17,5,7,0,0,16,13,19,0,33
10117,2,1,1998,0,0,0,0,0,0,0,0,0,0
10118,1,1,1998,7,0,16,30,0,0,0,0,27,12
10118,2,1,1998,0,0,0,0,0,0,0,0,0,0
10118,3,1,1998,0,0,0,0,0,0,0,0,0,0
10119,1,1,1998,0,5,0,0,0,0,0,0,0,0
10120,1,1,1998,0,0,0,13,0,0,0,0,0,0
10120,2,1,1998,0,0,0,0,0,0,0,0,0,0
10121,1,1,1998,0,0,0,0,0,0,0,0,0,0
10122,1,1,1998,0,0,19,11,0,0,0,0,0,0
10123,1,1,1998,0,0,0,0,0,0,0,0,0,0
10123,2,1,1998,0,0,0,0,0,0,0,0,0,0
10124,1,1,1998,8,15,21,0,31,16,25,0,18,41
10125,1,1,1998,26,0,6,0,22,5,9,0,11,0
10126,1,1,1998,3,3,3,3,3,3,3,3,3,3
10127,1,1,1998,0,0,0,9,0,20,0,0,0,0
10127,2,1,1998,14,0,37,0,0,0,12,16,12,0
10128,1,1,1998,28,0,0,0,0,0,0,0,22,25
10129,0,1,1998,0,0,0,0,0,0,0,0,0,0
10129,1,1,1998,11,11,11,11,11,11,11,11,11,11
10130,1,1,1998,24,24,24,24,24,24,24,24,24,24
10130,2,1,1998,0,0,0,0,0,0,0,0,0,0
10131,1,1,1998,0,0,0,0,0,0,0,11,0,0
10132,1,1,1998,0,0,0,0,0,0,0,0,0,0
10133,1,1,1998,0,0,0,0,0,0,0,0,0,0
10133,2,1,1998,0,0,0,0,0,0,0,0,0,0
10134,1,1,1998,8,0,11,25,10,23,9,0,16,11
10135,0,1,1998,0,0,0,0,0,0,0,0,0,0
10135,1,1,1998,0,0,0,0,0,0,0,0,0,0
10136,1,1,1998,0,0,0,0,0,8,0,0,0,0
10136,2,1,1998,0,0,0,0,0,0,0,0,0,0
10137,0,1,1998,0,0,0,0,0,0,0,0,0,0
10137,1,1,1998,0,0,0,7,0,0,0,0,0,0
10138,1,1,1998,18,18,9,31,28,11,30,15,18,16
10139,0,1,1998,18,0,0,0,0,0,0,0,0,22
10139,1,1,1998,0,0,0,0,0,0,0,0,0,0
10140,1,1,1998,0,0,0,0,0,15,0,0,0,0
10140,2,1,1998,0,0,0,0,0,0,0,0,0,0
10141,0,1,1998,0,0,0,0,0,0,0,0,0,0
10141,1,1,1998,0,0,0,0,0,0,0,0,0,0
10141,2,1,1998,0,0,0,0,0,0,0,0,0,0
10142,1,1,1998,0,0,0,0,0,0,0,0,0,0
10143,1,1,1998,27,27,27,27,27,27,27,27,27,27
10143,2,1,1998,0,0,0,0,0,0,0,0,0,0
10144,1,1,1998,21,0,0,0,0,0,0,0,8,0
10145,1,1,1998,0,0,0,0,0,0,0,0,0,0
10145,2,1,1998,0,0,21,0,0,21,0,0,0,0
10146,1,1,1998,0,0,0,0,0,0,0,0,0,0
10147,1,1,1998,0,0,0,0,0,0,0,0,0,0
10147,2,1,1998,0,0,0,15,0,0,0,0,0,0
10148,1,1,1998,0,0,0,0,0,0,0,0,0,0
10148,2,1,1998,0,0,0,0,0,0,0,0,0,5
10149,1,1,1998,17,0,0,0,35,0,11,27,36,0
10150,1,1,1998,14,14,14,14,14,14,14,14,14,14
10151,1,1,1998,8,8,8,8,8,8,8,8,8,8
10152,1,1,1998,0,0,0,0,0,0,0,0,0,0
10152,2,1,1998,0,0,0,0,0,0,0,0,0,0
10153,1,1,1998,0,0,0,0,0,0,0,0,0,0
10153,2,1,1998,22,0,0,0,0,0,0,0,0,0
10154,1,1,1998,0,0,17,0,0,0,0,0,16,0
10155,1,1,1998,0,18,0,8,0,0,0,0,0,0
10156,1,1,1998,0,0,0,0,0,0,0,0,0,0
10157,1,1,1998,0,0,0,0,0,0,0,0,0,0
10157,2,1,1998,0,0,0,24,0,15,0,0,0,0
10158,1,1,1998,0,0,0,0,0,0,0,0,0,0
10158,2,1,1998,0,0,0,0,0,0,0,0,0,0
10159,1,1,1998,24,24,24,24,24,24,24,24,24,24
10160,1,1,1998,22,22,22,22,22,22,22,22,22,22
10161,1,1,1998,0,0,0,0,0,0,0,0,0,0
10162,1,1,1998,0,0,0,0,0,0,0,0,0,0
10162,2,1,1998,0,0,0,0,0,0,0,0,0,0
10163,1,1,1998,0,0,0,0,0,0,0,0,0,12
10163,2,1,1998,0,0,0,0,0,0,0,0,0,0
10164,1,1,1998,20,12,21,7,17,0,0,12,0,14
10164,2,1,1998,0,0,0,0,0,0,0,0,16,0
10165,1,1,1998,0,0,0,0,0,0,0,0,0,0
10166,1,1,1998,10,16,37,43,11,28,31,19,23,17
10166,2,1,1998,0,2,0,0,0,0,0,0,0,0
10167,1,1,1998,22,22,22,22,22,22,22,22,22,22
10167,2,1,1998,0,10,0,0,0,0,0,0,0,0
10167,3,1,1998,0,0,0,0,0,0,0,0,0,6
10168,1,1,1998,0,0,0,0,0,0,0,0,0,0
10169,1,1,1998,24,0,18,26,10,7,0,31,23,0
10170,1,1,1998,8,9,0,10,0,17,10,24,30,30
10171,0,1,1998,25,8,8,7,0,0,6,33,0,28
10171,1,1,1998,0,0,0,5,0,6,19,0,0,0
10172,1,1,1998,12,12,12,12,12,12,12,12,12,12
10173,1,1,1998,0,0,0,0,0,0,0,0,0,0
10174,1,1,1998,0,0,0,0,0,0,0,0,0,0
10175,1,1,1998,21,7,19,21,0,12,0,20,0,26
10175,2,1,1998,0,0,0,0,0,0,0,0,0,0
10176,1,1,1998,0,0,0,14,0,0,0,0,0,8
10177,1,1,1998,18,18,18,18,18,18,18,18,18,18
10178,1,1,1998,0,0,0,0,0,0,0,0,0,0
10178,2,1,1998,0,0,0,0,0,0,0,0,0,0
10179,1,1,1998,0,0,0,0,0,0,0,0,0,0
10179,2,1,1998,0,0,0,0,0,0,0,0,0,0
10180,1,1,1998,0,0,0,0,0,0,0,0,0,0
10180,2,1,1998,0,0,0,0,0,0,0,0,0,0
10181,1,1,1998,14,17,11,17,6,20,0,21,40,0
10182,1,1,1998,0,0,0,0,0,0,0,0,0,0
10183,1,1,1998,9,0,0,0,0,0,0,0,0,0
10183,2,1,1998,0,0,0,0,0,0,0,0,0,0
10184,1,1,1998,20,20,20,20,20,20,20,20,20,20
10185,1,1,1998,0,0,0,0,0,0,0,0,0,0
10186,1,1,1998,0,0,0,0,0,0,0,0,0,0
10186,2,1,1998,0,0,0,0,0,0,0,0,0,0
10187,1,1,1998,26,11,15,20,11,27,21,11,18,39
10188,1,1,1998,30,30,30,30,30,30,30,30,30,30
10189,1,1,1998,0,0,0,0,0,0,0,0,0,0
10189,2,1,1998,0,0,11,0,0,0,0,0,0,0
10190,1,1,1998,14,14,14,14,14,14,14,14,14,14
10190,2,1,1998,0,0,0,0,0,0,0,0,0,0
10191,1,1,1998,0,0,0,0,0,0,0,0,0,0
10192,1,1,1998,0,0,0,0,0,0,0,0,0,0
10192,2,1,1998,0,0,0,0,0,0,0,0,0,0
10193,1,1,1998,16,16,16,16,16,16,16,16,16,16
10194,1,1,1998,0,0,0,0,0,0,0,0,0,0
10194,2,1,1998,0,0,0,0,0,0,0,0,0,0
10195,1,1,1998,0,0,0,0,0,0,0,0,0,0
10195,2,1,1998,0,0,0,0,0,0,0,0,0,0
10195,3,1,1998,0,0,0,0,0,0,0,0,0,0
10196,1,1,1998,0,0,0,0,0,0,0,0,0,0
10196,2,1,1998,0,0,0,0,0,0,0,0,0,0
10197,0,1,1998,0,0,0,0,0,0,0,0,0,0
10197,1,1,1998,0,0,0,0,0,0,0,0,0,0
10198,1,1,1998,0,0,0,0,9,0,0,0,0,0
10199,1,1,1998,12,44,22,16,24,22,23,7,14,18
10200,1,1,1998,0,0,0,0,0,0,0,0,0,0
10201,1,1,1998,7,7,7,7,7,7,7,7,7,7
10201,2,1,1998,0,0,0,0,0,0,0,0,0,0
10202,1,1,1998,17,17,17,17,17,17,17,17,17,17
10203,1,1,1998,11,0,0,0,0,7,0,0,0,0
10204,1,1,1998,30,30,30,30,30,30,30,30,30,30
10204,2,1,1998,0,0,0,21,0,0,0,0,0,0
10205,1,1,1998,0,3,0,0,0,0,0,0,0,0
10206,1,1,1998,0,0,0,0,17,0,0,0,0,15
10206,2,1,1998,0,0,0,0,0,0,0,0,0,0
10207,1,1,1998,0,0,0,0,0,0,0,0,0,0
10208,1,1,1998,0,0,0,0,0,0,0,0,0,0
10208,2,1,1998,0,0,0,0,0,0,0,0,0,0
10209,1,1,1998,0,0,0,0,0,0,0,0,0,0
10209,2,1,1998,0,0,0,0,0,0,0,0,0,0
10209,3,1,1998,0,0,0,0,0,0,0,0,0,0
10210,1,1,1998,23,15,0,2,9,21,11,0,20,10
10211,1,1,1998,19,19,14,30,20,13,14,26,17,21
10212,1,1,1998,0,0,0,27,0,0,0,0,6,0
10213,1,1,1998,0,0,0,0,0,0,0,0,0,0
10213,2,1,1998,0,0,0,0,0,0,0,0,0,0
10214,1,1,1998,23,23,23,23,23,23,23,23,23,23
10215,1,1,1998,0,0,0,0,0,0,0,0,0,0
10216,1,1,1998,0,0,0,0,14,0,7,30,0,7
10216,2,1,1998,0,0,0,0,0,0,0,0,0,0
10217,1,1,1998,12,31,6,18,9,11,24,13,18,26
10217,2,1,1998,0,0,0,0,0,0,0,3,0,0
10217,3,1,1998,0,0,0,0,0,0,0,0,0,0
10218,1,1,1998,0,0,0,29,0,0,0,0,0,0
10219,1,1,1998,14,14,14,14,14,14,14,14,14,14
10220,1,1,1998,18,18,18,18,18,18,18,18,18,18
10220,2,1,1998,0,0,0,0,0,0,0,0,0,0
10221,1,1,1998,0,0,0,0,0,0,0,0,0,0
10221,2,1,1998,0,0,0,0,0,0,0,0,0,0
10222,1,1,1998,19,9,15,28,21,0,19,0,14,23
10223,1,1,1998,15,15,15,15,15,15,15,15,15,15
10223,2,1,1998,3,3,3,3,3,3,3,3,3,3
10224,1,1,1998,23,26,17,25,18,27,10,2,12,20
10225,1,1,1998,0,0,0,0,0,0,0,0,0,0
10225,2,1,1998,0,0,0,0,0,0,0,7,0,0
10226,1,1,1998,6,6,6,6,6,6,6,6,6,6
10227,1,1,1998,32,0,28,10,13,19,17,20,12,26
10228,1,1,1998,0,0,0,0,0,0,0,0,0,0
10229,1,1,1998,4,4,4,4,4,4,4,4,4,4
10230,1,1,1998,19,14,26,15,22,25,18,15,8,31
10231,1,1,1998,0,0,0,0,0,0,0,0,0,0
10231,2,1,1998,0,4,0,0,0,0,0,0,0,0
10232,1,1,1998,0,0,9,2,0,0,0,0,0,18
10232,2,1,1998,0,14,0,0,0,0,0,0,0,0
10233,1,1,1998,0,0,0,0,0,0,0,0,0,0
10234,1,1,1998,0,17,21,0,22,0,25,19,0,18
10234,2,1,1998,0,0,0,0,0,0,0,0,0,0
10235,1,1,1998,0,0,0,0,0,0,0,0,0,0
10235,2,1,1998,19,0,0,0,0,0,0,0,0,0
10235,3,1,1998,0,0,0,0,0,0,0,0,0,0
10236,1,1,1998,0,0,0,0,0,0,0,0,0,0
10237,1,1,1998,0,0,0,16,10,0,19,26,0,0
10238,1,1,1998,14,14,14,14,14,14,14,14,14,14
10238,2,1,1998,0,0,0,0,0,0,0,0,0,0
10238,3,1,1998,0,0,0,0,0,0,0,0,0,0
10239,1,1,1998,8,8,8,8,8,8,8,8,8,8
10240,1,1,1998,0,0,0,0,0,0,0,0,0,0
10240,2,1,1998,0,0,0,0,0,0,0,0,0,0
10241,1,1,1998,0,0,25,0,0,0,0,0,0,17
10241,2,1,1998,0,0,0,0,0,0,0,0,0,0
10242,1,1,1998,0,0,0,0,0,0,0,0,0,0
10242,2,1,1998,0,0,0,0,0,0,0,0,0,0
10243,1,1,1998,18,18,18,18,18,18,18,18,18,18
10244,1,1,1998,0,16,0,0,22,15,13,0,0,12
10245,1,1,1998,21,12,10,7,15,23,15,9,20,9
10246,1,1,1998,0,0,0,0,0,0,0,0,0,0
10247,1,1,1998,0,0,0,0,0,0,0,0,0,0
10247,2,1,1998,0,0,0,0,0,0,0,0,0,0
10248,1,1,1998,0,0,0,0,0,0,0,10,0,0
10249,1,1,1998,0,0,0,0,0,0,0,0,0,0
10249,2,1,1998,0,0,0,0,0,0,0,0,0,0
10250,0,1,1998,0,0,0,0,0,0,0,0,0,0
10250,1,1,1998,10,8,13,3,0,10,0,20,0,6
10251,1,1,1998,0,36,0,0,0,0,0,0,27,0
10252,1,1,1998,0,0,0,0,0,0,0,0,0,0
10253,1,1,1998,0,0,0,0,0,0,0,0,0,0
10254,1,1,1998,0,0,0,0,0,0,0,0,0,0
10254,2,1,1998,0,0,0,0,0,0,0,0,0,0
10255,1,1,1998,20,20,20,20,20,20,20,20,20,20
10256,1,1,1998,20,0,0,0,0,0,43,25,29,0
10257,1,1,1998,24,24,24,24,24,24,24,24,24,24
10257,2,1,1998,0,0,0,0,0,0,0,0,0,0
10257,3,1,1998,0,0,0,0,0,0,0,0,0,0
10258,1,1,1998,0,0,0,0,0,0,0,0,0,0
10259,1,1,1998,0,0,0,0,0,0,0,0,0,0
10259,2,1,1998,0,0,0,0,0,0,0,0,0,0
10260,1,1,1998,10,27,12,0,8,11,9,19,0,9
10260,2,1,1998,0,0,0,0,0,0,0,0,0,0
10260,3,1,1998,0,0,0,0,0,0,0,0,0,0
10261,1,1,1998,21,17,24,26,12,19,9,17,15,21
10262,1,1,1998,0,0,0,0,0,0,0,0,0,0
10262,2,1,1998,0,0,0,0,0,0,0,0,0,17
10262,3,1,1998,0,0,0,0,0,0,0,0,0,0
10263,1,1,1998,0,0,0,0,0,0,0,0,0,0
10263,2,1,1998,0,0,0,0,0,0,0,0,0,0
10264,1,1,1998,7,0,10,24,21,0,10,19,3,11
10265,1,1,1998,24,24,24,24,24,24,24,24,24,24
10266,1,1,1998,23,24,17,43,17,20,21,19,33,16
10267,1,1,1998,37,37,37,37,37,37,37,37,37,37
10267,2,1,1998,0,0,0,0,0,0,0,0,0,0
10268,1,1,1998,26,8,14,0,8,25,12,17,14,0
10269,1,1,1998,0,0,0,0,0,0,0,0,0,2
10270,1,1,1998,26,26,26,26,26,26,26,26,26,26
10270,2,1,1998,0,0,0,0,0,0,0,0,0,0
10271,1,1,1998,0,0,0,0,0,0,0,0,0,0
10271,2,1,1998,0,0,0,0,0,0,0,0,0,0
10272,0,1,1998,0,0,0,0,0,0,0,0,0,0
10272,1,1,1998,0,0,0,0,0,0,0,0,0,0
10273,1,1,1998,0,0,0,0,0,0,0,0,0,0
10273,2,1,1998,0,0,0,0,0,0,0,0,0,0
10274,0,1,1998,4,0,0,0,0,0,0,0,0,21
10274,1,1,1998,0,0,0,0,0,0,0,0,0,0
10275,1,1,1998,29,29,29,29,29,29,29,29,29,29
10276,1,1,1998,0,0,0,0,0,0,0,0,0,0
10277,1,1,1998,12,12,12,12,12,12,12,12,12,12
10277,2,1,1998,0,0,0,0,0,0,0,0,0,0
10278,1,1,1998,0,0,0,0,0,0,0,0,0,0
10278,2,1,1998,0,0,0,0,0,0,0,0,0,0
10279,1,1,1998,15,15,15,15,15,15,15,15,15,15
10280,1,1,1998,14,10,13,4,23,8,15,15,11,4
10280,2,1,1998,16,18,10,10,9,15,0,8,16,16
10281,1,1,1998,0,0,0,0,0,0,0,0,0,0
10281,2,1,1998,0,0,0,0,0,0,0,0,0,0
10281,3,1,1998,0,0,0,0,0,0,0,0,0,0
10282,1,1,1998,0,0,0,0,0,0,0,0,0,0
10282,2,1,1998,27,7,17,0,9,31,19,12,21,10
10283,1,1,1998,3,3,3,3,3,3,3,3,3,3
10283,2,1,1998,0,0,0,0,0,0,0,0,0,0
10284,1,1,1998,0,0,0,0,5,0,13,17,0,15
10285,1,1,1998,0,0,0,0,0,0,0,0,0,0
10285,2,1,1998,0,0,0,0,0,0,0,0,21,0
10286,1,1,1998,0,0,0,0,0,0,11,0,0,0
10287,1,1,1998,0,0,0,0,0,0,0,0,0,0
10288,1,1,1998,4,4,4,4,4,4,4,4,4,4
10289,1,1,1998,0,10,0,12,10,0,4,11,15,28
10289,2,1,1998,0,19,0,0,10,0,0,0,0,0
10290,1,1,1998,45,0,0,0,5,0,15,0,0,0
10290,2,1,1998,0,0,0,0,0,0,0,0,0,0
10291,1,1,1998,0,0,25,0,0,0,0,0,0,0
10291,2,1,1998,0,0,0,0,0,0,0,0,0,0
10292,0,1,1998,0,14,0,0,0,0,14,0,0,0
10292,1,1,1998,0,0,0,0,0,0,0,0,0,0
