YEAR,STATE,COUNTY,FATALS,ST_CASE,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_RD,A_TOD,A_DOW,A_HR,A_CT,A_LT,A_MC,A_SPCRA,A_PED,A_PEDAL,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_DIST,A_DROWSY
1998,1,37,1,10027,1,4,1,2,4,2,6,2,1,3,1,2,2,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,105,1,10028,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1
1998,1,7,1,10029,1,4,1,2,4,2,4,2,1,3,2,1,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,1
1998,1,47,1,10030,1,4,1,2,4,2,3,2,1,3,2,2,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,1,61,1,10031,1,4,1,2,4,2,5,2,1,3,2,1,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,1,73,1,10032,1,4,2,2,1,2,5,2,3,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,39,1,10033,1,4,1,2,4,2,5,2,1,3,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,77,1,10034,1,4,2,2,1,2,4,2,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1998,1,55,1,10035,1,4,1,2,4,2,5,2,1,3,2,1,2,1,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2
1998,1,25,1,10036,1,4,1,2,4,2,4,2,1,3,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,1,11,1,10037,1,4,1,2,4,2,4,2,1,3,1,1,2,1,2,2,1,2,2,1,2,3,2,2,1,1,2,2,1,2,2
1998,1,15,1,10038,1,4,1,2,4,2,6,2,1,3,1,1,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,1,79,1,10039,1,4,1,2,4,2,5,2,1,3,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,1,73,1,10040,1,4,2,2,1,2,6,2,1,3,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,91,2,10041,1,4,1,2,1,1,3,1,4,3,1,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2
1998,1,69,1,10042,1,4,2,2,1,2,3,3,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,65,1,10043,1,4,1,2,1,2,5,2,3,3,1,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,125,1,10044,1,4,2,2,1,1,3,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2
1998,1,77,1,10045,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,1,21,1,10046,1,4,2,2,4,2,6,2,1,3,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,47,1,10047,1,4,1,2,4,2,5,2,1,3,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,47,1,10048,1,4,1,2,1,1,3,1,4,3,1,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,97,2,10049,1,4,2,2,1,2,3,2,3,3,1,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,73,1,10050,1,4,1,2,4,2,5,2,1,3,2,1,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,1,129,1,10051,1,4,1,2,1,2,4,2,3,3,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2
1998,1,127,1,10052,1,4,2,2,1,2,4,2,3,3,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,73,1,10053,1,4,1,2,1,2,3,2,3,3,1,1,2,3,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2
1998,1,127,1,10054,1,4,1,2,1,2,4,2,1,3,1,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,1,1,10055,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1
1998,1,13,1,10056,1,4,1,1,3,2,1,2,1,3,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,1
1998,1,3,3,10057,1,4,1,2,1,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2
1998,1,51,1,10058,1,4,2,2,4,2,5,2,1,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,1,31,4,10059,1,4,1,2,1,2,5,2,3,3,1,1,2,3,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,1,73,2,10060,1,4,2,2,1,1,6,1,4,3,1,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,97,1,10061,1,4,1,2,1,2,4,2,3,3,2,2,2,2,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,1,73,1,10062,1,4,2,2,3,1,3,1,4,3,1,1,2,2,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,1,73,1,10063,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,1,111,1,10064,1,4,2,2,4,2,3,2,1,3,2,1,2,1,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,1
1998,1,73,1,10065,1,4,2,2,4,2,4,2,1,3,2,2,2,1,2,2,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1998,1,113,1,10066,1,4,2,2,1,2,3,2,1,3,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,89,2,10067,1,4,1,2,1,1,3,1,4,3,1,1,2,3,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,31,1,10068,1,4,2,2,1,1,3,1,4,3,1,1,2,2,2,2,2,2,2,1,2,3,2,2,1,1,2,1,1,2,2
1998,1,123,1,10069,1,4,1,2,1,1,3,1,2,3,1,1,2,3,2,2,2,2,2,2,2,3,1,1,1,1,2,1,1,2,2
1998,1,103,1,10070,1,4,2,2,1,1,3,1,4,3,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,73,1,10071,1,4,2,2,1,1,3,1,4,3,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2
1998,1,79,1,10072,1,4,1,2,1,2,6,2,3,3,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,1,97,1,10073,1,4,2,2,4,2,4,2,1,3,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,87,1,10074,1,4,1,2,4,2,5,2,1,3,2,1,2,1,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,1,2
1998,1,89,1,10075,1,4,2,2,1,1,3,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,55,1,10076,1,4,1,2,4,2,5,2,1,3,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2
1998,1,133,1,10077,1,4,1,2,4,2,6,2,1,3,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,1,3,1,10078,1,4,1,2,4,2,6,2,1,3,2,2,2,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,73,1,10079,1,4,1,2,1,2,5,2,1,3,1,2,2,1,1,2,1,2,2,1,2,3,2,2,2,2,1,2,2,2,2
1998,1,17,1,10080,1,4,1,1,1,2,1,2,1,3,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1998,1,17,1,10081,1,4,1,1,1,2,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,1,15,1,10082,1,4,1,2,1,2,5,2,3,3,2,2,2,2,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,1,121,1,10083,1,4,2,2,1,2,3,2,3,3,1,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2
1998,1,73,1,10084,1,4,2,2,1,1,4,1,4,3,2,1,2,2,2,2,1,2,2,2,1,3,2,2,2,2,2,1,1,2,2
1998,1,113,1,10085,1,4,2,2,4,2,5,2,1,3,2,2,2,1,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,1
1998,1,73,1,10086,1,4,2,1,1,2,1,2,2,3,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,27,1,10087,1,4,1,2,1,2,4,2,3,3,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,129,1,10088,1,4,1,2,4,2,3,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,1,23,1,10089,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,1,2,2,1,2,3,1,1,1,1,2,2,1,2,2
1998,1,31,1,10090,1,4,2,2,1,1,3,1,4,3,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2
1998,1,85,1,10091,1,4,1,1,1,2,1,2,1,3,2,2,1,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,33,1,10092,1,4,1,2,4,2,5,2,1,3,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1998,1,71,1,10093,1,4,1,2,4,2,6,2,1,3,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,1,101,1,10094,1,4,1,2,4,2,3,2,1,3,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,97,1,10095,1,4,2,1,4,2,1,2,3,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2
1998,1,97,1,10096,1,4,2,2,1,1,4,1,4,3,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,53,1,10097,1,4,1,2,1,2,3,2,2,3,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,127,1,10098,1,4,1,2,1,1,5,1,4,3,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,1,29,1,10099,1,4,1,2,4,2,3,2,1,3,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
1998,1,117,1,10100,1,4,1,1,1,2,1,2,1,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
1998,1,85,1,10101,1,4,1,2,1,2,5,2,3,3,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1998,1,15,1,10102,1,4,2,2,1,2,4,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,1,3,1,10103,1,4,1,2,4,2,3,2,1,3,2,1,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,1,97,1,10104,1,4,2,1,4,2,1,2,1,3,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,47,1,10105,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,1
1998,1,113,1,10106,1,4,2,2,1,2,3,2,3,3,1,2,2,2,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,1,125,1,10107,1,4,1,2,4,2,3,2,1,3,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,101,1,10108,1,4,1,2,1,2,5,2,3,3,1,1,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,67,1,10109,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,73,1,10110,1,4,2,2,1,1,5,1,1,3,1,1,2,1,2,2,2,1,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,1,77,1,10111,1,4,1,2,1,1,3,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,35,1,10112,1,4,1,2,4,2,5,2,1,3,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,1,103,1,10113,1,4,1,2,4,2,5,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
1998,1,115,1,10114,1,4,1,1,4,2,1,2,1,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
1998,1,63,1,10115,1,4,1,2,1,2,5,2,1,3,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,89,1,10116,1,4,1,2,4,2,6,2,1,3,1,2,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,97,1,10117,1,4,2,2,1,2,3,2,3,3,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,97,1,10118,1,4,2,2,1,2,3,2,3,3,2,1,2,3,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,1,117,1,10119,1,4,2,2,4,2,3,2,1,3,2,2,2,1,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2
1998,1,97,1,10120,1,4,2,1,1,2,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1
1998,1,119,1,10121,1,4,1,1,4,2,1,2,1,3,1,1,2,1,2,2,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1998,1,87,1,10122,1,4,1,2,4,2,5,2,1,3,1,2,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2
1998,1,77,1,10123,1,4,1,2,1,2,5,2,3,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,95,1,10124,1,4,2,2,4,2,4,2,1,3,2,2,2,1,2,2,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1998,1,3,1,10125,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,1,117,1,10126,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2
1998,1,73,1,10127,1,4,2,2,1,2,4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,101,1,10128,1,4,2,2,4,2,6,2,1,3,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,101,1,10129,1,4,2,2,1,2,4,2,1,3,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,1,101,1,10130,1,4,2,2,1,1,3,1,2,3,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,1,57,1,10131,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2
1998,1,125,3,10132,1,4,2,2,4,2,3,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1998,1,79,1,10133,1,4,1,2,1,2,3,2,4,3,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,95,1,10134,1,4,2,2,4,2,4,2,1,3,1,1,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,1,77,1,10135,1,4,2,2,1,1,3,1,1,3,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,121,1,10136,1,4,1,2,1,2,6,2,3,3,1,1,2,2,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,1,123,1,10137,1,4,2,2,1,2,4,2,1,3,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,97,1,10138,1,4,2,2,4,2,4,2,1,3,2,2,2,1,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,1,73,1,10139,1,4,2,2,1,1,4,1,1,3,1,2,2,1,2,2,2,1,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,1,101,1,10140,1,4,2,2,1,1,4,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,101,1,10141,1,4,1,2,3,2,3,2,4,3,1,1,1,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,65,1,10142,1,4,1,2,4,2,6,2,1,3,1,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2
1998,1,121,1,10143,1,4,1,2,1,1,5,1,4,3,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2
1998,1,29,1,10144,1,4,1,1,4,2,1,2,1,3,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,113,3,10145,1,4,1,2,1,2,3,2,3,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,127,1,10146,1,4,1,2,4,2,5,2,1,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1
1998,1,43,1,10147,1,4,1,2,1,1,4,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2
1998,1,89,1,10148,1,4,1,2,1,1,6,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,109,1,10149,1,4,1,2,4,2,4,2,1,3,2,1,2,1,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,1,125,1,10150,1,4,1,1,4,2,1,2,1,3,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,1,15,1,10151,1,4,2,2,4,2,6,2,1,3,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2
1998,1,133,1,10152,1,4,1,2,1,2,3,2,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
1998,1,93,1,10153,1,4,1,2,1,2,5,2,3,3,2,2,2,2,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,1,97,1,10154,1,4,2,2,4,2,6,2,1,3,2,2,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,1
1998,1,117,1,10155,1,4,1,2,4,2,5,2,1,3,1,2,2,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,49,1,10156,1,4,1,2,4,2,5,2,1,3,1,1,2,1,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1998,1,71,1,10157,1,4,1,2,1,1,5,1,4,3,2,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2
1998,1,113,1,10158,1,4,1,2,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,1,1,10159,1,4,3,3,4,2,7,2,1,3,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,1,55,1,10160,1,4,2,2,1,2,6,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1998,1,71,1,10161,1,4,1,2,4,2,5,2,1,3,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,1
1998,1,59,1,10162,1,4,1,2,1,1,3,1,4,3,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2
1998,1,89,1,10163,1,4,2,2,1,1,4,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,1,1,10164,1,4,1,2,1,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1998,1,91,1,10165,1,4,1,2,4,2,3,2,1,3,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
1998,1,73,1,10166,1,4,1,2,1,2,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,63,2,10167,1,4,1,2,1,2,5,2,3,3,2,2,2,3,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2
1998,1,103,1,10168,1,4,1,2,4,2,6,2,1,3,2,2,2,1,2,2,1,2,2,1,2,3,1,1,1,1,2,2,1,2,2
1998,1,73,1,10169,1,4,1,2,4,2,5,2,1,3,2,1,2,1,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,1,45,1,10170,1,4,1,2,4,2,6,2,1,3,2,1,2,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,97,1,10171,1,4,2,2,1,2,4,2,1,3,2,2,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,15,1,10172,1,4,2,2,4,2,5,2,1,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1998,1,121,1,10173,1,4,1,2,4,2,4,2,1,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1998,1,73,1,10174,1,4,2,1,4,2,1,2,1,3,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1
1998,1,97,1,10175,1,4,1,2,1,2,6,2,3,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,93,1,10176,1,4,1,2,4,2,4,2,1,3,1,1,2,1,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,1,9,1,10177,1,4,1,2,1,2,6,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2
1998,1,55,2,10178,1,4,1,2,1,2,4,2,3,3,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1998,1,97,1,10179,1,4,2,2,1,2,3,3,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,123,1,10180,1,4,1,2,1,2,4,2,2,3,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1998,1,73,1,10181,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1998,1,73,1,10182,1,4,2,2,4,2,5,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
