ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,YEAR
10038,0,0,0,0,0,0,0,0,0,0,2003
10039,0,12,15,21,18,21,20,3,10,0,2003
10040,0,0,0,0,0,0,0,0,0,0,2003
10041,0,0,0,0,0,0,0,0,0,0,2003
10042,17,17,17,17,17,17,17,17,17,17,2003
10043,7,7,7,7,7,7,7,7,7,7,2003
10044,2,30,0,8,9,12,18,6,20,35,2003
10045,15,15,15,15,15,15,15,15,15,15,2003
10046,25,25,25,25,25,25,25,25,25,25,2003
10047,0,0,0,0,0,0,0,0,0,0,2003
10048,0,0,0,0,0,0,0,0,0,0,2003
10049,0,0,0,0,0,0,0,0,0,0,2003
10050,34,34,34,34,34,34,34,34,34,34,2003
10051,0,0,0,0,0,0,0,0,0,0,2003
10052,11,11,11,11,11,11,11,11,11,11,2003
10053,0,0,0,0,0,0,0,0,0,0,2003
10054,0,0,0,0,0,0,0,0,0,0,2003
10055,0,0,0,0,0,0,0,0,0,0,2003
10056,0,0,0,0,0,0,0,0,0,0,2003
10057,23,23,23,23,23,23,23,23,23,23,2003
10058,0,8,0,0,0,0,0,0,0,0,2003
10059,0,0,0,0,0,0,0,0,0,0,2003
10060,0,0,0,0,0,0,0,0,0,0,2003
10061,0,0,0,0,0,0,0,0,0,0,2003
10062,0,0,0,0,0,0,0,0,0,0,2003
10063,0,0,0,14,0,0,0,0,0,0,2003
10064,0,0,0,0,28,21,0,0,20,0,2003
10065,0,0,0,0,0,0,6,0,0,25,2003
10066,0,0,0,0,0,0,0,0,0,0,2003
10067,0,0,0,0,0,0,0,0,0,0,2003
10068,0,0,0,0,0,0,0,0,0,0,2003
10069,0,0,0,0,0,0,0,0,0,0,2003
10070,17,17,17,17,17,17,17,17,17,17,2003
10071,10,10,10,10,10,10,10,10,10,10,2003
10072,0,0,0,0,0,0,0,0,0,0,2003
10073,0,0,0,0,0,0,0,0,0,0,2003
10074,17,17,17,17,17,17,17,17,17,17,2003
10075,14,18,22,10,10,15,19,22,17,20,2003
10076,25,25,25,25,25,25,25,25,25,25,2003
10077,0,0,0,0,0,0,0,0,0,0,2003
10078,0,0,0,0,0,0,0,0,0,0,2003
10079,0,0,0,0,0,0,0,0,0,0,2003
10080,0,10,8,9,26,0,18,19,25,17,2003
10081,0,0,0,0,0,0,0,18,0,0,2003
10082,2,8,2,2,2,2,2,2,2,2,2003
10083,0,0,0,0,0,0,0,0,0,0,2003
10084,0,0,0,0,0,0,0,0,0,0,2003
10085,0,0,0,0,0,0,0,0,0,0,2003
10086,0,0,6,0,0,0,0,0,0,0,2003
10087,0,0,0,0,0,0,0,0,0,0,2003
10088,17,17,17,17,17,17,17,17,17,17,2003
10089,0,0,0,0,0,0,0,0,0,0,2003
10090,19,19,19,19,19,19,19,19,19,19,2003
10091,0,0,0,0,0,0,0,0,0,0,2003
10092,0,0,0,0,0,0,0,0,0,0,2003
10093,8,5,18,5,0,0,0,0,0,0,2003
10094,0,0,0,0,0,0,0,0,6,0,2003
10095,8,0,0,0,31,0,0,0,0,0,2003
10096,0,0,0,0,0,0,0,0,10,0,2003
10097,0,0,0,0,0,0,0,0,0,22,2003
10098,12,0,0,40,5,36,0,18,19,9,2003
10099,0,0,0,0,0,0,0,0,0,0,2003
10100,26,26,26,26,26,26,26,26,26,26,2003
10101,10,10,10,10,10,10,10,10,10,10,2003
10102,25,25,25,25,25,25,25,25,25,25,2003
10103,0,0,0,0,0,0,0,0,0,0,2003
10104,0,0,0,0,0,0,0,0,0,0,2003
10105,6,0,9,10,18,4,0,18,0,0,2003
10106,0,0,0,0,0,31,0,0,0,0,2003
10107,0,0,0,0,19,0,19,0,0,0,2003
10108,0,0,0,0,0,0,20,0,0,0,2003
10109,17,17,17,17,17,17,17,17,17,17,2003
10110,17,17,17,17,17,17,17,17,17,17,2003
10111,11,11,11,11,11,11,11,11,11,11,2003
10112,0,0,0,0,0,0,0,0,0,0,2003
10113,19,19,19,19,19,19,19,19,19,19,2003
10114,0,0,0,0,0,0,0,0,0,0,2003
10115,0,0,0,0,0,0,0,0,0,0,2003
10116,25,21,30,11,18,5,33,28,12,17,2003
10117,0,0,0,0,0,12,14,0,16,0,2003
10118,16,13,14,0,10,31,0,9,14,9,2003
10119,0,0,0,0,0,0,0,0,0,0,2003
10120,13,26,0,13,9,30,23,26,0,32,2003
10121,0,0,0,0,34,0,0,0,0,0,2003
10122,0,0,0,0,0,0,6,0,0,0,2003
10123,4,0,0,13,20,23,14,19,24,23,2003
10124,25,18,8,19,15,26,11,14,9,12,2003
10125,18,18,18,18,18,18,18,18,18,18,2003
10126,0,0,7,0,0,0,0,0,0,0,2003
10127,0,0,0,0,0,0,0,0,0,0,2003
10128,0,0,0,0,0,0,0,0,0,0,2003
10129,0,0,0,0,0,0,0,0,0,0,2003
10130,0,7,12,0,20,0,0,0,0,0,2003
10131,0,0,0,0,0,0,0,0,0,0,2003
10132,19,0,14,0,0,9,13,0,0,4,2003
10133,0,0,0,0,0,0,0,0,0,0,2003
10134,14,14,14,14,14,14,14,14,14,14,2003
10135,0,0,0,0,0,0,0,0,0,0,2003
10136,0,0,0,0,0,0,0,0,0,0,2003
10137,0,0,0,0,0,0,0,0,0,0,2003
10138,0,0,0,0,0,0,0,0,0,0,2003
10139,0,0,0,0,0,0,0,0,0,0,2003
10140,27,18,16,17,12,15,10,6,20,23,2003
10141,0,0,0,0,0,0,0,0,0,0,2003
10142,0,0,0,0,13,0,0,0,0,0,2003
10143,24,24,24,24,24,24,24,24,24,24,2003
10144,8,8,8,8,8,8,8,8,8,8,2003
10145,0,0,0,0,23,0,0,18,0,0,2003
10146,21,21,21,21,21,21,21,21,21,21,2003
10147,15,15,15,15,15,15,15,15,15,15,2003
10148,0,0,17,0,0,0,6,0,27,0,2003
10149,5,5,5,5,5,5,5,5,5,5,2003
10150,0,0,0,0,0,0,0,0,0,0,2003
10151,0,0,0,0,0,0,0,0,0,0,2003
10152,20,20,20,20,20,20,20,20,20,20,2003
10153,0,18,0,0,0,0,32,0,0,0,2003
10154,0,0,0,0,0,0,0,0,0,0,2003
10155,0,0,0,0,0,0,0,0,0,0,2003
10156,0,0,0,0,0,0,0,0,0,0,2003
10157,24,24,24,24,24,24,24,24,24,24,2003
10158,0,0,0,0,0,0,0,0,0,0,2003
10159,0,0,0,0,0,0,0,0,0,0,2003
10160,0,0,3,0,0,0,0,0,0,0,2003
10161,0,0,0,0,0,0,0,0,0,0,2003
10162,0,0,0,0,0,0,0,0,0,0,2003
10163,0,0,0,0,0,0,0,0,0,0,2003
10164,0,0,0,0,15,0,0,0,0,0,2003
10165,2,2,2,2,2,2,2,2,2,2,2003
10166,0,0,0,0,0,0,0,0,0,17,2003
10167,25,25,25,25,25,25,25,25,25,25,2003
10168,0,0,0,0,0,0,0,0,0,0,2003
10169,0,0,0,0,0,0,0,0,0,0,2003
10170,0,0,0,0,0,0,0,0,0,0,2003
10171,0,0,0,0,0,0,0,0,0,0,2003
10172,31,31,31,31,31,31,31,31,31,31,2003
10173,0,0,0,0,0,24,0,0,0,0,2003
10174,21,6,18,12,14,0,0,0,9,17,2003
10175,0,0,0,0,0,0,0,0,0,0,2003
10176,14,13,38,26,0,26,6,0,38,0,2003
10177,20,5,8,12,5,0,0,16,10,15,2003
10178,24,24,24,24,24,24,24,24,24,24,2003
10179,19,19,19,19,19,19,19,19,19,19,2003
10180,16,15,27,8,6,6,17,2,14,2,2003
10181,14,8,17,11,25,31,22,20,22,14,2003
10182,0,0,0,0,0,0,0,0,0,0,2003
10183,0,19,18,0,18,21,24,26,0,13,2003
10184,0,0,0,0,0,0,0,0,0,0,2003
10185,0,0,0,0,0,0,0,0,0,0,2003
10186,0,0,0,0,0,0,0,0,0,0,2003
10187,14,14,14,14,14,14,14,14,15,14,2003
10188,0,0,0,0,0,0,0,0,0,0,2003
10189,3,3,3,3,3,3,3,3,3,3,2003
10190,21,21,21,21,21,21,21,21,21,21,2003
10191,22,0,0,0,0,0,8,0,0,0,2003
10192,0,19,0,0,0,0,0,0,0,0,2003
10193,0,0,0,0,0,0,0,0,0,0,2003
10194,41,0,0,24,0,9,0,5,0,9,2003
10195,0,0,0,0,0,0,0,0,0,0,2003
10196,0,0,0,0,0,0,0,0,0,0,2003
10197,15,15,15,15,15,15,15,15,15,15,2003
10198,18,18,18,18,18,18,18,18,18,18,2003
10199,0,0,0,0,0,0,0,0,5,0,2003
10200,23,23,23,23,23,23,23,23,23,23,2003
10201,0,0,0,0,0,0,0,0,0,0,2003
10202,0,0,6,0,0,0,15,0,0,11,2003
10203,0,0,0,0,0,13,0,0,0,24,2003
10204,0,0,0,0,16,0,0,0,0,0,2003
10205,0,0,0,0,0,0,0,0,0,0,2003
10206,0,0,0,0,0,0,0,0,0,0,2003
10207,22,17,0,15,18,0,13,18,0,22,2003
10208,0,0,10,0,0,23,0,0,0,0,2003
10209,7,0,0,0,0,0,0,12,0,0,2003
10210,10,10,10,10,10,10,10,10,10,10,2003
10211,0,0,0,0,0,0,0,0,8,17,2003
10212,0,8,0,0,17,0,0,0,0,0,2003
10213,0,0,0,0,0,0,0,0,0,0,2003
10214,0,0,0,0,0,0,0,0,0,0,2003
10215,0,0,0,0,11,23,0,12,0,0,2003
10216,0,0,0,0,0,0,0,0,0,0,2003
10217,0,0,0,0,0,0,0,0,0,0,2003
10218,0,0,0,0,0,0,0,0,0,0,2003
10219,10,6,19,12,16,6,29,9,9,16,2003
10220,25,25,25,25,25,25,25,25,25,25,2003
10221,1,1,6,1,1,1,1,1,1,1,2003
10222,0,0,0,0,0,0,0,0,0,0,2003
10223,0,0,0,0,0,0,0,0,0,0,2003
10224,0,0,0,0,0,0,0,0,0,0,2003
10225,0,0,0,0,0,0,0,14,0,16,2003
10226,0,0,18,13,0,0,19,0,0,0,2003
10227,0,0,0,0,0,0,0,0,0,0,2003
10228,14,14,14,14,14,14,14,14,14,14,2003
10229,0,0,23,0,16,0,0,0,0,0,2003
10230,0,0,0,0,0,0,0,35,0,0,2003
10231,0,0,0,0,0,0,0,0,0,0,2003
10232,0,0,0,0,0,0,0,0,0,0,2003
10233,20,5,15,23,20,13,28,4,26,6,2003
10234,0,19,0,0,0,0,0,0,4,0,2003
10235,0,0,0,0,0,0,0,0,0,0,2003
10236,0,0,0,0,0,0,0,0,0,0,2003
10237,3,6,17,10,8,10,8,0,11,20,2003
10238,15,15,15,15,15,15,15,15,15,15,2003
10239,10,11,13,26,13,0,0,17,0,11,2003
10240,0,0,0,12,0,0,0,0,0,0,2003
10241,16,16,16,16,16,16,16,16,16,16,2003
10242,0,0,0,0,0,0,0,0,0,0,2003
10243,23,23,23,23,23,23,23,23,23,23,2003
10244,0,0,0,0,0,0,0,0,0,0,2003
10245,0,0,31,0,0,0,0,0,0,0,2003
10246,0,0,0,0,0,0,0,0,0,0,2003
10247,0,0,0,0,0,0,0,0,0,0,2003
10248,20,20,20,20,20,20,20,20,20,20,2003
10249,14,14,14,14,14,14,14,14,14,14,2003
10250,13,25,0,14,25,28,0,0,24,24,2003
10251,0,0,0,0,0,0,0,0,0,0,2003
10252,2,2,2,5,2,2,2,2,2,2,2003
10253,0,0,0,0,0,41,0,28,0,16,2003
10254,0,0,0,0,0,0,0,0,0,0,2003
10255,0,0,0,0,0,0,0,0,0,0,2003
10256,19,19,19,19,19,19,19,19,19,19,2003
10257,9,12,34,13,15,11,11,0,0,29,2003
10258,10,10,10,10,10,10,10,10,10,10,2003
10259,0,0,0,0,0,0,0,0,0,0,2003
10260,18,5,12,5,18,22,21,18,18,11,2003
10261,20,20,20,20,20,20,20,20,20,20,2003
10262,0,0,0,0,0,0,21,0,0,0,2003
10263,0,0,0,0,0,0,0,0,0,0,2003
10264,20,20,20,20,20,20,20,20,20,20,2003
10265,0,0,0,0,0,2,0,0,0,0,2003
10266,0,0,0,0,0,0,0,0,0,0,2003
10267,0,0,0,0,0,0,0,0,0,0,2003
10268,0,0,0,0,0,0,6,0,0,16,2003
10269,19,25,6,17,15,18,8,11,13,10,2003
10270,0,21,0,0,7,9,0,7,0,12,2003
10271,0,0,0,0,0,0,0,0,0,0,2003
10272,23,17,15,9,19,16,0,8,12,21,2003
10273,0,0,0,0,0,0,0,0,0,0,2003
10274,18,18,18,18,18,18,18,18,18,18,2003
10275,0,0,0,0,0,0,0,0,0,0,2003
10276,34,34,34,34,34,34,34,34,34,34,2003
10277,0,0,0,0,0,0,0,0,0,0,2003
10278,0,0,0,0,0,0,0,0,0,0,2003
10279,15,12,5,17,28,16,18,19,23,16,2003
10280,22,19,33,17,6,19,30,10,12,22,2003
10281,23,17,2,9,19,31,25,18,10,36,2003
10282,0,0,0,0,0,0,0,0,0,11,2003
10283,29,35,29,25,16,17,30,11,9,11,2003
10284,0,0,0,23,27,16,0,0,10,0,2003
10285,0,0,0,0,11,0,0,0,0,0,2003
10286,0,0,0,0,0,0,0,0,0,0,2003
10287,0,0,0,0,0,0,0,0,0,0,2003
10288,15,24,18,5,11,16,12,11,9,16,2003
10289,15,15,16,0,22,19,32,24,19,22,2003
10290,0,0,0,0,0,0,0,0,0,0,2003
10291,0,0,0,0,0,0,0,0,0,0,2003
10292,0,0,0,0,0,0,0,0,0,0,2003
10293,0,0,0,0,0,0,0,0,0,0,2003
10294,0,0,0,0,0,0,0,0,0,0,2003
10295,0,0,0,0,0,0,0,0,0,0,2003
10296,4,4,4,4,4,4,4,4,4,4,2003
10297,0,0,0,0,9,0,15,0,0,0,2003
10298,10,0,0,22,15,25,8,0,0,0,2003
10299,1,1,1,1,1,1,1,1,1,1,2003
10301,0,0,0,0,0,0,0,0,0,0,2003
10302,31,21,9,0,0,0,17,0,0,0,2003
10303,15,12,18,15,2,20,37,21,29,10,2003
10304,24,24,24,24,24,24,24,24,24,24,2003
10305,21,5,23,15,32,8,2,22,15,25,2003
10306,0,0,0,0,0,0,0,0,0,0,2003
10307,21,21,21,21,21,21,21,21,21,21,2003
10308,0,0,0,0,0,0,0,0,0,0,2003
10309,0,0,0,0,0,0,0,0,0,0,2003
10310,0,0,0,14,0,0,0,0,0,0,2003
10311,4,16,0,0,0,0,15,0,4,0,2003
10312,13,13,13,13,13,13,13,13,13,13,2003
10313,18,0,21,0,0,0,0,19,21,0,2003
10314,0,0,0,0,0,0,0,0,0,0,2003
10315,0,0,0,0,0,0,0,0,0,0,2003
10316,11,0,0,0,0,0,0,0,0,0,2003
10317,0,0,0,0,0,0,0,0,0,0,2003
10318,19,19,19,19,19,19,19,19,19,19,2003
10319,0,12,0,0,0,22,0,11,16,0,2003
10320,0,10,0,0,0,0,0,0,0,0,2003
10321,16,8,11,14,0,0,0,9,0,8,2003
10322,10,10,10,10,10,10,10,10,10,10,2003
10323,0,0,0,0,0,0,0,0,0,0,2003
10324,15,15,15,15,15,15,15,15,15,15,2003
10325,20,20,20,20,20,20,20,20,20,20,2003
10326,0,0,0,0,0,0,0,0,0,22,2003
10327,5,0,0,10,0,13,0,8,21,16,2003
10328,0,0,0,0,0,0,0,0,0,0,2003
10329,0,0,0,0,11,0,0,0,0,0,2003
10330,0,0,0,0,0,0,0,0,0,0,2003
10331,26,0,0,11,0,0,0,15,0,0,2003
10332,0,0,28,17,0,0,0,0,27,0,2003
10333,0,0,0,0,0,0,0,0,0,0,2003
10334,19,19,19,19,19,19,19,19,19,19,2003
10335,0,0,0,0,0,0,0,0,0,0,2003
10336,0,0,0,0,0,0,0,0,0,0,2003
10337,0,0,0,0,0,0,0,0,0,0,2003
10338,0,0,0,0,0,0,0,0,0,0,2003
10339,25,25,25,25,25,25,25,25,25,25,2003
10340,9,12,14,11,10,9,11,9,12,17,2003
10341,8,7,20,0,8,20,0,14,7,14,2003
10342,0,0,0,0,0,0,0,0,0,0,2003
10343,0,0,0,0,0,0,0,0,0,0,2003
10344,14,14,14,14,14,14,14,14,14,14,2003
10345,13,0,14,8,28,7,34,37,27,17,2003
10346,0,0,0,0,0,0,0,0,0,0,2003
10347,0,0,0,0,0,0,0,0,0,0,2003
10348,0,0,0,0,0,0,0,0,0,0,2003
10349,0,7,0,20,0,0,0,22,0,0,2003
10350,0,0,0,0,0,0,0,0,0,0,2003
10351,0,0,0,0,0,0,0,0,0,0,2003
10352,0,0,0,0,0,0,7,0,0,0,2003
10353,0,12,9,20,8,0,0,0,8,9,2003
10354,0,0,0,0,0,0,0,0,0,0,2003
10355,0,0,0,0,0,0,0,0,0,0,2003
10356,0,0,0,0,0,0,0,0,0,0,2003
10357,0,0,0,0,0,0,0,0,0,0,2003
10358,0,14,0,0,0,0,0,0,0,0,2003
10359,3,10,14,19,17,15,9,9,16,9,2003
10360,0,0,0,0,0,0,0,0,0,0,2003
10361,0,0,0,0,0,0,0,0,0,0,2003
10362,0,0,0,0,0,0,0,0,0,0,2003
10363,0,0,0,0,0,0,0,13,0,0,2003
10364,0,0,0,0,0,0,0,0,0,9,2003
10365,0,0,0,0,0,0,0,0,0,0,2003
10366,0,0,0,0,0,0,0,0,0,0,2003
10367,0,0,0,0,0,0,0,0,0,0,2003
10368,0,0,0,0,0,0,0,0,0,0,2003
10369,0,0,0,0,0,0,0,0,7,0,2003
10370,18,18,18,18,18,18,18,18,18,18,2003
10371,0,0,0,0,0,0,0,0,0,0,2003
10372,0,0,0,0,0,0,0,0,0,0,2003
10373,3,3,3,3,3,3,3,3,3,3,2003
10374,11,11,11,11,11,11,11,11,11,11,2003
10375,0,24,28,0,12,11,21,22,21,20,2003
10376,10,10,10,10,10,10,10,10,10,10,2003
10377,0,0,0,0,0,0,0,0,0,0,2003
10378,0,0,0,0,0,0,0,0,0,0,2003
10379,0,0,0,0,0,0,0,0,0,0,2003
10380,4,0,0,0,0,0,0,0,0,0,2003
10381,0,0,0,0,0,0,0,0,0,0,2003
10382,0,0,0,0,0,0,0,0,0,3,2003
10383,0,0,0,0,0,0,0,0,0,0,2003
10384,0,0,0,0,0,0,0,0,0,0,2003
10385,0,0,0,0,0,0,0,0,0,0,2003
10386,10,7,22,15,24,17,6,17,17,18,2003
10387,28,28,28,28,28,28,28,28,28,28,2003
10388,0,0,0,0,0,0,0,0,0,0,2003
10389,0,0,0,0,0,0,0,16,0,0,2003
10390,0,0,0,0,0,0,0,0,0,0,2003
10391,0,0,0,0,0,0,0,0,0,0,2003
10392,0,0,0,21,0,0,0,0,0,0,2003
10393,0,0,0,0,0,0,0,0,0,0,2003
10394,0,0,0,0,0,0,0,0,0,0,2003
10395,28,19,24,21,17,0,21,16,8,33,2003
10396,0,0,0,0,6,0,0,0,0,0,2003
10397,18,18,18,18,18,18,18,18,18,18,2003
10398,0,4,0,0,8,0,0,0,11,31,2003
10399,0,0,0,0,0,0,0,0,0,0,2003
10400,0,0,0,0,0,0,0,0,0,0,2003
10401,0,0,0,0,0,0,0,0,0,0,2003
10402,3,3,3,3,3,3,3,3,3,3,2003
10403,22,22,22,22,22,22,22,22,22,22,2003
10404,0,0,0,0,0,0,0,0,0,0,2003
10405,0,0,0,0,0,0,0,0,0,0,2003
10406,21,21,21,21,21,21,21,21,21,21,2003
10407,21,21,21,21,21,21,21,21,21,21,2003
10408,20,0,0,0,0,0,16,20,0,0,2003
10409,20,20,20,20,20,20,20,20,20,20,2003
10410,21,21,21,21,21,21,21,21,21,21,2003
10411,15,16,11,7,27,0,0,0,9,25,2003
10412,0,0,0,0,0,0,11,0,0,0,2003
10413,0,0,0,0,0,0,0,0,0,0,2003
10414,6,40,29,7,0,0,23,14,4,38,2003
10415,0,0,0,0,0,0,0,0,0,0,2003
10416,0,0,0,0,0,0,0,0,0,0,2003
10417,0,0,0,0,0,0,0,0,0,0,2003
10418,0,0,0,0,0,0,0,0,0,0,2003
10419,22,0,0,11,0,0,0,0,0,22,2003
10420,0,0,0,0,0,0,0,0,0,0,2003
10421,8,0,7,0,5,0,8,16,0,2,2003
10422,26,20,12,12,12,12,12,12,12,12,2003
10423,0,0,0,0,0,0,0,11,0,0,2003
10424,7,0,0,10,0,13,0,6,0,0,2003
10425,0,0,0,0,0,0,0,0,6,0,2003
10426,0,0,0,0,0,0,0,0,0,0,2003
10427,20,0,0,27,0,0,14,13,0,0,2003
10428,0,0,8,27,0,18,0,0,0,0,2003
10429,19,19,19,19,19,19,19,19,19,19,2003
10430,0,0,0,0,0,0,0,0,0,0,2003
10431,0,0,2,0,0,0,0,0,0,0,2003
10432,0,0,0,0,0,0,0,0,0,0,2003
10433,0,0,0,0,0,0,0,0,0,0,2003
10434,17,17,17,17,17,17,17,17,17,17,2003
10435,19,19,19,19,19,19,19,19,19,19,2003
10436,0,25,0,0,0,0,0,0,0,0,2003
10437,16,16,14,9,19,11,0,23,0,23,2003
10438,13,13,13,13,13,13,13,13,13,13,2003
10439,0,0,0,0,0,0,0,0,0,0,2003
10440,5,13,6,8,8,2,13,16,4,0,2003
10441,0,0,0,0,0,7,0,0,8,0,2003
10442,0,0,0,0,0,0,0,0,0,0,2003
10443,30,30,30,30,30,30,30,30,30,30,2003
10444,27,40,27,31,6,25,9,18,18,15,2003
10445,0,0,0,0,0,0,0,0,0,0,2003
10446,0,0,0,0,0,0,0,0,0,0,2003
10447,26,26,26,26,26,26,26,26,26,26,2003
10448,0,0,0,0,0,0,0,0,0,0,2003
10449,0,5,0,0,0,0,0,0,0,15,2003
10450,0,0,0,0,0,0,0,0,0,0,2003
10451,24,21,16,0,6,0,14,11,27,24,2003
10452,0,10,0,0,11,0,10,10,13,14,2003
10453,0,0,23,0,11,0,0,0,0,0,2003
10454,0,0,0,0,0,0,0,0,16,0,2003
10455,0,7,21,7,10,9,0,23,13,12,2003
10456,0,0,0,0,0,0,0,0,0,0,2003
10457,31,22,0,0,24,0,0,0,20,19,2003
10458,9,10,19,6,14,8,7,7,15,25,2003
10459,0,0,0,0,0,0,0,0,16,0,2003
10460,15,0,24,0,0,0,19,0,0,0,2003
10461,0,0,0,0,0,0,0,0,0,0,2003
10462,0,0,0,0,0,0,0,0,0,0,2003
10463,0,0,0,0,0,0,0,0,0,0,2003
10464,0,0,0,0,0,0,0,0,0,0,2003
10465,7,23,11,20,23,23,16,12,6,16,2003
10466,0,0,0,0,0,0,0,0,0,0,2003
10467,0,0,0,0,0,0,0,0,0,0,2003
10468,0,0,0,0,0,0,0,0,0,0,2003
10469,0,0,0,0,10,0,0,0,0,0,2003
10470,23,33,7,0,15,25,12,5,0,16,2003
10471,0,0,0,0,0,0,0,0,0,0,2003
10472,0,0,0,0,0,0,0,0,0,0,2003
10473,0,0,0,0,0,0,0,0,0,0,2003
10474,0,0,0,4,12,0,0,0,0,0,2003
10475,18,18,18,18,18,18,18,18,18,18,2003
10476,8,15,13,0,16,10,0,24,0,0,2003
10477,12,12,12,12,12,12,12,12,12,12,2003
10478,0,6,0,0,0,0,0,0,12,0,2003
10479,16,18,28,15,40,41,9,27,16,15,2003
10480,17,0,14,16,21,0,0,16,0,0,2003
10481,0,0,0,0,0,0,0,0,0,0,2003
10482,2,2,2,2,2,2,2,2,2,2,2003
10483,9,0,0,0,0,0,0,0,4,28,2003
10484,0,0,0,0,0,0,0,0,0,0,2003
10485,0,0,0,0,0,0,23,0,0,0,2003
10486,12,5,11,26,11,6,9,12,7,0,2003
10487,0,0,0,0,0,0,0,0,0,0,2003
10488,0,0,0,0,0,0,0,0,0,0,2003
10489,0,0,0,0,0,0,0,0,0,0,2003
10490,20,20,20,20,20,20,20,20,20,20,2003
10491,0,0,0,0,0,0,0,0,0,0,2003
10492,0,0,0,0,0,0,0,0,0,0,2003
10493,0,0,0,0,0,0,0,0,0,0,2003
10494,0,0,0,0,0,0,17,0,0,0,2003
10495,0,22,10,25,16,0,16,0,0,14,2003
10496,0,0,0,0,0,0,0,0,0,0,2003
10497,0,0,0,0,0,0,0,0,0,0,2003
10498,0,0,0,13,0,0,18,0,8,0,2003
10499,23,23,23,23,23,23,23,23,23,23,2003
10500,18,18,18,18,18,18,18,18,18,18,2003
10501,0,0,0,0,0,0,0,0,0,0,2003
10502,26,12,37,11,14,19,14,28,6,32,2003
10503,21,20,22,24,28,8,24,18,0,30,2003
10504,0,0,0,0,0,0,0,0,0,0,2003
10505,25,18,11,29,10,19,30,17,28,16,2003
10506,22,22,22,22,22,22,22,22,22,22,2003
10507,0,0,0,24,0,0,0,0,13,0,2003
10508,0,0,0,0,0,0,0,13,0,0,2003
10509,0,0,0,0,0,0,0,0,5,0,2003
10510,0,0,0,9,0,0,0,0,16,4,2003
10511,12,0,0,33,13,0,0,25,26,16,2003
10512,0,0,0,0,0,0,0,0,0,0,2003
10513,14,0,0,10,19,18,12,13,16,11,2003
10514,0,23,6,7,25,7,9,0,0,21,2003
10515,8,4,7,20,11,16,26,24,27,10,2003
10516,0,0,0,0,0,0,0,0,0,0,2003
10517,0,0,0,0,0,0,0,0,0,0,2003
10519,0,0,0,0,0,0,14,0,0,0,2003
10520,0,0,0,0,0,0,0,0,0,0,2003
10521,6,17,15,4,0,9,7,10,12,7,2003
10522,0,0,0,24,0,0,0,25,21,10,2003
10523,0,0,0,0,0,0,0,0,0,0,2003
10524,0,0,23,0,0,11,0,16,3,33,2003
10525,0,13,20,30,8,18,28,22,17,5,2003
10526,0,0,0,0,0,0,0,9,0,0,2003
10527,0,0,0,22,16,0,0,22,0,0,2003
10528,9,9,9,9,9,9,9,9,9,9,2003
10529,0,0,0,0,0,0,0,0,0,0,2003
10530,23,23,23,23,23,23,23,23,23,23,2003
10531,0,0,0,0,0,0,0,0,0,0,2003
10532,6,13,19,13,22,27,9,14,12,0,2003
10533,17,0,25,0,0,24,0,11,0,0,2003
10534,22,22,22,22,22,22,22,22,22,22,2003
10535,0,0,0,0,0,0,0,0,0,0,2003
10536,0,0,0,0,0,0,0,0,0,0,2003
10537,20,17,0,9,22,15,17,13,21,6,2003
