VEH_NO,PER_NO,ST_CASE,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
1,1,10029,0,18,0,0,0,0,34,0,0,35
2,1,10029,0,0,0,0,0,0,0,0,0,0
1,1,10030,0,0,0,0,0,0,0,0,0,0
2,1,10030,0,0,0,0,0,0,0,0,0,0
1,1,10031,0,0,0,0,0,0,0,0,0,0
1,1,10032,0,0,0,0,0,0,0,0,0,0
2,1,10032,20,0,0,0,0,16,21,17,4,10
1,1,10033,0,0,0,0,0,0,0,0,0,0
1,1,10034,10,10,10,10,10,10,10,10,10,10
1,1,10035,11,10,16,21,16,17,16,22,14,11
1,1,10036,0,0,0,0,0,0,0,0,0,0
2,1,10036,0,0,0,0,0,0,0,14,0,0
1,1,10037,0,0,0,0,0,0,0,0,0,0
2,1,10037,0,0,0,0,0,0,0,0,0,0
1,1,10038,11,0,0,0,15,23,0,0,0,0
1,1,10039,0,0,0,0,0,0,0,0,0,0
1,1,10040,0,0,0,0,0,0,0,0,0,0
1,1,10041,20,0,0,7,0,0,0,0,0,0
1,1,10042,18,18,18,18,18,18,18,18,18,18
1,1,10043,19,19,19,19,19,19,19,19,19,19
0,1,10044,0,0,0,0,0,0,0,0,0,0
1,1,10044,0,0,0,0,0,0,0,0,16,0
1,1,10045,8,3,14,13,17,12,4,9,14,13
1,1,10046,30,13,19,24,10,23,16,22,7,20
1,1,10047,0,0,0,0,0,0,0,0,0,0
2,1,10047,0,0,0,0,0,0,0,0,0,0
3,1,10047,0,0,0,0,0,0,0,0,0,0
1,1,10048,0,21,23,0,18,0,9,14,0,20
1,1,10049,0,0,0,5,13,0,0,17,0,0
1,1,10050,16,0,12,0,0,0,0,0,0,0
1,1,10051,0,0,0,0,0,10,0,0,0,0
1,1,10052,0,0,0,0,0,0,0,0,0,0
1,1,10053,0,0,0,0,0,0,0,0,0,0
2,1,10053,0,0,0,0,0,0,0,0,0,0
1,1,10054,0,0,0,0,0,0,0,0,0,0
1,1,10055,18,18,18,18,18,18,18,18,18,18
2,1,10055,0,0,0,0,0,0,0,0,0,0
1,1,10056,0,0,0,0,0,0,0,0,0,0
2,1,10056,0,0,0,0,0,0,0,0,0,0
1,1,10057,0,0,0,0,0,0,0,0,0,0
2,1,10057,0,0,0,0,0,0,0,0,0,0
1,1,10058,0,0,0,0,0,0,0,0,0,0
1,1,10059,0,0,0,0,0,0,0,0,0,0
2,1,10059,0,0,0,0,0,0,0,0,0,0
1,1,10060,0,15,15,15,7,13,21,13,26,8
1,1,10061,21,0,13,14,0,9,0,5,22,0
2,1,10061,0,0,0,10,7,0,0,17,0,0
3,1,10061,0,0,11,0,0,0,0,0,0,0
1,1,10062,0,0,0,0,0,0,0,0,0,0
2,1,10062,0,0,0,0,0,0,0,0,0,0
1,1,10063,18,21,20,10,9,13,5,24,20,11
1,1,10064,0,0,0,0,0,0,0,0,0,0
2,1,10064,5,5,5,5,5,5,5,5,5,5
1,1,10065,10,10,10,10,10,10,10,10,10,10
1,1,10066,0,0,0,0,0,0,0,0,0,0
2,1,10066,0,0,0,0,0,0,0,0,0,0
1,1,10067,0,0,0,0,0,0,0,0,0,0
1,1,10068,0,0,0,0,0,0,0,0,0,0
1,1,10069,31,0,0,28,8,19,0,0,11,0
1,1,10070,20,20,20,20,20,20,20,20,20,20
1,1,10071,0,24,6,0,0,0,0,0,21,0
1,1,10072,3,5,15,0,16,13,9,21,0,8
1,1,10073,0,0,26,32,0,0,0,0,0,0
2,1,10073,0,0,0,0,0,0,0,0,0,0
1,1,10074,4,10,0,12,0,32,18,22,16,12
0,1,10075,0,0,0,0,0,0,0,0,0,0
1,1,10075,0,0,0,0,0,0,0,0,0,0
1,1,10076,8,13,22,16,0,17,22,15,0,31
0,1,10077,25,6,17,17,10,28,55,23,21,9
1,1,10077,0,0,0,0,0,0,0,0,0,0
1,1,10078,19,16,0,0,0,23,0,0,0,0
1,1,10079,2,0,23,0,26,0,12,0,28,0
1,1,10080,2,2,2,2,2,2,2,2,2,2
1,1,10081,0,0,0,0,0,0,0,0,0,0
2,1,10081,0,0,0,0,0,0,0,0,0,0
1,1,10082,0,0,0,0,0,0,0,0,0,0
1,1,10083,0,0,0,0,0,0,0,0,0,0
2,1,10083,0,0,0,0,0,0,0,0,0,0
1,1,10084,12,19,0,19,18,0,0,14,9,9
1,1,10085,0,15,0,0,0,7,0,5,0,0
1,1,10086,26,26,26,26,26,26,26,26,26,26
2,1,10086,8,0,0,0,0,0,0,0,0,0
1,1,10087,23,23,23,23,23,23,23,23,23,23
1,1,10088,0,0,0,0,0,0,0,0,0,0
2,1,10088,0,0,0,0,0,0,0,0,0,0
1,1,10089,0,0,0,0,0,0,0,0,0,0
1,1,10090,0,0,0,0,0,0,0,0,0,0
2,1,10090,0,0,0,0,0,0,0,0,0,0
1,1,10091,21,0,0,0,0,0,11,0,11,7
1,1,10092,0,0,0,0,0,0,0,0,0,0
1,1,10093,0,29,20,14,0,20,0,0,0,0
1,1,10094,0,0,0,0,0,0,0,0,0,13
1,1,10095,0,0,0,0,0,0,0,0,0,0
2,1,10095,0,0,0,0,0,0,0,0,0,0
1,1,10096,0,0,25,0,0,0,0,12,11,0
1,1,10097,0,0,0,0,0,0,0,0,15,0
1,1,10098,12,25,13,24,22,23,23,34,29,10
1,1,10099,14,14,14,14,14,14,14,14,14,14
1,1,10100,22,22,22,22,22,22,22,22,22,22
1,1,10101,22,11,15,10,9,26,10,14,6,35
1,1,10102,0,0,0,0,0,0,0,0,0,0
2,1,10102,0,0,0,0,0,0,0,0,0,0
1,1,10103,20,20,20,20,20,20,20,20,20,20
1,1,10104,10,13,15,11,15,13,10,0,7,23
2,1,10104,0,0,0,0,0,0,0,0,0,0
1,1,10105,0,0,0,0,0,0,0,0,0,0
1,1,10106,1,1,1,1,1,1,1,1,1,1
1,1,10107,0,0,0,0,0,0,0,14,0,0
2,1,10107,0,0,0,0,0,0,0,0,0,0
0,1,10108,0,0,0,0,0,0,0,0,0,0
1,1,10108,0,0,0,0,0,0,0,0,0,0
1,1,10109,0,11,0,0,0,0,0,0,0,16
2,1,10109,0,0,0,0,0,0,0,0,0,0
1,1,10110,12,0,17,10,10,0,5,14,0,17
1,1,10111,18,18,18,18,18,18,18,18,18,18
1,1,10112,23,23,23,23,23,23,23,23,23,23
1,1,10113,14,11,14,34,35,19,4,12,24,18
1,1,10114,0,0,0,0,0,0,0,0,0,0
1,1,10115,17,16,0,0,0,0,0,9,0,11
1,1,10116,0,0,9,0,0,0,20,0,0,0
1,1,10117,19,11,3,12,12,14,10,0,15,26
0,1,10118,0,11,0,16,9,18,21,27,16,0
1,1,10118,0,0,0,0,0,0,0,16,0,0
1,1,10119,0,0,0,0,0,0,0,0,0,0
1,1,10120,0,0,0,0,0,0,0,0,0,0
0,1,10121,13,30,4,28,22,7,9,32,39,18
1,1,10121,0,0,0,0,0,0,0,0,0,0
1,1,10122,0,0,0,0,0,0,0,0,0,0
2,1,10122,0,0,0,0,0,0,0,0,0,0
1,1,10123,18,25,14,34,6,14,21,22,15,9
1,1,10124,0,0,0,0,0,0,0,0,0,0
2,1,10124,0,0,0,0,0,0,0,0,0,0
1,1,10125,0,0,0,0,0,0,0,0,0,0
0,1,10126,0,45,0,0,23,0,0,28,25,0
1,1,10126,26,17,16,5,24,13,28,17,8,27
1,1,10127,0,0,0,0,11,11,0,0,26,0
2,1,10127,0,22,0,0,0,0,24,12,0,0
1,1,10128,0,15,14,0,0,19,8,0,0,0
0,1,10129,0,0,0,0,0,0,0,0,0,0
1,1,10129,0,0,0,0,0,0,0,0,0,0
1,1,10130,0,0,0,0,0,0,0,0,0,0
2,1,10130,11,0,0,0,0,0,0,0,0,0
1,1,10131,30,39,3,15,6,24,19,25,24,18
1,1,10132,0,25,0,0,0,0,0,0,0,0
2,1,10132,0,10,8,0,13,15,10,23,16,17
1,1,10133,0,0,0,0,0,0,0,0,0,0
1,1,10134,0,0,0,0,0,0,0,0,0,0
2,1,10134,0,0,0,0,0,0,0,0,0,0
0,1,10135,7,0,0,0,0,0,0,21,11,22
1,1,10135,0,5,0,0,5,0,0,6,9,0
1,1,10136,15,11,0,0,13,13,0,10,0,11
1,1,10137,0,0,0,0,0,0,0,0,0,0
2,1,10137,0,0,0,7,15,0,15,0,0,13
1,1,10138,0,0,0,0,11,0,23,14,13,0
1,1,10139,0,0,13,0,0,0,0,0,0,0
2,1,10139,20,17,8,14,18,30,12,26,17,31
3,1,10139,38,9,12,20,27,10,14,3,9,10
1,1,10140,0,0,0,0,0,0,0,0,0,0
1,1,10141,0,0,0,0,0,0,0,0,0,0
2,1,10141,0,0,0,0,0,0,9,0,0,0
0,1,10142,22,20,23,25,15,0,0,0,20,0
1,1,10142,0,0,0,0,0,0,0,0,0,0
0,1,10143,0,0,0,39,0,0,0,0,0,22
1,1,10143,0,0,0,0,0,0,0,0,0,0
1,1,10144,20,20,20,20,20,20,20,20,20,20
1,1,10145,0,0,0,0,0,0,0,0,0,0
1,1,10146,0,0,0,0,0,0,0,0,0,0
2,1,10146,0,0,0,0,0,0,0,0,0,0
1,1,10147,0,0,0,0,0,0,0,0,0,0
2,1,10147,0,0,0,0,0,0,21,0,0,0
1,1,10148,0,0,0,28,6,0,20,42,0,9
1,1,10149,12,13,21,19,35,0,14,12,18,11
2,1,10149,0,0,0,0,0,0,0,0,0,0
1,1,10150,0,0,0,0,0,0,0,0,0,0
2,1,10150,0,0,0,0,0,0,0,0,0,0
1,1,10151,0,0,0,0,0,0,0,0,0,0
2,1,10151,0,0,0,0,0,0,0,0,0,0
0,1,10152,15,15,15,15,15,15,15,15,15,15
1,1,10152,13,7,0,18,5,0,14,0,0,0
0,1,10153,0,0,0,0,0,0,0,0,0,0
0,2,10153,0,0,0,0,0,0,0,0,0,0
1,1,10153,0,0,16,0,0,0,0,0,0,0
1,1,10154,23,23,23,23,23,23,23,23,23,23
0,1,10155,0,0,0,14,0,23,0,0,0,0
1,1,10155,0,0,0,0,0,0,0,0,0,0
1,1,10156,0,0,16,0,0,0,0,0,0,9
1,1,10157,0,0,6,0,0,0,0,0,0,0
2,1,10157,0,0,0,0,0,0,0,0,0,0
1,1,10158,0,0,0,0,0,0,0,0,0,0
2,1,10158,0,0,0,0,0,0,0,0,0,0
3,1,10158,0,0,0,0,0,0,0,0,0,0
4,1,10158,0,0,0,0,0,0,0,0,0,0
0,1,10159,15,15,15,15,15,15,15,15,15,15
1,1,10159,0,0,12,0,0,0,0,0,0,0
1,1,10160,23,23,23,23,23,23,23,23,23,23
1,1,10161,8,8,8,8,8,8,8,8,8,8
1,1,10162,14,14,14,14,14,14,14,14,14,14
1,1,10163,25,25,25,25,25,25,25,25,25,25
1,1,10164,0,0,0,0,0,0,0,0,0,0
2,1,10164,0,0,0,0,0,0,0,0,0,0
1,1,10165,0,0,0,0,0,0,0,0,0,0
2,1,10165,0,0,0,0,2,0,0,0,0,0
1,1,10166,5,5,5,5,5,5,5,5,5,5
0,1,10167,0,0,0,4,11,0,0,0,0,0
1,1,10167,0,0,0,0,0,0,0,0,0,0
1,1,10168,0,0,0,0,0,0,0,0,0,0
2,1,10168,0,0,0,0,0,0,0,6,0,0
3,1,10168,0,0,0,0,0,0,0,0,0,0
1,1,10169,7,4,20,32,14,0,20,14,9,2
1,1,10170,0,0,0,0,0,0,0,0,0,0
2,1,10170,0,0,0,0,0,0,0,0,0,8
1,1,10171,21,0,13,17,7,22,10,16,22,0
1,1,10172,0,0,0,0,0,0,0,0,0,0
2,1,10172,0,0,0,0,0,0,0,0,0,0
1,1,10173,0,0,0,0,0,0,0,0,0,0
1,1,10174,0,0,0,0,0,0,0,0,0,0
2,1,10174,0,0,0,0,0,0,0,0,21,0
1,1,10175,0,8,0,5,0,0,0,0,0,0
1,1,10176,15,15,15,15,15,15,15,15,15,15
1,1,10177,11,17,22,17,21,0,5,5,15,11
2,1,10177,0,0,0,0,0,0,0,10,0,0
1,1,10178,0,0,0,0,6,0,0,0,0,0
2,1,10178,0,0,0,0,0,0,0,0,0,0
1,1,10179,0,22,0,0,0,0,0,0,0,0
1,1,10180,21,21,21,21,21,21,21,21,21,21
2,1,10180,0,0,0,0,0,0,0,0,0,0
1,1,10181,13,13,13,13,13,13,13,13,13,13
1,1,10182,19,19,19,19,19,19,19,19,19,19
1,1,10183,0,0,0,0,0,0,0,0,0,0
1,1,10184,0,0,0,0,0,0,0,0,0,0
2,1,10184,0,0,0,0,0,0,0,0,0,0
1,1,10185,0,0,0,0,0,0,0,0,0,0
2,1,10185,0,0,0,0,0,0,0,0,0,0
1,1,10186,0,0,0,0,0,0,0,0,0,0
2,1,10186,0,0,0,0,0,0,0,0,0,0
1,1,10187,0,0,0,0,0,0,0,0,0,0
2,1,10187,0,0,0,0,0,0,0,0,0,0
1,1,10188,0,0,0,0,0,0,0,0,0,0
1,1,10189,0,0,0,0,0,0,0,0,0,0
1,1,10190,18,21,19,9,14,13,0,0,11,0
1,1,10191,0,0,0,0,0,0,0,0,0,0
2,1,10191,0,0,0,0,0,0,0,0,0,0
1,1,10192,0,0,0,0,0,0,0,0,0,0
1,1,10193,0,0,0,0,0,0,0,0,0,0
2,1,10193,0,0,0,0,0,0,0,0,0,0
1,1,10194,0,0,0,0,0,0,0,0,0,0
2,1,10194,0,0,0,0,0,0,0,0,0,0
1,1,10195,0,0,11,0,0,0,22,0,0,0
1,1,10196,0,0,0,0,0,0,12,0,0,0
1,1,10197,0,0,0,0,0,0,0,0,0,0
2,1,10197,0,0,0,0,0,0,0,0,0,0
1,1,10198,24,24,24,24,24,24,24,24,24,24
1,1,10199,0,0,0,0,0,0,0,0,0,0
2,1,10199,0,0,0,0,0,0,0,0,0,0
1,1,10200,0,0,0,0,0,0,0,0,0,0
2,1,10200,0,0,0,0,0,0,0,0,0,0
1,1,10201,17,17,17,17,17,17,17,17,17,17
1,1,10202,0,0,0,0,0,0,0,0,0,0
2,1,10202,5,5,5,5,5,5,5,5,5,5
1,1,10203,16,16,16,16,16,16,16,16,16,16
1,1,10204,11,11,11,11,11,11,11,11,11,11
2,1,10204,0,0,0,0,0,0,0,0,0,0
1,1,10205,18,18,18,18,18,18,18,18,18,18
1,1,10206,0,0,0,0,0,0,0,0,0,0
2,1,10206,0,0,0,0,0,0,0,0,0,0
3,1,10206,6,0,0,0,0,0,0,0,0,0
4,1,10206,0,0,0,0,0,0,0,0,0,0
1,1,10207,0,0,0,0,0,0,0,0,0,0
2,1,10207,0,22,11,0,19,0,19,18,20,13
1,1,10208,0,0,0,0,0,0,0,0,0,0
2,1,10208,0,15,0,0,0,0,0,0,0,0
1,1,10209,0,0,0,0,0,0,0,2,3,6
1,1,10210,34,36,43,6,22,14,18,6,29,17
1,1,10211,0,0,0,0,0,0,0,0,0,0
1,1,10212,0,0,0,0,0,0,0,0,0,0
2,1,10212,0,0,0,0,0,0,0,0,0,0
1,1,10213,0,0,0,0,0,0,0,0,0,0
1,1,10214,0,0,0,0,0,0,0,11,0,0
2,1,10214,0,0,0,0,0,4,0,0,0,0
3,1,10214,0,0,0,0,0,0,0,0,0,0
1,1,10215,21,0,15,0,0,0,0,0,0,0
1,1,10216,26,26,26,26,26,26,26,26,26,26
1,1,10217,13,22,16,12,16,29,21,14,23,24
0,1,10218,33,26,16,21,30,10,36,26,14,15
1,1,10218,0,0,4,4,0,0,5,13,0,8
1,1,10219,0,0,0,0,0,0,0,0,0,0
2,1,10219,0,0,0,0,0,0,0,0,0,0
0,1,10220,0,0,0,0,0,0,0,0,0,0
1,1,10220,0,17,6,0,3,0,6,16,10,4
1,1,10221,14,36,10,11,8,25,14,12,13,17
1,1,10222,0,0,21,0,24,0,0,22,0,6
1,1,10223,0,0,0,0,0,0,0,0,0,0
2,1,10223,0,0,0,0,0,0,0,0,0,0
1,1,10224,0,0,0,0,0,0,0,0,0,0
2,1,10224,0,0,0,0,0,0,0,0,0,0
1,1,10225,0,0,0,0,0,0,0,0,0,0
1,1,10226,0,0,0,0,0,0,0,0,0,0
1,1,10227,0,0,0,0,0,0,0,0,0,0
0,1,10228,0,0,0,0,0,0,0,0,0,0
1,1,10228,0,0,0,0,0,0,0,0,0,0
1,1,10229,0,22,0,0,0,0,0,0,0,0
2,1,10229,0,0,0,0,0,0,0,0,0,0
1,1,10230,0,0,0,0,0,0,0,0,0,0
2,1,10230,0,0,0,0,0,0,0,0,0,0
3,1,10230,0,0,0,0,0,0,0,0,0,0
4,1,10230,0,0,0,0,0,0,0,0,0,0
5,1,10230,0,0,0,0,0,0,0,0,0,0
1,1,10231,19,19,19,19,19,19,19,19,19,19
1,1,10232,25,25,25,25,25,25,25,25,25,25
2,1,10232,18,26,40,25,16,10,15,11,19,20
1,1,10233,15,15,15,15,15,15,15,15,15,15
1,1,10234,0,0,0,0,0,0,0,0,0,0
1,1,10235,0,0,0,0,0,0,0,0,0,0
1,1,10236,19,19,19,19,19,19,19,19,19,19
0,1,10237,0,8,0,0,10,0,0,0,19,0
1,1,10237,0,0,0,0,0,0,0,0,0,0
1,1,10238,8,8,8,8,8,8,8,8,8,8
1,1,10239,28,0,16,33,23,15,10,23,0,11
1,1,10240,23,23,23,23,23,23,23,23,23,23
1,1,10241,0,0,0,0,0,0,0,0,0,0
2,1,10241,0,0,0,0,0,0,0,0,0,0
1,1,10242,0,0,0,0,0,0,0,0,0,0
2,1,10242,13,13,13,13,13,13,13,13,13,13
1,1,10243,0,0,0,0,0,0,0,0,0,0
2,1,10243,0,0,0,0,0,0,0,0,0,0
1,1,10244,0,0,0,0,0,0,0,0,0,0
2,1,10244,0,0,0,14,0,0,0,0,0,0
1,1,10245,16,16,16,16,16,16,16,16,16,16
1,1,10246,0,0,0,0,0,0,0,0,0,0
2,1,10246,0,0,0,0,0,0,0,0,0,0
1,1,10247,0,25,0,0,0,3,0,16,11,4
1,1,10248,27,27,27,27,27,27,27,27,27,27
1,1,10249,19,19,19,19,19,19,19,19,19,19
2,1,10249,0,0,0,0,0,0,0,0,0,0
3,1,10249,0,0,0,0,0,0,0,0,0,0
1,1,10250,0,0,0,0,6,0,0,0,0,13
1,1,10251,0,0,0,0,0,0,0,0,0,0
2,1,10251,0,0,0,0,0,0,0,0,0,0
1,1,10252,0,0,0,0,0,0,0,0,0,0
2,1,10252,0,0,0,0,0,0,0,0,0,0
3,1,10252,0,0,0,0,0,0,0,0,0,0
1,1,10253,43,9,12,21,16,26,19,23,23,29
2,1,10253,0,0,0,0,0,0,0,0,0,0
1,1,10254,0,0,0,0,0,0,0,0,0,0
2,1,10254,0,0,0,0,0,0,0,0,0,11
1,1,10255,0,0,0,0,0,0,0,0,0,0
2,1,10255,0,0,0,0,0,0,0,0,0,0
3,1,10255,0,0,0,0,0,0,0,0,0,0
1,1,10256,0,0,0,0,0,0,0,0,0,0
2,1,10256,0,0,0,0,0,0,0,0,0,0
1,1,10257,0,17,0,0,0,31,8,19,35,0
1,1,10258,0,0,0,0,0,0,0,0,0,0
2,1,10258,0,15,0,0,0,0,0,0,0,14
1,1,10259,0,14,0,0,0,2,0,0,0,0
2,1,10259,0,2,0,0,0,0,0,0,0,0
1,1,10260,3,3,3,3,3,3,3,3,3,3
2,1,10260,0,0,0,0,0,0,0,0,0,0
0,1,10261,0,0,0,12,0,0,20,4,0,0
1,1,10261,0,0,11,0,0,0,0,0,0,0
1,1,10262,0,0,0,0,0,0,0,0,0,0
1,1,10263,14,15,35,7,28,14,11,21,6,18
1,1,10264,0,0,0,0,0,0,0,0,0,0
2,1,10264,0,0,13,6,15,0,9,0,0,0
1,1,10265,0,0,0,0,0,0,0,0,0,0
2,1,10265,0,0,0,0,15,0,0,0,0,0
1,1,10266,0,0,0,0,0,0,0,0,0,0
1,1,10267,0,0,0,0,0,0,0,0,0,0
2,1,10267,0,0,0,0,0,0,0,0,0,0
1,1,10268,12,20,10,10,44,34,26,21,15,25
1,1,10269,0,0,0,0,0,0,0,0,0,0
1,1,10270,0,0,0,0,0,0,0,0,0,0
1,1,10271,0,0,0,0,0,0,0,0,0,0
1,1,10272,0,0,0,0,0,0,0,0,0,0
1,1,10273,16,0,30,0,0,0,3,0,0,7
1,1,10274,0,0,0,0,0,0,0,0,0,0
2,1,10274,0,0,0,0,0,0,14,0,0,0
1,1,10275,0,0,0,0,0,0,0,0,0,0
2,1,10275,0,0,0,0,0,0,0,0,0,0
1,1,10276,25,25,25,25,25,25,25,25,25,25
2,1,10276,0,0,0,0,0,0,0,0,0,0
1,1,10277,0,0,0,0,0,0,0,0,0,0
2,1,10277,0,0,0,0,0,0,0,0,0,0
1,1,10278,20,22,24,14,10,17,0,15,0,0
2,1,10278,0,0,0,0,0,0,0,0,0,0
0,1,10279,0,29,16,0,19,11,5,22,10,0
1,1,10279,0,0,0,0,0,0,0,0,0,0
1,1,10280,31,31,31,31,31,31,31,31,31,31
0,1,10281,0,0,0,0,19,0,0,0,7,0
1,1,10281,5,6,17,0,0,4,0,0,0,0
1,1,10282,0,24,0,0,25,0,0,0,0,0
1,1,10283,0,0,0,0,0,0,0,0,0,0
2,1,10283,0,0,0,0,0,0,0,0,0,0
1,1,10284,28,0,13,18,47,21,18,13,30,13
2,1,10284,0,0,0,0,0,0,0,0,0,0
1,1,10285,0,0,0,0,0,0,0,0,0,0
2,1,10285,0,0,0,0,0,0,0,0,0,0
0,1,10286,0,0,0,0,0,0,0,0,0,0
1,1,10286,0,0,0,0,0,0,0,0,0,0
1,1,10287,13,13,13,13,13,13,13,13,13,13
1,1,10288,12,12,12,12,12,12,12,12,12,12
1,1,10289,0,0,0,0,0,0,0,0,0,10
1,1,10290,0,0,0,0,0,0,0,0,0,0
2,1,10290,0,0,0,0,0,0,0,0,0,0
1,1,10291,22,22,22,22,22,22,22,22,22,22
1,1,10292,16,16,16,16,16,16,16,16,16,16
1,1,10293,23,23,23,23,23,23,23,23,23,23
1,1,10294,0,0,0,0,0,0,0,0,0,0
1,1,10295,0,0,0,11,0,0,0,0,0,0
1,1,10296,13,13,13,13,13,13,13,13,13,13
1,1,10297,13,13,13,13,13,13,13,13,13,13
2,1,10297,0,0,12,0,0,0,0,0,0,0
1,1,10298,18,18,18,18,18,18,18,18,18,18
1,1,10299,15,15,15,15,15,15,15,15,15,15
1,1,10300,0,0,0,0,2,0,0,9,0,0
1,1,10301,27,27,27,27,27,27,27,27,27,27
2,1,10301,0,0,0,0,0,0,0,0,0,0
1,1,10302,0,0,0,0,0,0,0,0,0,0
1,1,10303,0,0,0,0,0,0,0,0,0,0
1,1,10304,0,0,0,0,0,0,0,0,0,0
2,1,10304,0,0,0,0,0,0,0,0,0,0
1,1,10305,0,0,0,0,0,0,0,0,0,0
2,1,10305,0,0,0,0,0,0,0,0,0,0
3,1,10305,0,0,0,0,0,0,0,0,0,0
1,1,10306,0,0,0,0,0,0,0,0,0,0
1,1,10307,10,10,10,10,10,10,10,10,10,10
2,1,10307,0,0,0,0,0,0,0,0,0,0
1,1,10308,20,20,20,20,20,20,20,20,20,20
1,1,10309,0,0,0,0,0,0,0,0,0,0
1,1,10310,0,13,20,0,0,7,22,0,18,17
1,1,10311,0,0,0,0,0,0,0,0,0,0
2,1,10311,0,0,0,0,0,0,0,0,0,0
1,1,10312,11,11,11,11,11,11,11,11,11,11
1,1,10313,15,15,15,15,15,15,15,15,15,15
1,1,10314,0,0,0,0,0,0,0,0,0,0
1,1,10315,0,0,19,0,0,0,0,0,0,0
1,1,10316,0,0,0,0,49,26,0,15,0,0
2,1,10316,0,0,0,0,0,0,0,0,0,0
1,1,10317,19,19,19,19,19,19,19,19,19,19
1,1,10318,0,0,0,0,0,0,0,0,0,0
2,1,10318,0,0,0,0,0,0,0,0,0,0
1,1,10319,0,0,0,0,0,0,0,0,0,0
2,1,10319,0,0,0,0,0,0,0,0,0,0
1,1,10320,0,0,0,0,0,0,0,0,0,0
1,1,10321,0,0,0,0,0,0,0,0,0,0
1,1,10322,0,12,6,0,4,10,0,0,9,0
1,1,10323,0,0,0,0,0,0,0,0,0,0
1,1,10324,0,0,0,0,0,0,0,0,0,0
1,1,10325,0,0,0,20,0,0,0,0,0,0
1,1,10326,0,0,0,0,0,0,0,0,0,0
2,1,10326,0,0,0,0,0,0,0,0,0,0
1,1,10327,33,33,33,33,33,33,33,33,33,33
1,1,10328,2,2,2,2,2,2,2,2,2,2
2,1,10328,0,0,0,0,0,0,0,0,0,0
1,1,10329,0,0,0,0,0,0,0,0,0,0
1,1,10330,0,0,0,0,0,0,0,0,0,0
1,1,10331,0,0,0,0,0,0,0,0,0,0
2,1,10331,0,0,0,0,0,0,0,0,0,0
3,1,10331,0,0,0,0,0,0,0,0,0,0
1,1,10332,0,0,0,0,0,0,0,0,0,0
1,1,10333,0,0,0,0,0,0,0,0,4,0
2,1,10333,0,0,0,0,0,0,0,0,0,0
1,1,10334,13,13,13,13,13,13,13,13,13,13
1,1,10335,0,0,0,0,0,0,0,0,0,0
2,1,10335,0,0,14,0,0,0,0,0,0,0
1,1,10336,9,23,11,18,10,26,3,16,27,25
