ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10026,1,1,2000,15,15,15,15,15,15,15,15,15,15
10027,1,1,2000,0,0,0,0,0,0,0,0,0,0
10027,2,1,2000,0,0,0,0,0,0,0,0,0,0
10028,1,1,2000,0,19,0,0,0,0,0,0,19,0
10029,1,1,2000,0,0,0,0,0,0,0,0,0,0
10030,1,1,2000,40,40,40,40,40,40,40,40,40,40
10031,1,1,2000,26,26,26,26,26,26,26,26,26,26
10032,1,1,2000,3,17,14,28,17,0,35,10,12,7
10033,1,1,2000,0,0,0,0,0,0,0,0,0,0
10033,2,1,2000,0,0,0,0,0,0,0,0,0,0
10034,1,1,2000,11,9,28,37,20,16,30,14,20,20
10035,1,1,2000,0,0,0,0,0,0,0,0,0,0
10036,1,1,2000,0,0,0,0,0,0,0,0,0,0
10037,1,1,2000,0,0,0,0,0,0,12,0,0,0
10038,1,1,2000,22,22,22,22,22,22,22,22,22,22
10039,1,1,2000,0,0,0,0,0,0,0,0,0,0
10039,2,1,2000,0,0,9,0,0,0,0,0,0,0
10039,3,1,2000,0,0,0,0,0,0,0,0,0,0
10040,1,1,2000,31,31,31,31,31,31,31,31,31,31
10041,1,1,2000,0,0,0,0,0,0,0,0,0,0
10041,2,1,2000,0,0,0,0,0,0,0,0,0,0
10042,1,1,2000,0,0,0,0,0,0,0,0,0,0
10042,2,1,2000,0,0,0,0,0,0,0,0,0,0
10043,1,1,2000,9,6,8,13,13,8,8,8,9,2
10044,1,1,2000,0,0,0,0,0,0,0,0,0,0
10044,2,1,2000,0,0,0,0,0,0,0,0,0,0
10045,1,1,2000,0,0,0,0,0,0,0,0,0,0
10045,2,1,2000,0,0,0,19,0,0,0,0,0,0
10046,1,1,2000,0,0,0,0,0,0,0,0,0,0
10047,1,1,2000,0,0,0,0,0,27,14,0,0,0
10047,2,1,2000,0,0,14,0,0,0,0,0,0,0
10048,1,1,2000,20,20,20,20,20,20,20,20,20,20
10049,1,1,2000,39,39,39,39,39,39,39,39,39,39
10050,1,1,2000,0,0,0,0,0,0,0,0,0,0
10051,1,1,2000,0,0,0,4,0,0,0,0,0,0
10052,1,1,2000,9,9,9,9,9,9,9,9,9,9
10052,2,1,2000,0,0,0,0,0,0,0,0,0,0
10053,1,1,2000,15,15,15,15,15,15,15,15,15,15
10053,2,1,2000,0,0,10,0,0,0,0,0,0,0
10054,1,1,2000,0,0,0,0,0,0,0,0,0,0
10055,1,1,2000,0,0,0,0,0,0,0,0,0,0
10055,2,1,2000,0,0,0,0,0,0,0,0,0,0
10056,1,1,2000,18,21,10,15,0,17,14,0,0,15
10057,1,1,2000,16,7,14,42,8,0,20,2,21,22
10057,2,1,2000,24,16,26,0,0,0,22,29,24,6
10058,1,1,2000,2,10,13,12,27,12,9,13,17,17
10059,1,1,2000,0,0,0,0,0,0,0,0,0,0
10059,2,1,2000,12,0,0,0,0,0,0,0,0,0
10060,0,1,2000,15,25,0,0,39,22,28,18,37,25
10060,1,1,2000,0,0,0,0,0,0,0,0,0,0
10061,1,1,2000,0,0,0,0,0,0,0,0,0,0
10061,2,1,2000,0,0,0,0,0,0,0,0,0,0
10062,1,1,2000,0,0,0,0,0,0,0,0,13,0
10063,1,1,2000,0,0,0,0,0,0,0,0,0,0
10063,2,1,2000,0,0,0,0,0,0,0,0,0,0
10063,3,1,2000,0,0,0,0,0,0,0,0,0,0
10063,4,1,2000,0,0,0,0,0,0,0,0,0,0
10064,1,1,2000,0,0,0,0,0,0,0,0,0,0
10065,1,1,2000,0,0,0,0,0,0,0,0,0,0
10065,2,1,2000,0,0,0,0,0,0,0,0,0,0
10066,1,1,2000,0,0,0,0,0,0,0,0,0,0
10066,2,1,2000,0,0,0,0,0,0,0,0,0,0
10066,3,1,2000,0,0,0,0,0,0,20,0,10,0
10067,1,1,2000,0,0,0,0,0,0,0,23,0,0
10068,1,1,2000,0,0,11,25,0,0,0,0,0,26
10068,2,1,2000,0,0,0,0,4,0,12,0,0,0
10069,1,1,2000,0,0,0,0,0,0,0,0,0,0
10069,2,1,2000,8,0,0,0,0,0,0,0,0,0
10070,1,1,2000,0,0,0,0,0,0,0,0,0,0
10071,1,1,2000,28,28,28,28,28,28,28,28,28,28
10072,0,1,2000,0,0,0,0,0,0,0,0,0,0
10072,1,1,2000,0,0,0,0,0,0,0,0,0,0
10073,1,1,2000,0,0,0,0,0,0,0,0,0,0
10074,1,1,2000,33,8,29,15,13,32,20,2,24,11
10075,1,1,2000,0,0,0,0,0,0,0,0,0,0
10075,2,1,2000,0,0,0,0,0,0,0,0,0,0
10076,1,1,2000,0,0,0,0,0,0,0,0,0,0
10077,1,1,2000,6,0,0,18,0,0,17,18,8,23
10078,1,1,2000,0,0,0,0,0,0,0,0,0,0
10079,1,1,2000,26,26,26,26,26,26,26,26,26,26
10080,0,1,2000,0,0,0,0,0,0,0,0,0,0
10080,1,1,2000,0,0,0,0,0,0,0,0,0,0
10080,2,1,2000,0,0,0,0,0,0,0,0,0,0
10081,1,1,2000,0,0,0,0,0,0,0,0,0,0
10081,2,1,2000,0,0,0,0,0,0,0,0,0,0
10082,1,1,2000,0,0,0,0,0,0,0,0,0,0
10082,2,1,2000,0,0,0,0,0,0,0,0,0,0
10083,1,1,2000,0,0,0,0,0,0,0,0,0,0
10083,2,1,2000,0,0,0,0,0,0,0,0,0,0
10084,1,1,2000,12,12,12,12,12,12,12,12,12,12
10085,1,1,2000,0,0,0,0,0,0,0,0,0,0
10085,2,1,2000,0,0,0,0,0,0,0,0,0,0
10086,1,1,2000,0,0,0,0,0,0,0,0,0,0
10086,2,1,2000,0,0,0,0,0,0,0,0,0,0
10087,1,1,2000,0,43,23,23,0,0,37,25,26,13
10088,1,1,2000,22,44,24,28,9,31,3,21,14,27
10089,1,1,2000,0,0,0,0,0,0,0,0,0,0
10090,0,1,2000,0,0,0,0,0,0,0,0,0,0
10090,1,1,2000,0,0,0,0,0,0,0,0,0,0
10091,1,1,2000,0,0,0,0,0,0,0,0,0,0
10091,2,1,2000,0,0,0,0,0,0,0,0,0,0
10092,1,1,2000,10,24,25,19,11,7,3,0,11,12
10093,1,1,2000,11,32,29,5,21,23,14,10,8,26
10094,1,1,2000,11,11,11,11,11,11,11,11,11,11
10094,2,1,2000,0,0,0,0,0,0,0,0,0,0
10095,1,1,2000,19,19,19,19,19,19,19,19,19,19
10096,1,1,2000,0,0,0,0,0,0,0,0,0,0
10097,1,1,2000,12,12,12,12,12,12,12,12,12,12
10097,2,1,2000,0,0,0,0,0,0,0,0,0,0
10098,1,1,2000,0,14,0,26,8,0,6,0,0,0
10099,1,1,2000,10,16,27,22,11,11,7,9,5,12
10100,1,1,2000,0,0,0,0,0,0,8,0,0,0
10101,1,1,2000,0,0,0,0,0,0,0,0,0,0
10101,2,1,2000,0,0,0,0,0,0,0,0,0,0
10102,1,1,2000,26,26,26,26,26,26,26,26,26,26
10103,1,1,2000,0,0,9,0,0,0,0,0,0,0
10103,2,1,2000,0,0,0,0,10,0,0,0,0,0
10104,1,1,2000,18,18,36,11,13,27,11,35,14,27
10105,1,1,2000,0,0,0,0,0,0,0,0,0,0
10105,2,1,2000,0,0,0,0,0,0,0,0,0,0
10106,1,1,2000,0,0,0,0,0,0,0,0,0,0
10107,1,1,2000,14,8,20,3,12,14,9,25,0,26
10108,1,1,2000,8,8,8,8,8,8,8,8,8,8
10109,1,1,2000,27,27,27,27,27,27,27,27,27,27
10110,1,1,2000,0,0,0,0,0,0,0,0,0,0
10111,1,1,2000,23,23,23,23,23,23,23,23,23,23
10112,1,1,2000,0,0,0,0,0,0,0,0,0,0
10112,2,1,2000,0,0,0,0,0,15,0,0,0,0
10113,1,1,2000,18,18,14,16,18,23,26,28,17,14
10114,1,1,2000,0,0,0,0,0,0,0,0,0,0
10114,2,1,2000,0,0,0,0,0,0,0,0,0,0
10115,1,1,2000,0,0,0,0,22,10,0,0,0,0
10116,1,1,2000,0,0,0,0,0,0,0,0,0,0
10116,2,1,2000,0,0,0,0,0,0,0,0,0,0
10117,1,1,2000,0,0,0,0,0,0,0,0,0,0
10117,2,1,2000,0,0,0,0,0,0,0,0,0,0
10118,1,1,2000,0,0,0,0,0,0,0,0,0,0
10118,2,1,2000,0,0,0,0,0,0,0,0,0,0
10119,1,1,2000,0,0,0,0,0,0,0,0,0,0
10119,2,1,2000,0,0,0,0,0,0,0,0,0,0
10120,1,1,2000,0,0,0,0,0,0,0,0,0,0
10121,1,1,2000,13,13,13,13,13,13,13,13,13,13
10122,1,1,2000,13,13,13,13,13,13,13,13,13,13
10122,2,1,2000,0,0,0,0,0,0,0,0,0,0
10123,1,1,2000,22,22,22,22,22,22,22,22,22,22
10124,1,1,2000,14,14,14,14,14,14,14,14,14,14
10125,1,1,2000,0,0,0,0,0,0,0,0,0,0
10125,2,1,2000,0,0,0,0,0,0,0,0,0,0
10126,1,1,2000,0,0,0,0,0,0,0,0,0,0
10126,2,1,2000,0,0,0,0,0,0,0,0,0,0
10127,1,1,2000,16,7,0,0,0,8,15,0,22,11
10128,1,1,2000,0,0,0,0,0,0,0,0,0,0
10128,2,1,2000,0,0,0,0,0,0,0,0,0,0
10129,1,1,2000,0,0,0,0,0,0,0,0,0,0
10129,2,1,2000,0,0,0,0,0,0,0,0,0,0
10130,1,1,2000,0,0,0,0,0,0,0,0,0,0
10131,0,1,2000,0,0,0,0,0,0,0,0,0,0
10131,1,1,2000,0,0,0,0,0,0,0,0,0,0
10132,1,1,2000,6,26,7,6,14,21,15,26,20,42
10133,1,1,2000,0,15,0,8,10,0,0,0,31,9
10134,1,1,2000,0,0,0,0,0,0,0,0,0,0
10134,2,1,2000,0,0,0,0,0,0,0,0,0,0
10135,1,1,2000,6,6,6,6,6,6,6,6,6,6
10136,1,1,2000,0,0,0,0,0,0,0,0,0,0
10136,2,1,2000,0,0,0,0,0,0,0,0,0,0
10136,3,1,2000,0,0,0,0,0,0,0,0,0,0
10137,1,1,2000,20,29,14,32,4,17,21,33,10,21
10138,1,1,2000,16,16,16,16,16,16,16,16,16,16
10138,2,1,2000,0,0,0,0,0,0,0,0,0,0
10139,1,1,2000,0,0,0,0,0,0,0,0,0,0
10140,1,1,2000,0,0,0,0,0,0,0,0,19,0
10140,2,1,2000,0,0,0,0,0,0,15,0,0,0
10141,1,1,2000,8,0,0,0,0,0,0,25,0,0
10142,1,1,2000,0,0,0,0,0,0,0,0,0,0
10142,2,1,2000,10,0,0,0,5,0,10,29,10,0
10142,3,1,2000,19,23,0,7,0,0,5,0,0,0
10143,1,1,2000,9,9,9,9,9,9,9,9,9,9
10143,2,1,2000,0,0,0,0,0,0,0,0,0,0
10144,1,1,2000,0,0,0,0,0,0,0,12,0,0
10145,1,1,2000,0,0,0,0,0,0,0,0,0,0
10146,1,1,2000,0,0,0,0,0,0,0,0,0,0
10146,2,1,2000,12,0,0,0,0,0,0,0,0,0
10147,1,1,2000,19,12,20,10,24,23,14,19,7,17
10148,1,1,2000,0,0,0,0,0,0,0,0,0,0
10148,2,1,2000,0,0,0,0,0,0,0,0,0,0
10148,3,1,2000,0,0,0,0,0,0,0,0,0,0
10149,1,1,2000,0,0,0,0,0,0,0,0,0,0
10149,2,1,2000,0,0,0,18,0,0,0,0,0,0
10150,1,1,2000,23,23,23,23,23,23,23,23,23,23
10151,1,1,2000,22,0,0,6,16,28,0,13,0,20
10152,1,1,2000,4,4,4,4,4,4,4,4,4,4
10153,1,1,2000,21,21,21,21,21,21,21,21,21,21
10154,0,1,2000,23,23,23,23,23,23,23,23,23,23
10154,1,1,2000,0,0,0,0,0,0,0,0,0,0
10155,1,1,2000,17,23,19,0,31,0,6,11,20,9
10156,1,1,2000,25,25,25,25,25,25,25,25,25,25
10156,2,1,2000,0,0,0,0,0,0,0,0,0,0
10157,1,1,2000,0,0,0,0,0,0,0,0,0,0
10157,2,1,2000,0,0,0,0,0,0,0,0,0,0
10157,3,1,2000,9,9,9,9,9,9,9,9,9,9
10158,1,1,2000,0,0,0,0,0,0,0,0,0,0
10159,1,1,2000,0,0,0,0,0,0,0,0,0,0
10159,2,1,2000,0,0,0,0,0,0,0,0,0,0
10160,1,1,2000,0,0,0,0,0,0,0,0,0,0
10160,2,1,2000,0,0,0,0,0,0,0,0,0,0
10161,1,1,2000,21,21,21,21,21,21,21,21,21,21
10161,2,1,2000,0,0,0,0,0,0,0,0,0,0
10162,1,1,2000,0,0,0,0,0,0,0,0,0,0
10162,2,1,2000,0,0,0,0,0,0,0,0,0,0
10163,1,1,2000,0,0,0,0,0,0,0,0,0,0
10164,1,1,2000,18,18,18,18,18,18,18,18,18,18
10165,1,1,2000,0,0,0,0,0,0,0,0,0,0
10166,0,1,2000,15,15,15,15,15,15,15,15,15,15
10166,1,1,2000,11,11,11,11,11,11,11,11,11,11
10167,1,1,2000,0,16,25,37,25,0,15,21,11,0
10168,1,1,2000,20,20,20,20,20,20,20,20,20,20
10168,2,1,2000,24,0,0,14,13,0,0,0,0,0
10169,1,1,2000,0,0,0,0,0,0,0,0,0,0
10169,2,1,2000,0,0,0,0,0,0,0,0,0,0
10170,1,1,2000,0,36,0,25,7,25,11,23,46,0
10171,1,1,2000,0,0,0,0,0,0,0,0,0,0
10172,1,1,2000,0,0,0,0,0,0,0,0,0,0
10172,2,1,2000,0,0,0,0,0,0,0,0,0,0
10173,1,1,2000,0,0,0,0,0,0,0,0,0,0
10173,2,1,2000,0,0,0,0,0,0,0,0,0,0
10173,3,1,2000,0,0,0,0,0,0,0,0,0,0
10173,4,1,2000,0,0,0,0,0,0,0,18,0,0
10174,1,1,2000,0,0,0,0,0,0,0,0,0,0
10174,2,1,2000,0,0,0,0,0,0,0,0,0,0
10174,3,1,2000,0,0,0,0,0,0,0,0,0,0
10175,1,1,2000,0,0,0,0,0,0,0,0,0,0
10175,2,1,2000,0,0,0,0,0,0,0,0,0,0
10176,1,1,2000,0,0,0,0,0,0,0,0,0,0
10176,2,1,2000,0,0,0,0,0,0,0,0,0,0
10177,1,1,2000,7,7,7,7,7,7,7,7,7,7
10177,2,1,2000,0,0,0,0,0,0,0,0,0,0
10178,1,1,2000,0,0,13,0,0,0,0,0,0,9
10179,1,1,2000,0,0,0,0,0,0,0,0,0,0
10179,2,1,2000,0,0,0,0,0,0,0,0,0,17
10180,1,1,2000,0,0,0,0,0,0,0,0,0,0
10180,2,1,2000,0,3,26,0,12,0,15,0,19,0
10181,1,1,2000,22,22,22,22,22,22,22,22,22,22
10182,1,1,2000,2,2,2,2,2,2,2,2,2,2
10182,2,1,2000,0,0,0,0,0,14,0,0,0,0
10183,1,1,2000,15,22,12,19,0,0,0,0,13,12
10184,0,1,2000,20,20,20,20,20,20,20,20,20,20
10184,1,1,2000,0,0,0,0,0,0,0,0,0,0
10185,1,1,2000,0,0,0,0,0,0,0,0,0,0
10185,2,1,2000,0,0,0,0,0,0,0,0,0,0
10186,1,1,2000,0,0,0,0,0,0,0,0,0,0
10186,2,1,2000,0,0,0,0,0,0,0,0,0,0
10187,0,1,2000,0,0,0,0,0,0,0,0,0,0
10187,0,2,2000,0,0,0,0,0,0,0,0,0,0
10187,1,1,2000,2,2,2,2,2,2,2,2,2,2
10188,1,1,2000,0,0,0,0,0,0,0,0,0,0
10188,2,1,2000,0,0,0,0,0,0,0,0,0,0
10189,1,1,2000,0,0,0,0,0,0,0,0,0,0
10189,2,1,2000,0,0,0,0,0,0,0,0,0,0
10190,1,1,2000,0,0,0,0,0,0,0,0,0,0
10191,1,1,2000,0,9,0,0,0,0,0,0,17,0
10191,2,1,2000,0,0,0,0,0,0,0,0,0,0
10192,1,1,2000,25,9,0,0,0,0,0,0,0,0
10192,2,1,2000,0,0,0,0,0,0,0,0,0,0
10193,1,1,2000,0,0,0,15,0,0,0,0,0,0
10194,1,1,2000,0,0,0,0,0,0,0,0,0,0
10194,2,1,2000,0,0,0,17,0,0,0,0,0,11
10195,1,1,2000,0,0,0,0,0,0,0,0,0,0
10195,2,1,2000,0,0,0,0,0,9,0,0,0,0
10196,1,1,2000,0,0,0,0,0,0,28,0,11,0
10196,2,1,2000,0,0,0,0,0,0,0,0,0,0
10197,0,1,2000,0,0,0,0,0,0,0,0,27,0
10197,1,1,2000,0,0,0,0,0,0,0,0,0,0
10199,1,1,2000,0,0,0,0,0,0,0,0,0,0
10199,2,1,2000,0,0,0,0,0,0,0,0,0,0
10200,1,1,2000,27,27,22,19,10,30,8,13,15,11
10200,2,1,2000,0,0,0,0,0,0,0,0,0,0
10201,1,1,2000,0,0,0,0,0,0,11,0,0,0
10202,1,1,2000,0,0,0,0,0,0,0,0,0,0
10202,2,1,2000,18,30,0,0,0,0,23,0,0,34
10203,1,1,2000,0,0,0,0,0,0,0,0,0,0
10203,2,1,2000,0,0,0,0,0,0,0,0,0,0
10204,1,1,2000,0,14,0,0,0,18,33,26,12,13
10205,1,1,2000,26,0,0,0,0,0,0,0,0,0
10206,1,1,2000,0,0,0,0,0,0,0,0,0,0
10206,2,1,2000,0,0,0,0,0,0,0,0,0,0
10207,1,1,2000,18,0,0,13,0,0,0,0,0,31
10207,2,1,2000,0,0,0,0,0,0,35,0,0,0
10208,1,1,2000,0,0,4,0,0,0,0,0,0,0
10209,1,1,2000,22,29,7,28,23,12,0,17,14,11
10210,1,1,2000,0,0,0,0,0,0,0,0,0,0
10210,2,1,2000,0,0,0,0,0,0,0,0,0,0
10211,1,1,2000,0,0,0,0,0,0,0,0,0,0
10211,2,1,2000,0,0,0,0,0,0,0,0,0,0
10212,1,1,2000,0,0,0,0,0,0,0,0,0,0
10213,1,1,2000,0,0,0,0,0,0,0,0,0,0
10214,1,1,2000,36,36,36,36,36,36,36,36,36,36
10215,0,1,2000,0,0,0,0,0,0,0,0,0,0
10215,1,1,2000,23,23,23,23,23,23,23,23,23,23
10216,1,1,2000,0,0,0,0,0,0,0,0,0,0
10217,1,1,2000,0,0,0,0,0,0,0,0,0,0
10218,1,1,2000,16,22,20,4,2,23,27,16,9,24
10219,1,1,2000,12,12,12,12,12,12,12,12,12,12
10220,1,1,2000,0,0,0,0,0,0,0,0,0,0
10220,2,1,2000,0,0,0,0,0,17,0,0,0,0
10221,1,1,2000,0,0,0,0,0,0,0,0,0,0
10222,1,1,2000,0,0,0,0,0,0,0,0,0,0
10222,2,1,2000,0,0,0,0,0,0,0,0,0,0
10224,1,1,2000,14,14,14,14,14,14,14,14,14,14
10225,1,1,2000,20,20,20,20,20,20,20,20,20,20
10226,1,1,2000,0,0,0,0,0,0,0,0,0,0
10226,2,1,2000,0,0,0,0,0,0,0,0,0,0
10227,1,1,2000,0,0,0,0,0,0,0,0,0,0
10228,1,1,2000,27,27,27,27,27,27,27,27,27,27
10229,1,1,2000,12,12,12,12,12,12,12,12,12,12
10230,1,1,2000,0,0,0,0,0,0,0,0,0,0
10230,2,1,2000,0,0,0,0,0,0,0,0,0,0
10231,1,1,2000,0,0,0,0,0,0,0,0,0,0
10232,1,1,2000,0,0,0,0,0,0,0,0,19,0
10232,2,1,2000,0,0,0,0,0,0,0,0,0,0
10233,1,1,2000,11,11,11,11,11,11,11,11,11,11
10233,2,1,2000,0,0,0,0,0,0,0,0,0,0
10234,1,1,2000,0,0,0,0,0,0,0,0,0,0
10235,1,1,2000,0,0,0,13,0,0,4,0,13,14
10236,1,1,2000,0,0,0,0,0,0,0,0,0,0
10236,2,1,2000,0,0,0,0,0,0,13,0,0,0
10236,3,1,2000,0,0,0,0,0,0,0,0,0,0
10236,4,1,2000,0,0,0,0,13,0,0,0,0,0
10237,1,1,2000,0,20,23,9,20,24,7,15,3,0
10238,1,1,2000,20,20,20,20,20,20,20,20,20,20
10239,0,1,2000,10,36,17,17,14,17,15,17,19,10
10239,1,1,2000,0,0,20,0,0,0,0,0,0,0
10240,1,1,2000,17,17,17,17,17,17,17,17,17,17
10240,2,1,2000,0,0,0,0,0,0,0,0,9,0
10241,0,1,2000,0,0,0,0,0,0,0,0,0,0
10241,1,1,2000,0,0,0,0,0,0,0,0,0,0
10242,1,1,2000,0,0,8,0,0,0,0,0,0,0
10242,2,1,2000,0,0,0,0,9,0,0,0,0,0
10243,1,1,2000,3,3,3,3,3,3,3,3,3,3
10244,1,1,2000,14,15,15,15,14,20,25,9,32,29
10245,1,1,2000,11,7,0,15,15,23,35,12,15,11
10246,1,1,2000,0,0,0,0,0,0,0,0,0,0
10246,2,1,2000,0,0,0,0,0,0,0,0,0,0
10247,1,1,2000,0,0,0,0,0,0,0,0,0,0
10247,2,1,2000,0,0,0,0,0,0,0,0,0,0
10248,1,1,2000,0,0,0,0,0,0,0,0,0,0
10248,2,1,2000,0,0,0,0,0,0,0,0,0,0
10249,1,1,2000,10,0,0,0,0,0,0,0,0,0
10249,2,1,2000,0,0,0,0,0,0,0,0,0,0
10250,1,1,2000,24,24,24,24,24,24,24,24,24,24
10251,1,1,2000,0,0,0,0,0,0,0,0,0,0
10251,2,1,2000,0,0,0,0,0,0,0,0,0,0
10252,1,1,2000,0,0,0,0,0,0,0,0,0,0
10252,2,1,2000,0,0,0,0,0,0,0,0,0,0
10253,1,1,2000,0,0,0,0,0,0,0,0,0,0
10253,2,1,2000,0,0,0,0,0,0,0,0,0,0
10254,1,1,2000,17,14,20,9,23,8,6,12,31,12
10255,1,1,2000,0,0,0,0,0,0,0,0,0,0
10255,2,1,2000,0,0,0,0,0,0,0,13,0,0
10256,1,1,2000,11,11,11,11,11,11,11,11,11,11
10257,1,1,2000,0,0,2,0,0,12,4,0,0,0
10258,1,1,2000,0,0,0,0,10,0,0,0,0,0
10259,1,1,2000,0,0,0,0,0,0,0,0,0,0
10260,1,1,2000,15,13,17,23,28,18,20,29,15,21
10261,1,1,2000,0,0,0,0,0,0,0,0,0,0
10261,2,1,2000,0,0,0,0,0,0,0,0,0,0
10262,1,1,2000,0,0,0,0,0,0,0,0,0,0
10262,2,1,2000,0,0,0,0,0,0,0,0,0,0
10263,1,1,2000,0,0,0,0,0,0,0,0,0,0
10263,2,1,2000,0,0,0,0,0,0,0,0,0,0
10263,3,1,2000,0,0,0,13,0,0,0,0,0,0
10264,0,1,2000,20,20,20,20,20,20,20,20,20,20
10264,1,1,2000,0,23,0,21,0,0,0,0,7,0
10265,1,1,2000,0,0,0,0,0,0,0,0,0,0
10266,1,1,2000,0,0,0,0,0,0,0,0,0,0
10267,1,1,2000,11,10,9,6,0,17,19,8,9,14
10267,2,1,2000,5,10,22,12,13,21,18,17,12,18
10267,3,1,2000,16,10,17,30,34,10,18,32,22,30
10267,4,1,2000,15,29,14,19,15,13,18,16,26,18
10267,5,1,2000,7,18,15,7,26,2,26,10,7,4
10268,1,1,2000,0,0,0,0,0,0,0,0,0,0
10268,2,1,2000,0,0,0,0,0,0,0,0,0,10
10268,3,1,2000,0,0,0,0,0,0,0,5,0,13
10269,1,1,2000,20,10,0,0,29,0,0,0,28,0
10270,1,1,2000,0,0,0,0,0,0,0,0,0,0
10270,2,1,2000,5,5,5,5,5,5,5,5,5,5
10271,1,1,2000,0,0,0,0,0,9,0,0,0,0
10271,2,1,2000,0,0,0,0,0,0,0,0,0,0
10272,1,1,2000,20,15,3,26,18,19,16,10,19,16
10272,2,1,2000,0,0,0,0,12,0,0,0,0,0
10273,1,1,2000,0,0,0,0,0,0,0,0,0,0
10273,2,1,2000,0,0,0,0,0,0,0,0,0,0
10274,1,1,2000,0,0,0,0,0,0,0,0,0,0
10274,2,1,2000,0,0,0,0,0,0,0,0,0,0
10275,1,1,2000,14,14,14,14,14,14,14,14,14,14
10275,2,1,2000,0,0,0,0,0,0,0,0,0,0
10275,3,1,2000,0,0,11,0,0,0,0,0,0,0
10276,1,1,2000,0,0,0,0,0,0,0,0,0,0
10277,1,1,2000,0,0,0,0,0,0,0,0,0,0
10278,1,1,2000,14,19,30,17,16,12,11,19,0,32
10279,1,1,2000,24,12,14,33,20,27,25,30,19,29
10280,1,1,2000,0,0,0,0,0,0,0,0,0,0
10280,2,1,2000,3,3,3,3,3,3,3,3,3,3
10281,1,1,2000,1,1,1,1,1,1,1,1,1,1
10282,1,1,2000,0,0,0,0,0,0,0,0,0,0
10283,1,1,2000,0,0,0,0,0,0,0,0,0,0
10283,2,1,2000,0,0,0,0,0,0,0,0,0,0
10284,1,1,2000,0,0,0,0,0,0,0,0,0,0
10284,2,1,2000,0,0,0,0,0,0,0,0,0,0
10285,1,1,2000,0,0,0,0,0,0,0,0,0,0
10285,2,1,2000,0,0,0,0,0,0,0,0,0,0
10286,1,1,2000,0,0,0,0,12,0,0,0,0,0
10286,2,1,2000,0,0,0,0,0,0,0,13,0,0
10286,3,1,2000,0,0,0,0,0,0,13,6,0,0
10287,1,1,2000,0,8,0,0,0,0,0,0,0,0
10288,1,1,2000,0,0,0,0,0,0,0,0,0,0
10288,2,1,2000,0,0,0,0,0,8,0,0,0,0
10288,3,1,2000,0,0,0,6,0,3,0,0,0,0
10289,1,1,2000,26,26,26,26,26,26,26,26,26,26
10289,2,1,2000,0,6,3,0,0,0,0,0,0,0
10290,1,1,2000,0,0,0,0,7,0,24,0,0,22
10290,2,1,2000,0,0,0,0,0,0,0,0,0,0
10291,1,1,2000,0,0,0,0,0,0,0,0,0,0
10291,2,1,2000,0,0,0,0,0,0,0,0,0,0
10292,1,1,2000,9,15,19,35,15,18,24,22,16,19
10293,1,1,2000,0,0,0,0,0,0,0,0,0,0
10294,1,1,2000,0,0,0,0,0,0,0,0,0,0
10294,2,1,2000,0,0,0,0,0,0,0,0,0,0
10295,1,1,2000,18,18,18,18,18,18,18,18,18,18
