ST_CASE,TRAV_SP,PREV_ACC,PREV_DWI,PREV_SPD,Year
480583,998,0,0,0,2011
480592,998,0,0,0,2011
480597,998,0,0,1,2011
480603,998,0,0,0,2011
480625,998,0,0,0,2011
480627,998,0,0,0,2011
480628,998,0,0,0,2011
480635,998,0,0,0,2011
480646,998,0,0,0,2011
480649,998,0,0,0,2011
480654,998,0,0,0,2011
480658,998,0,0,0,2011
480662,998,0,0,4,2011
480663,998,0,0,0,2011
480665,998,0,0,0,2011
480672,998,0,0,0,2011
480674,998,0,0,0,2011
480675,998,0,1,1,2011
480676,80,0,0,0,2011
480677,998,0,0,0,2011
480680,998,0,0,0,2011
480687,998,0,0,0,2011
480688,998,0,0,0,2011
480698,998,3,0,2,2011
480706,998,0,0,0,2011
480708,998,0,0,0,2011
480711,998,0,0,0,2011
480717,998,1,0,1,2011
480721,998,0,0,0,2011
480739,998,0,0,0,2011
480741,998,0,0,0,2011
480742,998,0,0,0,2011
480742,70,1,0,4,2011
480743,998,0,0,1,2011
480754,998,0,0,1,2011
480755,998,1,0,0,2011
480765,998,0,0,0,2011
480770,998,0,0,0,2011
480773,90,0,0,1,2011
480776,998,0,0,1,2011
480777,998,0,0,0,2011
480788,998,98,0,0,2011
480790,998,0,0,0,2011
480801,998,1,0,0,2011
480820,998,0,0,0,2011
480828,998,1,0,0,2011
480833,998,0,0,0,2011
480842,998,0,0,0,2011
480847,998,0,0,0,2011
480851,998,0,0,1,2011
480851,998,0,0,0,2011
480873,998,0,0,0,2011
480882,998,1,0,2,2011
480887,998,0,0,0,2011
480891,998,0,0,0,2011
480922,998,0,0,0,2011
480925,998,0,0,3,2011
480927,998,0,0,1,2011
480928,998,0,0,0,2011
480934,998,0,0,0,2011
480949,998,0,0,0,2011
480961,998,0,0,1,2011
480965,998,0,1,1,2011
480966,998,0,0,0,2011
480978,998,0,0,0,2011
480981,998,0,0,0,2011
480983,998,0,0,0,2011
480984,998,0,0,0,2011
480985,998,0,0,1,2011
480989,998,0,0,1,2011
480991,998,0,0,0,2011
480995,998,0,0,0,2011
480997,998,0,0,0,2011
481005,998,0,0,0,2011
481005,998,0,0,0,2011
481005,998,0,0,0,2011
481010,998,0,0,0,2011
481020,998,0,0,0,2011
481028,998,0,0,1,2011
481035,998,0,0,1,2011
481040,998,0,0,1,2011
481049,998,0,0,0,2011
481057,998,0,0,0,2011
481058,998,0,0,0,2011
481060,998,0,0,1,2011
481064,88,0,0,1,2011
481067,998,0,0,0,2011
481068,998,0,0,0,2011
481073,998,0,0,2,2011
481081,998,0,0,1,2011
481082,998,0,0,0,2011
481084,998,0,0,0,2011
481085,998,0,0,0,2011
481086,998,0,0,0,2011
481090,998,0,0,0,2011
481098,998,0,0,0,2011
481108,998,1,0,0,2011
481113,998,0,0,0,2011
481117,998,2,0,1,2011
481120,998,0,0,0,2011
481121,998,0,0,0,2011
481124,998,0,0,0,2011
481131,998,0,0,0,2011
481134,998,0,0,0,2011
481134,998,1,0,0,2011
481135,998,0,0,0,2011
481136,998,1,0,0,2011
481151,48,0,0,0,2011
481153,998,0,0,0,2011
481157,998,0,0,0,2011
481158,998,0,0,0,2011
481170,998,0,0,0,2011
481200,998,0,0,0,2011
481207,998,1,0,0,2011
481212,998,0,0,2,2011
481221,998,0,0,0,2011
481224,998,0,0,6,2011
481227,998,0,0,0,2011
481228,998,0,0,0,2011
481230,998,1,0,0,2011
481234,998,1,0,0,2011
481235,998,1,0,0,2011
481239,998,0,0,0,2011
481241,998,0,0,0,2011
481249,998,1,0,1,2011
481251,998,0,0,1,2011
481262,998,0,0,0,2011
481263,998,0,0,2,2011
481264,998,0,0,0,2011
481266,998,0,0,0,2011
481277,998,0,0,0,2011
481277,998,0,0,0,2011
481277,998,0,0,0,2011
481277,998,1,0,1,2011
481281,998,0,0,0,2011
481286,998,0,0,0,2011
481305,998,0,0,1,2011
481313,998,0,0,0,2011
481313,998,0,0,0,2011
481315,998,0,0,0,2011
481316,998,0,0,1,2011
481332,998,98,0,0,2011
481333,998,0,0,0,2011
481345,998,1,0,0,2011
481345,998,0,0,0,2011
481352,998,0,0,1,2011
481354,998,0,0,0,2011
481358,998,0,0,0,2011
481359,998,0,0,0,2011
481361,100,0,0,0,2011
481364,998,0,0,0,2011
481364,998,98,0,0,2011
481379,998,1,0,0,2011
481382,998,0,0,0,2011
481386,998,0,0,0,2011
481388,998,0,0,0,2011
481391,68,0,0,0,2011
481392,998,0,0,0,2011
481399,998,0,0,0,2011
481400,998,0,0,1,2011
481403,998,0,0,0,2011
481404,998,0,0,0,2011
481409,998,0,0,1,2011
481414,998,0,0,0,2011
481418,998,0,0,0,2011
481421,998,0,0,0,2011
481424,998,0,0,0,2011
481429,998,1,0,1,2011
481431,998,0,0,0,2011
481434,998,1,0,0,2011
481445,998,0,0,0,2011
481449,998,0,0,0,2011
481463,998,0,0,1,2011
481465,998,0,0,0,2011
481466,998,0,0,0,2011
481470,998,0,0,0,2011
481472,998,0,0,0,2011
481474,998,0,0,1,2011
481476,998,0,0,0,2011
481485,998,0,0,0,2011
481485,998,1,0,0,2011
481487,998,0,0,1,2011
481505,998,0,0,0,2011
481510,998,0,0,0,2011
481514,998,1,1,1,2011
481515,998,0,0,1,2011
481521,998,0,0,0,2011
481522,998,1,0,1,2011
481524,998,0,0,0,2011
481525,998,0,0,1,2011
481526,998,0,0,0,2011
481531,998,0,0,0,2011
481532,998,0,0,0,2011
481533,998,1,0,7,2011
481540,998,1,0,0,2011
481542,998,0,0,0,2011
481543,998,0,0,3,2011
481545,998,0,0,0,2011
481548,998,0,0,0,2011
481563,998,0,0,0,2011
481565,998,0,0,1,2011
481570,998,1,0,0,2011
481582,998,0,0,1,2011
481583,998,0,0,0,2011
481592,998,0,0,0,2011
481594,998,0,0,0,2011
481607,998,0,0,1,2011
481614,998,0,0,1,2011
481615,998,0,0,2,2011
481626,998,0,0,0,2011
481627,998,0,0,0,2011
481631,998,0,0,0,2011
481636,998,0,0,0,2011
481637,998,1,0,0,2011
481665,998,0,0,0,2011
481669,998,0,0,2,2011
481675,998,0,0,0,2011
481683,998,1,0,4,2011
481686,998,0,0,0,2011
481697,998,0,0,0,2011
481703,998,0,0,0,2011
481706,998,0,0,0,2011
481709,998,0,0,0,2011
481711,998,0,0,0,2011
481711,998,0,0,0,2011
481716,998,1,0,0,2011
481726,998,1,0,0,2011
481748,998,0,0,0,2011
481755,998,0,0,0,2011
481764,998,0,0,1,2011
481768,998,0,0,2,2011
481775,998,0,0,0,2011
481778,998,1,0,0,2011
481782,85,0,0,1,2011
481792,998,0,0,1,2011
481795,998,0,0,1,2011
481796,998,0,0,0,2011
481807,998,0,0,1,2011
481809,998,0,0,0,2011
481810,998,0,0,0,2011
481812,998,0,0,0,2011
481813,998,0,0,0,2011
481818,998,1,0,1,2011
481819,998,0,0,0,2011
481820,998,0,0,0,2011
481824,998,1,0,2,2011
481826,998,1,0,0,2011
481832,998,1,0,0,2011
481837,998,0,0,0,2011
481840,998,1,0,4,2011
481845,998,0,0,0,2011
481851,998,1,0,0,2011
481857,998,0,0,2,2011
481859,998,0,0,0,2011
481860,998,0,0,0,2011
481872,998,0,0,1,2011
481874,998,0,0,0,2011
481887,998,0,0,1,2011
481891,998,0,0,0,2011
481899,998,0,0,0,2011
481911,998,0,0,0,2011
481912,998,1,0,3,2011
481919,998,0,0,0,2011
481926,998,0,0,1,2011
481942,998,0,0,0,2011
481950,998,0,0,0,2011
481955,998,0,0,0,2011
481958,998,0,0,0,2011
481973,998,0,0,0,2011
481985,998,0,0,0,2011
481986,998,0,0,0,2011
481988,998,1,0,0,2011
481997,998,0,0,0,2011
481998,998,0,0,0,2011
482007,998,0,0,0,2011
482018,998,0,0,1,2011
482022,998,1,0,2,2011
482023,998,0,0,0,2011
482027,998,0,0,1,2011
482035,998,0,0,0,2011
482040,80,1,0,0,2011
482044,998,0,1,0,2011
482049,998,0,0,0,2011
482050,998,0,0,1,2011
482061,58,0,0,0,2011
482063,998,0,0,0,2011
482070,998,0,0,0,2011
482070,998,0,0,0,2011
482070,998,0,0,0,2011
482076,998,1,0,0,2011
482077,998,0,0,1,2011
482084,998,0,0,0,2011
482085,998,0,0,1,2011
482089,998,0,0,0,2011
482092,998,0,0,0,2011
482104,998,0,0,0,2011
482107,998,0,0,1,2011
482108,998,0,0,0,2011
482110,998,0,0,2,2011
482111,998,0,0,0,2011
482116,998,0,0,0,2011
482118,998,0,0,1,2011
482119,998,0,0,0,2011
482138,998,0,0,0,2011
482146,998,1,0,0,2011
482148,998,0,0,0,2011
482150,108,1,0,2,2011
482155,998,0,0,0,2011
482159,998,1,0,0,2011
482160,998,0,0,0,2011
482161,0,0,0,0,2011
482162,998,0,0,0,2011
482178,998,0,0,2,2011
482178,998,0,0,0,2011
482180,998,0,0,0,2011
482189,998,0,0,0,2011
482195,998,0,0,0,2011
482204,998,0,0,0,2011
482215,998,0,0,0,2011
482228,998,0,0,0,2011
482236,85,0,0,0,2011
482242,998,1,0,0,2011
482253,998,1,0,0,2011
482263,998,0,0,0,2011
482265,998,0,1,0,2011
482267,998,0,0,1,2011
482281,998,1,1,0,2011
482288,998,0,0,0,2011
482289,998,0,0,0,2011
482293,998,0,0,0,2011
482296,998,0,0,0,2011
482298,998,0,0,0,2011
482304,998,0,0,0,2011
482306,998,0,0,1,2011
482310,998,0,0,1,2011
482311,998,0,0,0,2011
482312,998,1,0,0,2011
482334,998,0,0,0,2011
482337,998,0,0,0,2011
482343,998,0,0,0,2011
482354,998,0,0,0,2011
482360,998,0,0,0,2011
482369,998,0,0,2,2011
482372,998,0,0,0,2011
482375,998,0,0,1,2011
482376,998,0,0,0,2011
482381,998,0,0,0,2011
482383,998,0,0,2,2011
482385,998,0,1,1,2011
482400,998,0,0,0,2011
482404,998,0,0,1,2011
482409,998,0,0,0,2011
482412,998,0,0,0,2011
482416,998,0,0,0,2011
482416,998,0,0,0,2011
482433,998,1,0,1,2011
482446,998,0,0,0,2011
482446,998,0,0,0,2011
482464,998,0,0,1,2011
482464,998,0,0,1,2011
482464,998,0,0,0,2011
482464,998,0,0,0,2011
482464,998,0,0,0,2011
482464,998,0,0,0,2011
482474,100,0,0,0,2011
482476,998,0,0,0,2011
482493,998,1,0,0,2011
482521,998,0,0,1,2011
482523,998,0,0,1,2011
482527,998,0,0,1,2011
482532,998,0,0,0,2011
482550,998,0,0,2,2011
482562,998,1,0,0,2011
482563,998,1,0,0,2011
482576,998,0,0,0,2011
482578,998,0,0,0,2011
482587,998,0,0,0,2011
482632,998,0,0,0,2011
482663,998,0,0,1,2011
482677,100,0,0,0,2011
482679,998,0,0,0,2011
482679,998,1,0,0,2011
482687,998,0,0,0,2011
482690,998,0,0,0,2011
482696,998,0,0,0,2011
482713,998,1,0,0,2011
482716,998,1,0,0,2011
482722,998,0,0,0,2011
482745,998,0,0,0,2011
482761,998,0,0,0,2011
482772,998,1,0,0,2011
482773,998,1,0,0,2011
482774,998,0,1,0,2011
482775,998,0,0,0,2011
482778,998,1,0,0,2011
482780,998,1,0,0,2011
482787,998,0,0,1,2011
482803,998,0,0,0,2011
482827,998,2,0,0,2011
482830,998,1,0,0,2011
482837,998,0,0,1,2011
482840,998,0,0,0,2011
482840,998,0,0,0,2011
482842,998,1,0,0,2011
482846,998,0,0,0,2011
482853,998,0,0,0,2011
482858,35,0,0,0,2011
482866,998,1,0,0,2011
