ST_CASE,TRAV_SP,PREV_ACC,PREV_DWI,PREV_SPD,Year
481126,998,0,0,0,2017
481134,998,0,0,0,2017
481134,998,0,0,1,2017
481134,998,0,0,0,2017
481136,998,0,0,0,2017
481143,998,0,0,0,2017
481145,998,0,0,0,2017
481149,998,0,0,0,2017
481153,998,0,0,0,2017
481156,998,0,0,1,2017
481163,998,0,0,0,2017
481169,998,0,0,1,2017
481171,998,0,0,0,2017
481174,998,0,0,2,2017
481188,998,0,0,0,2017
481196,998,0,0,3,2017
481205,998,0,0,0,2017
481207,998,0,0,0,2017
481208,998,0,0,0,2017
481218,998,0,0,1,2017
481232,998,1,0,0,2017
481240,998,2,0,0,2017
481241,998,1,0,2,2017
481245,998,0,0,2,2017
481258,998,0,0,1,2017
481268,998,0,0,0,2017
481270,998,0,0,0,2017
481272,998,0,0,0,2017
481274,998,0,0,1,2017
481278,998,0,0,0,2017
481278,998,0,1,2,2017
481290,998,0,0,1,2017
481293,998,0,0,0,2017
481295,998,0,0,0,2017
481301,998,0,0,0,2017
481306,998,0,0,1,2017
481306,998,0,0,0,2017
481306,998,0,0,0,2017
481313,998,0,0,1,2017
481317,998,0,0,0,2017
481338,998,1,0,0,2017
481339,998,0,0,0,2017
481341,998,0,0,1,2017
481342,998,0,0,1,2017
481344,998,0,0,0,2017
481350,998,0,0,0,2017
481351,998,0,0,1,2017
481353,998,1,0,2,2017
481354,998,0,0,0,2017
481357,998,0,0,0,2017
481376,998,0,0,1,2017
481382,998,0,0,0,2017
481388,63,0,0,1,2017
481394,998,0,0,0,2017
481397,998,0,0,2,2017
481399,998,0,0,2,2017
481403,998,0,0,0,2017
481406,998,0,0,2,2017
481413,998,0,0,0,2017
481417,998,0,0,0,2017
481423,998,0,0,0,2017
481425,998,1,1,2,2017
481428,998,0,0,0,2017
481430,998,0,0,0,2017
481433,998,0,0,0,2017
481438,998,0,0,1,2017
481444,998,1,0,1,2017
481457,998,0,0,1,2017
481461,998,0,0,0,2017
481464,998,0,0,2,2017
481467,998,0,0,0,2017
481468,998,0,0,0,2017
481469,998,0,0,1,2017
481469,998,0,1,0,2017
481490,998,1,0,3,2017
481496,998,0,0,0,2017
481502,998,0,0,0,2017
481517,998,0,0,0,2017
481520,998,0,0,0,2017
481527,998,0,0,0,2017
481528,998,0,0,0,2017
481532,998,0,0,0,2017
481533,998,0,0,0,2017
481542,998,0,0,0,2017
481571,998,0,0,2,2017
481572,998,0,0,0,2017
481580,998,0,0,0,2017
481581,998,0,0,2,2017
481584,998,0,0,0,2017
481588,998,1,0,3,2017
481592,998,0,0,0,2017
481615,998,0,0,0,2017
481618,998,0,0,0,2017
481620,998,0,0,3,2017
481621,998,0,0,0,2017
481624,998,0,0,0,2017
481635,998,0,1,2,2017
481636,998,1,0,0,2017
481640,998,0,0,0,2017
481650,998,0,0,0,2017
481657,998,0,0,0,2017
481680,998,0,0,0,2017
481686,998,0,0,0,2017
481689,998,0,0,0,2017
481692,998,0,0,2,2017
481707,998,0,0,0,2017
481710,998,1,0,0,2017
481720,998,1,0,0,2017
481748,998,0,0,1,2017
481758,998,0,0,0,2017
481760,998,0,0,0,2017
481762,998,0,0,0,2017
481762,998,0,0,0,2017
481773,998,1,0,1,2017
481797,998,0,0,0,2017
481798,998,1,0,2,2017
481806,998,0,0,0,2017
481816,998,0,0,0,2017
481817,998,0,0,0,2017
481817,0,998,998,998,2017
481818,998,1,0,0,2017
481829,998,0,0,0,2017
481834,998,0,0,1,2017
481835,998,0,0,0,2017
481844,998,1,0,0,2017
481846,998,1,0,0,2017
481850,998,1,0,0,2017
481858,998,0,0,0,2017
481859,998,0,0,0,2017
481863,998,0,0,1,2017
481865,998,0,0,0,2017
481870,998,1,0,1,2017
481873,998,0,0,1,2017
481882,998,0,0,0,2017
481884,998,0,0,1,2017
481892,998,0,0,0,2017
481901,998,0,0,2,2017
481905,998,0,0,2,2017
481906,998,1,0,3,2017
481907,998,0,0,0,2017
481909,0,0,0,0,2017
481910,998,0,0,0,2017
481921,998,0,0,0,2017
481924,998,0,0,0,2017
481925,998,0,0,0,2017
481926,998,0,0,0,2017
481928,998,0,0,0,2017
481935,998,0,0,0,2017
481937,998,0,0,0,2017
481959,998,0,0,0,2017
481967,0,0,0,4,2017
481989,998,1,0,2,2017
482002,998,0,0,1,2017
482030,998,0,0,0,2017
482041,998,0,1,2,2017
482047,998,0,0,1,2017
482052,998,1,0,1,2017
482063,998,0,0,0,2017
482063,998,0,0,0,2017
482064,998,0,0,3,2017
482069,998,0,0,0,2017
482072,998,0,0,0,2017
482075,998,2,0,3,2017
482082,998,0,0,0,2017
482083,998,0,0,1,2017
482084,998,0,0,0,2017
482086,998,0,0,0,2017
482088,998,0,0,1,2017
482094,998,1,0,2,2017
482095,998,0,0,0,2017
482110,998,1,0,2,2017
482110,998,0,0,0,2017
482114,998,0,0,0,2017
482151,998,1,0,0,2017
482159,998,0,0,0,2017
482160,998,0,0,4,2017
482167,998,1,0,0,2017
482167,998,1,0,0,2017
482169,998,0,0,0,2017
482177,998,0,0,2,2017
482182,998,998,998,998,2017
482188,998,2,0,0,2017
482198,998,0,0,0,2017
482212,998,0,0,0,2017
482218,998,0,0,0,2017
482225,998,1,0,0,2017
482227,998,2,0,2,2017
482233,998,0,0,0,2017
482258,998,0,0,1,2017
482265,998,0,0,1,2017
482270,998,0,0,0,2017
482275,998,0,0,0,2017
482278,998,0,0,0,2017
482292,998,0,0,1,2017
482300,998,0,0,1,2017
482302,998,0,0,0,2017
482310,998,0,0,1,2017
482315,998,3,0,0,2017
482322,998,1,0,6,2017
482324,998,0,0,0,2017
482327,998,1,0,0,2017
482338,998,0,0,0,2017
482339,998,0,0,0,2017
482349,998,0,0,1,2017
482364,60,1,0,0,2017
482370,998,0,0,0,2017
482372,998,0,0,1,2017
482378,998,1,1,0,2017
482404,998,0,0,0,2017
482407,998,0,0,0,2017
482424,998,0,0,1,2017
482428,998,0,0,3,2017
482437,998,0,1,0,2017
482437,998,0,0,1,2017
482438,998,0,0,1,2017
482454,998,0,1,0,2017
482477,998,0,0,2,2017
482482,998,0,0,2,2017
482485,998,3,0,0,2017
482487,998,0,1,0,2017
482525,998,0,0,5,2017
482543,90,0,0,0,2017
482544,998,0,0,0,2017
482550,998,0,0,0,2017
482552,998,1,0,0,2017
482554,998,2,0,1,2017
482558,998,2,0,3,2017
482559,998,0,0,1,2017
482564,998,0,0,0,2017
482565,998,0,0,0,2017
482576,998,1,0,0,2017
482578,998,1,0,1,2017
482585,998,2,0,0,2017
482594,998,0,0,2,2017
482602,998,0,0,0,2017
482608,998,0,0,0,2017
482614,998,0,0,2,2017
482617,998,1,0,0,2017
482618,56,0,0,0,2017
482620,998,0,0,1,2017
482627,998,0,0,0,2017
482640,998,0,0,0,2017
482642,998,0,0,0,2017
482650,998,0,0,2,2017
482665,998,0,0,0,2017
482676,998,0,0,2,2017
482677,998,0,0,0,2017
482681,998,0,0,0,2017
482692,998,0,0,2,2017
482719,998,1,0,2,2017
482721,998,0,0,0,2017
482749,998,0,0,0,2017
482750,998,0,0,0,2017
482751,998,0,0,2,2017
482752,998,0,0,2,2017
482754,998,2,0,2,2017
482762,998,0,0,1,2017
482765,998,0,0,0,2017
482770,998,0,0,0,2017
482771,998,0,0,0,2017
482777,998,2,0,0,2017
482781,998,0,0,0,2017
482785,998,0,0,2,2017
482801,83,0,0,0,2017
482807,998,0,1,0,2017
482809,998,0,0,3,2017
482840,998,0,0,1,2017
482841,998,0,0,0,2017
482846,998,0,0,0,2017
482859,998,0,0,0,2017
482873,998,0,0,0,2017
482876,998,0,0,0,2017
482881,998,0,0,0,2017
482887,998,0,0,0,2017
482888,998,0,0,0,2017
482920,998,0,0,2,2017
482922,998,0,0,0,2017
482925,998,0,0,0,2017
482960,998,0,0,0,2017
482969,0,0,0,0,2017
482984,998,0,0,0,2017
482991,998,99,99,99,2017
482995,998,2,0,0,2017
482997,998,0,0,2,2017
482998,998,0,0,0,2017
482999,998,0,0,0,2017
483016,998,0,0,0,2017
483028,998,0,0,0,2017
483040,998,0,0,0,2017
483073,998,0,0,0,2017
483080,998,0,0,0,2017
483081,998,0,0,0,2017
483100,998,0,0,0,2017
483121,998,998,998,998,2017
483125,998,1,0,1,2017
483136,998,0,0,0,2017
483141,998,0,0,0,2017
483144,998,0,0,0,2017
483147,998,1,0,0,2017
483165,998,0,0,0,2017
483179,998,0,0,0,2017
483201,998,0,0,1,2017
483229,998,0,0,0,2017
483234,998,0,0,0,2017
483237,998,0,0,2,2017
483244,998,0,0,0,2017
483248,998,1,0,0,2017
483251,998,0,0,0,2017
483264,998,0,0,1,2017
483269,998,1,0,0,2017
483289,998,0,0,0,2017
483289,998,1,0,1,2017
483298,998,0,0,0,2017
483317,998,0,0,0,2017
483324,998,0,0,0,2017
483336,998,0,0,2,2017
483340,998,0,0,0,2017
483350,998,0,0,0,2017
483388,998,1,1,0,2017
483390,998,0,0,0,2017
483397,998,0,0,0,2017
483416,998,0,0,0,2017
483431,998,0,0,0,2017
