VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,OCUPANTS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_CARG,TOW_VEH,V_CONFIG,AXLES,CARGO_BT,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWAWAY,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,ST_CASE,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_ID,FLDCD_TR,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,LAST_YR,FIRST_YR,DR_ZIP,MONTH,HARM_EV,MAN_COLL,HIT_RUN,VE_FORMS
1G1LD5548RY1,1,G,1,L,D,5,5,4,8,R,Y,1,1,1,0,20,19,4,1,6,0,0,99,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,10732,20019,1994,CSA,***,4D,00000000000,*,1034,0,,2665,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,55,1,0,2
1FUYDSEB6PP4,1,F,U,Y,D,S,E,B,6,P,P,4,1,2,0,82,881,66,1,6,0,0,99,0,0,5,3,96,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,10736,82881,1993,FLD,CON,DS,99999999999,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,55,1,0,1
2HSCEAPRX5C1,2,H,S,C,E,A,P,R,X,5,C,1,1,2,0,84,881,66,1,6,0,0,99,0,1,6,5,1,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,3,10758,84881,2005,92I,920,DS,57888745,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,55,1,0,1
1GDP7H1J6RJ5,1,G,D,P,7,H,1,J,6,R,J,5,1,1,0,23,881,63,1,3,0,0,99,0,1,4,3,4,0,0,6,6,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,4,10762,23881,1994,C7H,TOP,CC,8888888888,D,1440,2610,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,8,0,0,1
4A4MM31S14E0,4,A,4,M,M,3,1,S,1,4,E,0,1,3,0,52,402,14,1,6,0,0,99,0,0,0,0,0,0,0,3,3,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,10781,52402,2004,END,***,UT,00000000000,*,1083,0,,3902,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,12,5,0,2
1FUPDZYB4SH7,1,F,U,P,D,Z,Y,B,4,S,H,7,1,2,0,82,881,66,29,6,0,0,99,0,1,6,5,1,0,0,6,6,0,6,2,9,0,18,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,10786,82881,1995,FLD,CON,DS,571026879,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,14,1,0,1
2GCEK19T1Y12,2,G,C,E,K,1,9,T,1,Y,1,2,1,2,0,20,481,31,1,6,0,0,99,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,10887,20481,2000,SK1,SIL,3C,00000000000,G,1435,1575,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,30,0,0,1
JM1HD461XP02,J,M,1,H,D,4,6,1,X,P,0,2,1,2,0,41,43,4,1,6,0,0,99,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,11006,41043,1993,929,***,4D,00000000000,*,1122,0,,3596,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,40,0,0,1
JH4KA7680SC0,J,H,4,K,A,7,6,8,0,S,C,0,2,2,0,54,32,4,2,6,0,0,99,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,20006,54032,1995,LGS,***,4D,00000000000,*,1146,0,,3465,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,1,0,1
1FDKE37GXKHA,1,F,D,K,E,3,7,G,X,K,H,A,4,2,0,12,461,21,4,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40038,12461,1989,35C,CTV,YY,00000000000,G,1380,1580,,,3,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,99,0,2
2FZHATAK34AM,2,F,Z,H,A,T,A,K,3,4,A,M,4,2,1,98,809,63,55,6,0,0,99,0,0,2,3,2,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,40082,98809,2004,LT0,STE,TM,99999999999,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,45,1,0,1
JALB4B140Y70,J,A,L,B,4,B,1,4,0,Y,7,0,4,2,1,38,882,61,2,6,0,0,99,0,0,3,98,3,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,40138,38882,2000,NPR,NPR,TB,57776943,D,9999,9999,,,3,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,1,0,1
JA4MW51R52J0,J,A,4,M,W,5,1,R,5,2,J,0,4,5,0,52,401,14,4,6,0,0,99,0,0,0,0,0,0,0,99,99,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40154,52401,2002,MON,***,UT,00000000000,*,1095,0,,4735,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,12,4,0,4
JN1CA21D8TT7,J,N,1,C,A,2,1,D,8,T,T,7,4,2,0,35,39,4,4,6,0,0,99,0,0,0,0,0,0,0,5,5,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40184,35039,1996,MGS,***,4D,00000000000,*,1063,0,,2886,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,1,0,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,4,2,0,99,999,99,4,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40187,99999,2000,999,999,99,00000000000,9,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,35,0,0,1
1FUYNMCB5VP8,1,F,U,Y,N,M,C,B,5,V,P,8,4,2,2,82,881,66,6,6,0,0,99,0,1,6,5,1,0,0,6,6,0,6,2,9,1,2,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,40234,82881,1997,FC1,CON,DS,571227155,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,1,0,1
JT2SV21E1J01,J,T,2,S,V,2,1,E,1,J,0,1,4,2,1,49,40,4,4,6,0,0,99,0,0,0,0,0,0,0,6,99,0,6,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,2,40265,49040,1988,CMD,***,4D,00000000000,*,1024,0,,2734,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,1,0,2
1FALP52U0VG1,1,F,A,L,P,5,2,U,0,V,G,1,4,3,0,12,17,4,4,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40300,12017,1997,TAG,***,4D,00000000000,*,1085,0,,3329,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,12,1,0,2
1FTSX30FXXEE,1,F,T,S,X,3,0,F,X,X,E,E,4,2,0,12,481,31,27,6,0,0,99,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,2,40313,12481,1999,F3S,SRW,4C,00000000000,D,1418,1580,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,1,0,1
2GCEK19T9Y11,2,G,C,E,K,1,9,T,9,Y,1,1,4,2,0,20,481,31,4,6,0,0,99,0,0,0,0,0,0,0,99,99,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40378,20481,2000,SK1,SIL,3C,00000000000,G,1435,1575,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,99,0,1
3B7HF12Z0WG1,3,B,7,H,F,1,2,Z,0,W,G,1,4,3,0,7,482,31,4,6,0,0,99,0,0,0,0,0,0,0,99,99,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40378,7482,1998,150,RPC,PC,00000000000,G,1387,1547,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,99,0,1
1G4HR54K13U2,1,G,4,H,R,5,4,K,1,3,U,2,4,2,1,18,2,4,32,6,0,0,99,0,0,0,0,0,0,0,7,7,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40387,18002,2003,LLF,***,4D,00000000000,*,1122,0,,3567,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,99,0,1
YV1GA8751J00,Y,V,1,G,A,8,7,5,1,J,0,0,4,3,0,51,38,6,4,6,0,0,99,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40403,51038,1988,76G,***,SW,00000000000,*,1091,0,,3305,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,1,1,2
1FUPDSZB1XLA,1,F,U,P,D,S,Z,B,1,X,L,A,4,2,2,82,884,66,12,6,0,0,99,0,1,6,5,1,0,0,6,6,0,2,2,9,0,18,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,40487,82884,1999,FLD,CON,DS,571273534,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,14,1,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,4,2,0,99,999,99,99,6,0,0,99,9,9,99,99,99,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,9,3,40519,99999,9999,999,999,99,99999999999,9,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,2,0,1
1D7HG48N53S1,1,D,7,H,G,4,8,N,5,3,S,1,4,2,1,7,472,30,4,6,0,0,99,0,0,0,0,0,0,0,9,9,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40538,7472,2003,DQS,DAK,CW,00000000000,G,1309,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,8,0,0,1
KNAFE1228450,K,N,A,F,E,1,2,2,8,4,5,0,4,3,3,63,33,4,4,6,0,0,99,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,40538,63033,2004,SLE,***,4D,00000000000,*,1028,0,,2701,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,8,0,0,1
1J4FJ38L7LL1,1,J,4,F,J,3,8,L,7,L,L,1,4,2,0,2,404,14,4,6,0,0,99,0,0,0,0,0,0,0,1,1,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40623,2404,1990,PNR,CHK,4W,00000000000,G,1014,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,8,0,0,1
JN8HD17Y7RW2,J,N,8,H,D,1,7,Y,7,R,W,2,4,2,0,35,401,14,4,6,0,0,99,0,0,0,0,0,0,0,1,1,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40679,35401,1994,PFI,***,UT,00000000000,*,1043,0,,3772,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,33,0,0,1
JHMCG665XYC0,J,H,M,C,G,6,6,5,X,Y,C,0,4,3,0,37,32,4,4,6,0,0,99,0,0,0,0,0,0,0,99,99,0,2,2,9,0,0,0,99,8,99,0,99,99,99,99,99,99,17,0,0,3,40700,37032,2000,ULX,***,4D,00000000000,*,1069,0,,3053,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,12,1,0,2
1P3ES22C1TD6,1,P,3,E,S,2,2,C,1,T,D,6,4,4,0,9,20,2,4,6,0,0,99,0,0,0,0,0,0,0,99,99,0,2,2,9,0,32,0,99,8,99,0,99,99,99,99,99,99,17,0,0,3,40700,9020,1996,NEO,***,2P,00000000000,*,1040,0,,2269,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,12,1,0,2
1FTNX20L74EC,1,F,T,N,X,2,0,L,7,4,E,C,4,2,0,12,481,31,4,6,0,0,99,0,0,0,0,0,5,1,9,9,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40719,12481,2004,F2S,SRW,4C,00000000000,G,1418,1580,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,7,0,1
2FAHP71WX3X2,2,F,A,H,P,7,1,W,X,3,X,2,4,3,0,12,16,4,4,6,0,0,99,0,0,0,0,0,5,1,9,9,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40719,12016,2003,CVP,***,4D,00000000000,*,1147,0,,3946,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,7,0,1
1XPFDB9X8RD3,1,X,P,F,D,B,9,X,8,R,D,3,4,4,0,87,881,66,6,6,0,0,99,0,1,6,5,1,0,0,6,6,0,6,2,9,1,0,0,99,8,2,0,99,99,99,99,99,99,17,0,3,2,40719,87881,1994,378,CON,DS,57639833,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,7,0,1
1FDAF57F91ED,1,F,D,A,F,5,7,F,9,1,E,D,4,5,0,12,881,61,4,6,0,0,99,0,0,3,98,97,7,1,8,8,0,6,2,9,1,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,40719,12881,2001,F5D,DRW,CB,88888888888,D,1410,2010,,,5,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,7,0,1
1FUJAPCK43DL,1,F,U,J,A,P,C,K,4,3,D,L,4,2,3,82,881,66,49,6,0,0,99,0,1,6,5,4,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,40734,82881,2003,FL3,CON,DS,570028406,D,9999,9999,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,14,1,0,1
5TDZA23C74S1,5,T,D,Z,A,2,3,C,7,4,S,1,4,4,0,49,442,20,4,6,0,0,99,0,0,0,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40752,49442,2004,SIE,***,SV,00000000000,*,1193,0,,4120,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,12,1,0,4
1FTYR14V4YPA,1,F,T,Y,R,1,4,V,4,Y,P,A,4,2,1,12,471,30,4,6,0,0,99,0,0,0,0,0,0,0,11,11,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40757,12471,2000,RNS,RNG,PS,00000000000,F,1257,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,14,5,0,1
1FMPU18LXXLB,1,F,M,P,U,1,8,L,X,X,L,B,4,2,0,12,422,15,4,6,0,0,99,0,0,0,0,0,5,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,40804,12422,1999,EPT,***,UT,00000000000,*,1191,0,,5177,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,14,1,0,1
2FAFP74W9YX1,2,F,A,F,P,7,4,W,9,Y,X,1,4,2,0,12,16,4,4,6,0,0,99,0,0,0,0,0,0,0,99,99,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,40953,12016,2000,CVL,***,4D,00000000000,*,1147,0,,3968,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,14,99,0,1
1HGCB7176PA0,1,H,G,C,B,7,1,7,6,P,A,0,4,3,0,37,32,2,4,6,0,0,99,0,0,0,0,0,0,0,99,18,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,40973,37032,1993,AEX,***,CP,00000000000,*,1071,0,,2948,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,12,4,0,2
4T1BE32K75U5,4,T,1,B,E,3,2,K,7,5,U,5,4,4,0,49,40,4,4,6,0,0,99,0,0,0,0,0,0,0,99,18,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,40973,49040,2005,XLL,***,4D,00000000000,*,1071,0,,3108,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,12,4,0,2
3B7HC13Z7XG1,3,B,7,H,C,1,3,Z,7,X,G,1,4,3,0,7,482,31,4,6,0,0,99,0,0,0,0,0,0,0,5,5,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,41037,7482,1999,Q15,RPC,4C,00000000000,G,1387,1547,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,12,4,0,2
1FTNW21F91ED,1,F,T,N,W,2,1,F,9,1,E,D,4,2,0,12,481,31,4,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,41043,12481,2001,F2S,SRW,CW,00000000000,D,1562,1724,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,14,99,0,1
JALB4B153X70,J,A,L,B,4,B,1,5,3,X,7,0,5,1,0,38,882,61,48,6,0,0,99,9,0,3,98,1,0,0,6,6,0,0,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,2,3,50006,38882,1999,NPR,NPR,TB,99999999999,D,9999,9999,,,3,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,1,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,5,3,0,49,472,30,0,6,0,0,99,0,0,0,0,0,0,0,99,99,0,9,1,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,50138,49472,1998,999,999,99,00000000000,9,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,12,2,0,2
