STATE,ST_CASE,EVENTNUM,VNUMBER1,AOI1,SOE,VNUMBER2,AOI2
40,400030,1,1,11,12,2,9
40,400031,1,1,55,64,5555,55
40,400031,2,1,9,57,9999,77
40,400031,3,1,98,57,9999,77
40,400031,4,1,0,1,9999,77
40,400032,1,1,12,12,2,12
40,400033,1,1,55,63,5555,55
40,400033,2,1,12,42,9999,77
40,400033,3,1,0,2,9999,77
40,400034,1,1,12,12,2,12
40,400035,1,1,55,63,5555,55
40,400035,2,1,55,69,5555,55
40,400035,3,1,55,68,5555,55
40,400035,4,1,55,64,5555,55
40,400035,5,1,55,67,5555,55
40,400035,6,1,55,69,5555,55
40,400035,7,1,55,68,5555,55
40,400035,8,1,55,63,5555,55
40,400035,9,1,0,1,9999,77
40,400036,1,1,12,12,2,6
40,400037,1,1,55,63,5555,55
40,400037,2,1,12,59,9999,77
40,400037,3,1,0,1,9999,77
40,400038,1,1,55,64,5555,55
40,400038,2,1,12,25,9999,77
40,400038,3,1,0,1,9999,77
40,400039,1,1,55,68,5555,55
40,400039,2,1,55,64,5555,55
40,400039,3,1,0,1,9999,77
40,400039,4,1,0,3,9999,77
40,400040,1,2,12,12,1,9
40,400041,1,1,55,68,5555,55
40,400041,2,1,12,12,2,11
40,400041,3,1,0,1,9999,77
40,400041,4,3,12,12,1,98
40,400042,1,1,55,68,5555,55
40,400042,2,1,11,12,2,1
40,400042,3,1,0,1,9999,77
40,400043,1,2,12,12,1,9
40,400044,1,1,55,63,5555,55
40,400044,2,1,1,23,9999,77
40,400045,1,1,12,9,9999,77
40,400046,1,1,55,63,5555,55
40,400046,2,1,14,35,9999,77
40,400046,3,1,12,42,9999,77
40,400047,1,1,55,68,5555,55
40,400047,2,1,12,12,2,11
40,400048,1,1,12,8,9999,77
40,400049,1,1,55,63,5555,55
40,400049,2,1,3,32,9999,77
40,400049,3,1,98,42,9999,77
40,400050,1,1,55,68,5555,55
40,400050,2,1,55,64,5555,55
40,400050,3,1,55,69,5555,55
40,400050,4,1,55,68,5555,55
40,400050,5,1,55,63,5555,55
40,400050,6,1,9,42,9999,77
40,400051,1,1,55,64,5555,55
40,400051,2,1,12,34,9999,77
40,400051,3,1,19,54,2,12
40,400051,4,1,19,54,3,12
40,400052,1,1,55,63,5555,55
40,400052,2,1,12,35,9999,77
40,400052,3,1,98,34,9999,77
40,400052,4,1,0,1,9999,77
40,400053,1,1,55,68,5555,55
40,400053,2,1,3,12,2,12
40,400053,3,1,12,12,3,11
40,400053,4,1,55,64,5555,55
40,400053,5,1,12,23,9999,77
40,400053,6,1,55,69,5555,55
40,400053,7,4,12,12,1,6
40,400054,1,1,55,68,5555,55
40,400054,2,1,12,12,2,12
40,400055,1,1,55,63,5555,55
40,400055,2,1,12,14,2,7
40,400055,3,1,0,2,9999,77
40,400056,1,1,55,63,5555,55
40,400056,2,1,12,59,9999,77
40,400056,3,1,14,58,9999,77
40,400056,4,1,98,38,9999,77
40,400057,1,2,55,68,5555,55
40,400057,2,2,55,64,5555,55
40,400057,3,2,55,69,5555,55
40,400057,4,1,12,12,2,12
40,400057,5,2,18,54,3,11
40,400058,1,2,12,12,1,9
40,400058,2,1,0,1,9999,77
40,400058,3,1,55,63,5555,55
40,400058,4,1,98,33,9999,77
40,400059,1,1,55,68,5555,55
40,400059,2,1,55,64,5555,55
40,400059,3,1,11,35,9999,77
40,400059,4,1,0,1,9999,77
40,400059,5,1,12,38,9999,77
40,400060,1,1,55,68,5555,55
40,400060,2,1,12,12,2,12
40,400060,3,2,55,63,5555,55
40,400060,4,2,0,1,9999,77
40,400061,1,1,55,64,5555,55
40,400061,2,1,12,14,2,12
40,400062,1,1,55,63,5555,55
40,400062,2,1,12,42,9999,77
40,400062,3,1,98,42,9999,77
40,400062,4,1,98,42,9999,77
40,400063,1,1,55,63,5555,55
40,400063,2,1,55,69,5555,55
40,400063,3,1,55,68,5555,55
40,400063,4,1,55,64,5555,55
40,400063,5,1,1,42,9999,77
40,400064,1,1,55,64,5555,55
40,400064,2,1,0,1,9999,77
40,400065,1,1,0,1,9999,77
40,400065,2,2,3,12,1,98
40,400066,1,1,99,8,9999,77
40,400067,1,1,55,63,5555,55
40,400067,2,1,55,69,5555,55
40,400067,3,1,55,68,5555,55
40,400067,4,1,55,64,5555,55
40,400067,5,1,14,35,9999,77
40,400067,6,1,0,1,9999,77
40,400068,1,1,55,68,5555,55
40,400068,2,1,1,12,2,12
40,400068,3,1,0,2,9999,77
40,400069,1,1,7,15,9999,77
40,400070,1,1,55,63,5555,55
40,400070,2,1,0,1,9999,77
40,400071,1,1,12,12,2,12
40,400071,2,1,55,63,5555,55
40,400071,3,1,98,25,9999,77
40,400071,4,3,11,12,2,98
40,400071,5,4,12,12,2,98
40,400072,1,2,12,12,1,9
40,400073,1,1,55,68,5555,55
40,400073,2,1,11,12,2,11
40,400073,3,1,3,12,3,12
40,400074,1,1,55,68,5555,55
40,400074,2,1,55,64,5555,55
40,400074,3,1,11,38,9999,77
40,400074,4,1,55,67,5555,55
40,400074,5,1,12,35,9999,77
40,400075,1,1,55,63,5555,55
40,400075,2,1,12,34,9999,77
40,400075,3,1,55,69,5555,55
40,400075,4,1,55,63,5555,55
40,400075,5,1,0,1,9999,77
40,400075,6,1,98,38,9999,77
40,400075,7,1,98,30,9999,77
40,400076,1,2,12,12,1,2
40,400076,2,1,55,63,5555,55
40,400076,3,1,98,42,9999,77
40,400077,1,2,12,12,1,8
40,400077,2,1,55,63,5555,55
40,400077,3,1,98,34,9999,77
40,400078,1,1,12,8,9999,77
40,400079,1,2,12,12,1,6
40,400079,2,2,12,8,9999,77
40,400079,3,2,12,8,9999,77
40,400079,4,2,0,1,9999,77
40,400080,1,1,55,63,5555,55
40,400080,2,1,55,69,5555,55
40,400080,3,1,55,68,5555,55
40,400080,4,1,55,64,5555,55
40,400080,5,1,1,34,9999,77
40,400080,6,1,0,1,9999,77
40,400081,1,1,55,68,5555,55
40,400081,2,1,12,12,2,12
40,400081,3,2,55,63,5555,55
40,400081,4,2,98,33,9999,77
40,400081,5,3,55,68,5555,55
40,400081,6,3,1,12,4,12
40,400081,7,3,55,64,5555,55
40,400081,8,3,98,33,9999,77
40,400081,9,2,55,60,5555,55
40,400081,10,2,18,54,5,12
40,400081,11,2,18,54,6,12
40,400082,1,1,12,14,2,6
40,400083,1,1,55,64,5555,55
40,400083,2,1,98,31,9999,77
40,400084,1,2,10,12,1,1
40,400084,2,2,55,63,5555,55
40,400084,3,2,98,30,9999,77
40,400084,4,2,98,38,9999,77
40,400085,1,3,1,12,1,7
40,400085,2,3,0,1,9999,77
40,400085,3,3,13,12,2,5
40,400086,1,2,1,12,1,10
40,400087,1,1,55,63,5555,55
40,400087,2,1,0,1,9999,77
40,400088,1,2,12,12,1,4
40,400089,1,1,55,63,5555,55
40,400089,2,1,55,69,5555,55
40,400089,3,1,55,68,5555,55
40,400089,4,1,55,64,5555,55
40,400089,5,1,12,52,9999,77
40,400089,6,1,0,1,9999,77
40,400090,1,1,12,12,2,6
40,400090,2,2,12,12,3,6
40,400090,3,3,12,12,4,6
40,400090,4,4,12,12,5,6
40,400090,5,2,0,2,9999,77
40,400090,6,1,0,2,9999,77
40,400090,7,3,0,2,9999,77
40,400091,1,2,12,12,1,11
40,400091,2,1,55,63,5555,55
40,400091,3,1,0,1,9999,77
40,400091,4,2,55,68,5555,55
40,400091,5,2,55,64,5555,55
40,400091,6,2,12,42,9999,77
40,400092,1,2,12,12,1,6
40,400092,2,1,55,68,5555,55
40,400092,3,3,12,12,1,98
40,400092,4,3,55,63,5555,55
40,400092,5,3,0,1,9999,77
40,400093,1,1,55,61,5555,55
40,400093,2,1,55,68,5555,55
40,400093,3,1,55,64,5555,55
40,400093,4,1,0,1,9999,77
40,400093,5,1,98,38,9999,77
40,400094,1,1,0,1,9999,77
40,400094,2,1,19,54,2,12
40,400095,1,1,12,12,2,9
40,400096,1,1,55,68,5555,55
40,400096,2,1,55,64,5555,55
40,400096,3,1,12,35,9999,77
40,400097,1,2,12,12,1,1
40,400098,1,1,55,63,5555,55
40,400098,2,1,0,1,9999,77
40,400099,1,1,55,68,5555,55
40,400099,2,1,12,12,2,12
40,400099,3,2,55,63,5555,55
40,400099,4,2,0,51,9999,77
40,400100,1,1,55,71,9999,77
40,400100,2,1,55,67,5555,55
40,400100,3,1,4,32,9999,77
40,400101,1,1,55,68,5555,55
40,400101,2,1,55,64,5555,55
40,400101,3,1,12,35,9999,77
40,400102,1,1,55,63,5555,55
40,400102,2,1,55,69,5555,55
40,400102,3,1,7,12,2,1
40,400102,4,1,55,68,5555,55
40,400102,5,1,12,12,3,12
40,400103,1,1,55,71,9999,77
40,400103,2,1,12,42,9999,77
40,400103,3,1,12,42,9999,77
40,400103,4,1,12,42,9999,77
40,400103,5,1,0,2,9999,77
40,400104,1,2,12,12,1,6
40,400105,1,1,13,50,9999,77
40,400105,2,1,0,1,9999,77
40,400105,3,1,55,68,5555,55
40,400105,4,2,13,12,1,98
40,400105,5,2,55,63,5555,55
40,400105,6,2,98,33,9999,77
40,400105,7,2,98,31,9999,77
40,400106,1,1,12,12,2,12
40,400107,1,1,9,12,2,1
40,400107,2,1,55,64,5555,55
40,400107,3,1,98,25,9999,77
40,400107,4,1,98,21,9999,77
40,400107,5,3,12,12,4,6
40,400107,6,3,55,64,5555,55
40,400107,7,3,83,25,9999,77
40,400108,1,1,12,12,2,12
40,400108,2,3,12,12,1,9
40,400108,3,1,0,1,9999,77
40,400109,1,1,55,63,5555,55
40,400109,2,1,11,35,9999,77
40,400109,3,1,98,34,9999,77
40,400109,4,1,0,1,9999,77
40,400110,1,1,12,8,9999,77
40,400111,1,1,55,68,5555,55
40,400111,2,1,10,12,2,10
40,400111,3,1,12,12,3,12
40,400112,1,1,55,63,5555,55
40,400112,2,1,12,42,9999,77
40,400113,1,1,55,63,5555,55
40,400113,2,1,12,59,9999,77
40,400113,3,1,98,43,9999,77
40,400113,4,1,98,42,9999,77
40,400113,5,1,98,42,9999,77
40,400114,1,1,55,63,5555,55
40,400114,2,1,55,69,5555,55
40,400114,3,1,55,68,5555,55
40,400114,4,1,55,64,5555,55
40,400114,5,1,1,34,9999,77
40,400114,6,1,0,1,9999,77
40,400114,7,1,98,30,9999,77
40,400115,1,1,55,68,5555,55
40,400115,2,1,12,12,2,12
40,400116,1,1,55,68,5555,55
40,400116,2,1,55,64,5555,55
40,400116,3,1,10,38,9999,77
40,400116,4,1,0,1,9999,77
40,400117,1,1,55,68,5555,55
40,400117,2,1,55,64,5555,55
40,400117,3,1,12,43,9999,77
40,400117,4,1,0,1,9999,77
40,400118,1,1,55,63,5555,55
40,400118,2,1,55,69,5555,55
40,400118,3,1,55,63,5555,55
40,400118,4,1,12,32,9999,77
40,400118,5,1,55,67,5555,55
40,400118,6,1,98,38,9999,77
40,400118,7,1,0,1,9999,77
40,400119,1,1,55,71,9999,77
40,400119,2,1,55,67,5555,55
40,400119,3,1,14,42,9999,77
40,400119,4,1,14,58,9999,77
40,400119,5,1,14,58,9999,77
40,400119,6,1,55,67,5555,55
40,400119,7,1,98,17,9999,77
40,400119,8,1,14,58,9999,77
40,400119,9,1,0,2,9999,77
40,400120,1,1,55,63,5555,55
40,400120,2,1,0,1,9999,77
40,400120,3,1,13,42,9999,77
40,400120,4,1,0,2,9999,77
40,400121,1,1,55,68,5555,55
40,400121,2,1,55,64,5555,55
40,400121,3,1,12,42,9999,77
40,400121,4,1,12,39,9999,77
40,400121,5,1,0,1,9999,77
40,400122,1,2,12,12,1,10
40,400123,1,1,55,63,5555,55
40,400123,2,1,12,33,9999,77
40,400123,3,1,98,38,9999,77
40,400123,4,1,12,14,3,11
40,400123,5,1,19,14,2,10
40,400123,6,1,19,14,4,9
40,400124,1,2,12,12,1,9
40,400124,2,1,55,64,5555,55
40,400124,3,2,55,64,5555,55
40,400124,4,1,98,33,9999,77
40,400124,5,2,98,33,9999,77
40,400124,6,1,0,1,9999,77
40,400124,7,2,0,1,9999,77
40,400125,1,1,55,68,5555,55
40,400125,2,1,55,68,5555,55
40,400125,3,1,55,63,5555,55
40,400125,4,1,9,38,9999,77
40,400125,5,1,0,1,9999,77
40,400126,1,1,55,64,5555,55
40,400126,2,1,11,57,9999,77
40,400126,3,1,0,1,9999,77
40,400126,4,1,98,57,9999,77
40,400127,1,1,12,12,2,12
40,400128,1,1,1,12,2,9
40,400128,2,2,55,63,5555,55
40,400128,3,2,0,1,9999,77
40,400129,1,1,55,64,5555,55
40,400129,2,1,7,33,9999,77
40,400129,3,1,19,54,2,12
40,400130,1,1,55,68,5555,55
40,400130,2,1,12,12,2,12
40,400130,3,1,55,68,5555,55
40,400130,4,1,98,12,3,99
40,400131,1,1,55,64,5555,55
40,400131,2,1,11,24,9999,77
40,400131,3,1,55,62,5555,55
40,400131,4,1,0,2,9999,77
40,400132,1,1,12,12,2,3
40,400132,2,2,55,68,5555,55
40,400132,3,2,55,68,5555,55
40,400132,4,2,55,63,5555,55
40,400132,5,2,12,14,3,9
40,400133,1,1,12,12,2,12
40,400134,1,1,12,12,2,9
40,400135,1,1,55,63,5555,55
40,400135,2,1,1,33,9999,77
40,400135,3,1,1,59,9999,77
40,400135,4,1,55,69,5555,55
40,400135,5,1,55,63,5555,55
40,400135,6,1,3,30,9999,77
40,400136,1,1,12,12,2,6
40,400137,1,1,55,64,5555,55
40,400137,2,1,0,1,9999,77
40,400138,1,1,55,68,5555,55
40,400138,2,1,11,12,2,8
40,400139,1,1,6,8,9999,77
40,400140,1,1,55,63,5555,55
40,400140,2,1,11,14,2,5
40,400141,1,2,12,12,1,9
40,400142,1,1,55,63,5555,55
40,400142,2,1,2,14,2,7
40,400142,3,1,98,8,9999,77
40,400142,4,1,98,14,3,7
40,400143,1,1,55,63,5555,55
40,400143,2,1,0,1,9999,77
40,400144,1,1,12,12,2,9
40,400144,2,2,55,68,5555,55
40,400144,3,2,55,63,5555,55
40,400144,4,2,98,33,9999,77
40,400145,1,1,55,63,5555,55
40,400145,2,1,12,34,9999,77
40,400146,1,1,55,64,5555,55
40,400146,2,1,12,32,9999,77
40,400146,3,1,98,21,9999,77
40,400146,4,1,98,57,9999,77
40,400147,1,1,12,12,2,11
40,400148,1,2,12,12,1,6
40,400148,2,1,55,63,5555,55
40,400148,3,1,0,1,9999,77
40,400149,1,1,55,63,5555,55
40,400149,2,1,55,69,5555,55
40,400149,3,1,55,68,5555,55
40,400149,4,1,55,64,5555,55
40,400149,5,1,55,61,5555,55
40,400149,6,1,0,1,9999,77
40,400149,7,1,98,30,9999,77
40,400150,1,1,55,68,5555,55
40,400150,2,1,12,12,2,12
40,400150,3,3,12,12,1,6
40,400150,4,3,55,63,5555,55
40,400150,5,3,98,30,9999,77
40,400150,6,3,98,42,9999,77
40,400151,1,1,55,63,5555,55
40,400151,2,1,0,1,9999,77
40,400151,3,1,98,24,9999,77
40,400152,1,1,12,12,2,6
40,400152,2,1,55,68,5555,55
40,400152,3,1,19,54,3,12
40,400153,1,1,55,63,5555,55
40,400153,2,1,3,35,9999,77
40,400153,3,1,0,1,9999,77
40,400154,1,1,55,63,5555,55
40,400154,2,1,9,42,9999,77
40,400154,3,1,98,42,9999,77
40,400155,1,1,12,12,2,9
40,400155,2,2,55,63,5555,55
40,400155,3,2,98,33,9999,77
40,400156,1,1,12,12,2,7
40,400156,2,1,55,63,5555,55
40,400156,3,2,55,63,5555,55
40,400156,4,1,55,62,5555,55
40,400156,5,1,98,14,3,5
40,400156,6,1,98,24,9999,77
40,400156,7,2,98,24,9999,77
40,400157,1,1,55,68,5555,55
40,400157,2,1,55,64,5555,55
40,400157,3,1,3,30,9999,77
40,400158,1,2,12,12,1,3
40,400159,1,1,55,63,5555,55
40,400159,2,1,9,33,9999,77
40,400160,1,1,55,64,5555,55
40,400160,2,1,55,65,5555,55
40,400160,3,2,12,12,1,3
40,400160,4,1,55,64,5555,55
40,400160,5,1,0,2,9999,77
40,400160,6,2,55,63,5555,55
40,400160,7,2,0,2,9999,77
40,400160,8,2,98,34,9999,77
40,400161,1,1,1,8,9999,77
40,400162,1,1,12,8,9999,77
40,400163,1,1,55,63,5555,55
40,400163,2,1,11,25,9999,77
40,400163,3,1,12,14,2,5
40,400163,4,1,98,25,9999,77
40,400164,1,1,12,12,2,9
40,400164,2,1,55,68,5555,55
40,400164,3,1,1,12,3,1
40,400164,4,2,55,63,5555,55
40,400164,5,2,98,59,9999,77
40,400164,6,2,98,30,9999,77
40,400165,1,1,55,68,5555,55
40,400165,2,1,11,12,2,10
40,400166,1,2,12,12,1,8
40,400167,1,1,55,64,5555,55
40,400167,2,1,0,1,9999,77
40,400167,3,1,55,60,5555,55
40,400167,4,1,18,57,9999,77
40,400168,1,1,12,9,9999,77
40,400169,1,1,55,68,5555,55
40,400169,2,1,55,64,5555,55
40,400169,3,1,12,30,9999,77
40,400169,4,1,98,30,9999,77
40,400170,1,1,55,64,5555,55
40,400170,2,1,55,69,5555,55
40,400170,3,1,55,63,5555,55
40,400170,4,1,12,38,9999,77
40,400170,5,1,55,67,5555,55
40,400170,6,1,98,34,9999,77
40,400171,1,1,55,63,5555,55
40,400171,2,1,55,69,5555,55
40,400171,3,1,55,68,5555,55
40,400171,4,1,55,64,5555,55
40,400171,5,1,1,38,9999,77
40,400171,6,1,98,32,9999,77
40,400171,7,1,0,1,9999,77
40,400171,8,1,98,43,9999,77
40,400172,1,1,55,68,5555,55
40,400172,2,1,12,12,2,11
40,400173,1,1,55,68,5555,55
40,400173,2,1,12,12,2,12
40,400174,1,1,12,9,9999,77
40,400175,1,1,12,8,9999,77
40,400176,1,1,55,64,5555,55
40,400176,2,1,12,57,9999,77
40,400176,3,1,55,65,5555,55
40,400176,4,1,55,63,5555,55
40,400176,5,1,55,65,5555,55
40,400176,6,1,98,57,9999,77
40,400176,7,1,55,63,5555,55
40,400176,8,1,12,38,9999,77
40,400176,9,1,12,42,9999,77
40,400177,1,1,55,68,5555,55
40,400177,2,1,55,64,5555,55
40,400177,3,1,12,42,9999,77
40,400178,1,1,55,68,5555,55
40,400178,2,1,12,12,2,12
40,400179,1,1,55,68,5555,55
40,400179,2,1,12,12,2,11
40,400180,1,1,55,63,5555,55
40,400180,2,1,12,59,9999,77
40,400180,3,1,98,38,9999,77
40,400180,4,1,0,1,9999,77
40,400181,1,1,12,12,2,9
40,400182,1,1,0,72,9999,77
40,400182,2,1,55,61,5555,55
40,400182,3,1,0,1,9999,77
40,400183,1,2,12,12,1,9
40,400183,2,1,0,1,9999,77
40,400183,3,2,55,64,5555,55
40,400183,4,2,98,32,9999,77
40,400184,1,1,55,63,5555,55
40,400184,2,1,12,32,9999,77
40,400184,3,1,12,30,9999,77
40,400184,4,1,12,43,9999,77
40,400184,5,1,0,2,9999,77
40,400185,1,1,12,12,2,8
40,400186,1,2,12,12,1,9
40,400187,1,2,12,12,1,9
40,400187,2,1,55,63,5555,55
40,400187,3,1,98,38,9999,77
40,400187,4,2,55,68,5555,55
40,400187,5,2,55,64,5555,55
40,400187,6,2,98,38,9999,77
40,400188,1,1,12,12,2,6
40,400188,2,2,1,12,3,11
40,400189,1,2,12,12,1,2
40,400189,2,2,55,63,5555,55
40,400189,3,2,98,33,9999,77
40,400189,4,2,0,1,9999,77
40,400189,5,1,18,14,3,8
40,400189,6,1,55,64,5555,55
40,400189,7,1,63,14,4,8
40,400189,8,1,0,1,9999,77
40,400189,9,1,3,14,5,7
40,400190,1,1,55,68,5555,55
40,400190,2,1,11,12,2,11
40,400190,3,1,55,63,5555,55
40,400190,4,1,0,2,9999,77
40,400191,1,1,12,12,2,6
40,400191,2,1,55,68,5555,55
40,400191,3,1,0,1,9999,77
40,400191,4,2,12,12,3,6
40,400192,1,2,12,12,1,11
40,400193,1,2,55,63,5555,55
40,400193,2,2,9,12,1,6
40,400194,1,1,55,68,5555,55
40,400194,2,1,12,12,2,12
40,400195,1,1,0,1,9999,77
40,400196,1,1,55,63,5555,55
40,400196,2,1,12,33,9999,77
40,400196,3,1,0,1,9999,77
40,400197,1,1,12,8,9999,77
40,400198,1,1,0,1,9999,77
40,400199,1,1,55,63,5555,55
40,400199,2,1,12,32,9999,77
40,400199,3,1,0,1,9999,77
40,400200,1,1,55,68,5555,55
40,400200,2,1,12,12,2,12
40,400200,3,1,0,2,9999,77
40,400201,1,1,55,68,5555,55
40,400201,2,1,55,64,5555,55
40,400201,3,1,12,31,9999,77
40,400201,4,1,55,67,5555,55
40,400201,5,1,98,34,9999,77
40,400201,6,1,98,32,9999,77
40,400202,1,1,55,68,5555,55
40,400202,2,1,55,64,5555,55
40,400202,3,1,0,1,9999,77
40,400203,1,1,55,64,5555,55
40,400203,2,1,2,38,9999,77
40,400203,3,1,0,1,9999,77
40,400204,1,1,55,63,5555,55
40,400204,2,1,55,69,5555,55
40,400204,3,1,55,68,5555,55
40,400204,4,1,55,64,5555,55
40,400204,5,1,0,1,9999,77
40,400205,1,1,12,12,2,6
40,400205,2,1,55,63,5555,55
40,400205,3,1,98,33,9999,77
40,400206,1,1,12,12,2,4
40,400207,1,1,55,68,5555,55
40,400207,2,1,12,12,2,11
40,400208,1,1,55,68,5555,55
40,400208,2,1,55,64,5555,55
40,400208,3,1,12,35,9999,77
40,400209,1,1,12,11,9999,77
40,400209,2,1,0,1,9999,77
40,400210,1,1,12,12,2,6
40,400210,2,2,12,12,3,6
40,400211,1,1,55,68,5555,55
40,400211,2,1,2,12,2,12
40,400212,1,2,12,12,1,3
40,400213,1,1,55,64,5555,55
40,400213,2,1,55,65,5555,55
40,400213,3,1,12,12,2,12
40,400213,4,1,0,2,9999,77
40,400214,1,1,55,63,5555,55
40,400214,2,1,55,69,5555,55
40,400214,3,1,55,64,5555,55
40,400214,4,1,1,57,9999,77
40,400214,5,1,0,1,9999,77
40,400215,1,1,12,12,2,12
40,400216,1,1,55,63,5555,55
40,400216,2,1,12,33,9999,77
40,400216,3,1,0,1,9999,77
40,400216,4,1,19,54,2,12
40,400216,5,2,0,1,9999,77
40,400217,1,1,55,68,5555,55
40,400217,2,1,12,12,2,11
40,400218,1,1,12,8,9999,77
40,400218,2,1,55,64,5555,55
40,400218,3,1,98,57,9999,77
40,400219,1,1,55,68,5555,55
40,400219,2,1,55,64,5555,55
40,400219,3,1,12,53,9999,77
40,400219,4,1,98,42,9999,77
40,400219,5,1,98,42,9999,77
40,400219,6,1,0,1,9999,77
40,400220,1,1,55,68,5555,55
40,400220,2,1,12,12,2,12
40,400221,1,1,1,12,2,7
40,400221,2,1,98,8,9999,77
40,400221,3,2,12,12,3,6
40,400222,1,2,12,12,1,3
40,400223,1,1,0,5,9999,77
40,400224,1,1,3,10,9999,77
40,400224,2,1,0,1,9999,77
40,400225,1,1,55,63,5555,55
40,400225,2,1,5,34,9999,77
40,400226,1,1,12,12,2,3
40,400227,1,1,55,63,5555,55
40,400227,2,1,55,69,5555,55
40,400227,3,1,55,68,5555,55
40,400227,4,1,55,64,5555,55
40,400227,5,1,0,1,9999,77
40,400228,1,2,12,12,1,2
40,400229,1,1,55,68,5555,55
40,400229,2,1,55,64,5555,55
40,400229,3,1,12,35,9999,77
40,400230,1,2,55,68,5555,55
40,400230,2,2,11,12,1,10
40,400231,1,2,12,12,1,2
40,400231,2,1,55,68,5555,55
40,400231,3,1,55,64,5555,55
40,400231,4,1,98,33,9999,77
40,400231,5,1,98,24,9999,77
40,400231,6,1,55,67,5555,55
40,400231,7,1,0,3,9999,77
40,400232,1,1,55,68,5555,55
40,400232,2,1,12,12,2,12
40,400233,1,1,55,63,5555,55
40,400233,2,1,55,69,5555,55
40,400233,3,1,55,68,5555,55
40,400233,4,1,1,12,2,11
40,400234,1,1,55,68,5555,55
40,400234,2,1,12,12,2,12
40,400235,1,1,12,8,9999,77
40,400236,1,1,1,12,2,6
40,400236,2,1,55,64,5555,55
40,400236,3,1,0,1,9999,77
40,400237,1,1,55,68,5555,55
40,400237,2,2,55,68,5555,55
40,400237,3,1,11,12,2,10
40,400238,1,1,55,68,5555,55
40,400238,2,1,11,12,2,11
40,400238,3,1,55,68,5555,55
40,400238,4,1,55,64,5555,55
40,400238,5,1,98,38,9999,77
40,400239,1,2,12,12,1,3
40,400239,2,1,55,79,9999,77
40,400239,3,2,55,79,9999,77
40,400239,4,1,98,34,9999,77
40,400239,5,2,98,34,9999,77
40,400239,6,1,0,1,9999,77
40,400240,1,1,12,12,2,6
40,400240,2,2,0,1,9999,77
40,400241,1,1,12,9,9999,77
40,400242,1,1,55,64,5555,55
40,400242,2,1,55,69,5555,55
40,400242,3,1,55,63,5555,55
40,400242,4,1,0,1,9999,77
40,400243,1,2,12,12,1,6
40,400244,1,1,12,8,9999,77
40,400245,1,1,55,63,5555,55
40,400245,2,1,55,69,5555,55
40,400245,3,1,55,68,5555,55
40,400245,4,1,55,64,5555,55
40,400245,5,1,0,1,9999,77
40,400245,6,1,98,38,9999,77
40,400246,1,1,55,64,5555,55
40,400246,2,1,55,69,5555,55
40,400246,3,1,55,64,5555,55
40,400246,4,1,0,1,9999,77
40,400247,1,2,12,12,1,9
40,400248,1,1,12,12,2,7
40,400249,1,1,12,9,9999,77
40,400250,1,1,55,68,5555,55
40,400250,2,1,55,64,5555,55
40,400250,3,2,55,63,5555,55
40,400250,4,1,12,12,2,12
40,400251,1,1,55,63,5555,55
40,400251,2,1,0,1,9999,77
40,400252,1,1,55,63,5555,55
40,400252,2,1,0,1,9999,77
40,400252,3,1,0,2,9999,77
40,400253,1,1,1,12,2,7
40,400253,2,1,0,1,9999,77
40,400254,1,1,55,68,5555,55
40,400254,2,1,55,68,5555,55
40,400254,3,1,55,63,5555,55
40,400254,4,1,99,30,9999,77
40,400254,5,1,55,69,5555,55
40,400254,6,1,55,68,5555,55
40,400254,7,1,55,64,5555,55
40,400254,8,1,0,1,9999,77
40,400255,1,2,55,68,5555,55
40,400255,2,2,12,12,1,9
40,400256,1,1,55,63,5555,55
40,400256,2,1,0,1,9999,77
40,400257,1,3,12,12,2,9
40,400257,2,2,98,12,1,11
40,400258,1,1,55,63,5555,55
40,400258,2,1,14,35,9999,77
40,400258,3,1,0,1,9999,77
40,400258,4,1,0,3,9999,77
40,400259,1,1,11,8,9999,77
40,400259,2,2,55,63,5555,55
40,400259,3,2,55,69,5555,55
40,400259,4,2,11,12,3,4
40,400259,5,3,10,12,4,10
40,400259,6,5,55,63,5555,55
40,400259,7,5,3,34,9999,77
40,400260,1,1,55,68,5555,55
40,400260,2,1,11,12,2,9
40,400261,1,1,1,12,2,9
40,400262,1,1,12,8,9999,77
40,400263,1,1,55,68,5555,55
40,400263,2,1,55,64,5555,55
40,400263,3,1,0,1,9999,77
40,400263,4,1,98,42,9999,77
40,400263,5,1,98,42,9999,77
40,400264,1,1,55,63,5555,55
40,400264,2,1,1,8,9999,77
40,400265,1,2,55,68,5555,55
40,400265,2,2,12,12,1,12
40,400266,1,1,55,63,5555,55
40,400266,2,1,55,69,5555,55
40,400266,3,1,55,68,5555,55
40,400266,4,1,1,12,2,12
40,400266,5,1,0,2,9999,77
40,400267,1,1,55,63,5555,55
40,400267,2,1,12,19,9999,77
40,400267,3,1,98,14,2,98
40,400267,4,1,98,14,3,98
40,400267,5,1,98,38,9999,77
40,400267,6,1,98,14,4,98
40,400267,7,1,98,14,5,98
40,400267,8,1,98,14,6,98
40,400267,9,1,98,14,7,98
40,400268,1,1,12,9,9999,77
40,400269,1,1,12,15,9999,77
40,400270,1,1,55,68,5555,55
40,400270,2,1,0,1,9999,77
40,400270,3,1,3,12,2,9
40,400270,4,2,55,63,5555,55
40,400270,5,2,0,1,9999,77
40,400271,1,1,55,63,5555,55
40,400271,2,1,0,1,9999,77
40,400272,1,2,12,12,1,3
