STATE,ST_CASE,VEH_NO,PVE_FORMS,PNUMOCCS,PDAY,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PREG_STAT,POWNER,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PUNDERIDE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PDEATHS,PTRLR1VIN,PTRLR2VIN,PTRLR3VIN
1,10687,8,1,0,21,10,22,31,30,0,3,0,92,6,20,2,20002,4,2006,2G1WC5810691,2,G,1,W,C,5,8,1,0,6,9,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
1,10922,2,2,1,4,8,23,44,14,0,2,0,1,6,52,46,52046,4,2011,JA32U2FU0BU0,J,A,3,2,U,2,F,U,0,B,U,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,1,1,777777777777,777777777777,777777777777
1,10928,3,2,1,10,12,5,55,12,7,2,0,1,6,52,46,52046,4,2011,JA32U8FW6BU0,J,A,3,2,U,8,F,W,6,B,U,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
1,10928,4,2,1,10,12,5,55,12,7,3,0,1,6,84,884,84884,64,2005,1HTMMAAM55H1,1,H,T,M,M,A,A,M,5,5,H,1,0,57,2790809,572790809,2,1,96,1,0,0,0,0,0,0,0,0,6,2,3,12,0,0,0,0,777777777777,777777777777,777777777777
1,10969,2,1,0,23,5,10,33,53,0,3,0,1,6,2,403,2403,14,1990,2J4FY29T5LJ5,2,J,4,F,Y,2,9,T,5,L,J,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,8,12,0,0,0,0,777777777777,777777777777,777777777777
1,10969,3,1,0,23,5,10,33,53,0,3,0,1,6,14,4,14004,9,1972,2F94H531653,2,F,9,4,H,5,3,1,6,5,3,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,8,14,0,0,0,0,777777777777,777777777777,777777777777
1,10977,2,1,0,21,7,22,42,59,0,3,0,1,6,35,51,35051,6,2015,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,8,12,0,0,0,0,777777777777,777777777777,777777777777
2,20064,2,1,1,10,11,20,39,14,0,2,0,2,6,7,422,7422,15,2004,1D4HD48D34F1,1,D,4,H,D,4,8,D,3,4,F,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
4,40013,3,2,0,18,1,1,48,12,1,2,0,4,6,49,50,49050,3,2007,JTKDE1770701,J,T,K,D,E,1,7,7,0,7,0,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,62,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
4,40020,2,1,0,24,1,21,39,14,0,2,0,4,6,35,43,35043,4,2004,3N1AB51A54L7,3,N,1,A,B,5,1,A,5,4,L,7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
4,40020,3,1,0,24,1,21,39,14,0,2,0,4,6,2,408,2408,14,2015,ZACCJBAT3FPB,Z,A,C,C,J,B,A,T,3,F,P,B,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
4,40020,4,1,0,24,1,21,39,14,0,2,0,4,6,20,481,20481,31,2008,1GCEC14X98Z1,1,G,C,E,C,1,4,X,9,8,Z,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,4,5,12,0,0,0,0,777777777777,777777777777,777777777777
4,40020,5,1,0,24,1,21,39,14,0,2,0,4,6,35,50,35050,4,2009,3N1CC11E49L4,3,N,1,C,C,1,1,E,4,9,L,4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,4,5,12,0,0,0,0,777777777777,777777777777,777777777777
4,40031,3,2,0,16,1,8,15,12,2,2,0,4,6,12,17,12017,4,2013,1FAHP2L81DG1,1,F,A,H,P,2,L,8,1,D,G,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,5,5,0,83,4,5,12,0,0,0,0,777777777777,777777777777,777777777777
4,40095,3,2,1,28,2,11,41,12,6,2,0,4,6,12,481,12481,31,2012,1FTFW1ET1CKD,1,F,T,F,W,1,E,T,1,C,K,D,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
4,40180,2,1,0,10,4,17,13,33,0,3,0,4,6,12,444,12444,20,2015,NM0GE9F70F11,N,M,0,G,E,9,F,7,0,F,1,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,62,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
4,40180,3,1,1,10,4,17,13,33,0,3,0,4,6,12,422,12422,15,2003,1FMPU18L03LC,1,F,M,P,U,1,8,L,0,3,L,C,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,2,3,12,0,0,0,0,777777777777,777777777777,777777777777
4,40260,3,2,0,21,4,10,51,12,6,3,0,4,6,42,401,42401,14,2002,4JGAB54EX2A3,4,J,G,A,B,5,4,E,X,2,A,3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,4,5,12,0,0,0,0,777777777777,777777777777,777777777777
4,40314,2,1,4,7,5,3,10,14,0,2,0,6,6,20,481,20481,31,2000,2GCEC19T5Y12,2,G,C,E,C,1,9,T,5,Y,1,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
4,40315,4,3,2,7,5,9,48,12,6,2,0,40,6,12,481,12481,31,2007,1FTRX12W07FA,1,F,T,R,X,1,2,W,0,7,F,A,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,14,0,0,0,0,777777777777,777777777777,777777777777
4,40315,5,3,0,7,5,9,48,12,6,2,0,4,6,12,481,12481,31,2006,1FTRF14W06NA,1,F,T,R,F,1,4,W,0,6,N,A,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
4,40325,2,1,0,15,5,19,40,14,0,2,0,4,6,6,51,6051,4,2006,2C3KA63H26H1,2,C,3,K,A,6,3,H,2,6,H,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,6,9,12,0,0,0,0,777777777777,777777777777,777777777777
4,40446,2,1,0,15,7,14,1,8,0,2,0,4,6,12,481,12481,31,2014,1FTFW1CT0EKG,1,F,T,F,W,1,C,T,0,E,K,G,1,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,6,2,12,0,0,0,0,5J3RV14256A0,777777777777,777777777777
4,40459,2,1,0,26,7,99,99,14,0,2,0,4,6,20,481,20481,31,2004,1GCHK24U14E1,1,G,C,H,K,2,4,U,1,4,E,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,4,5,12,0,0,0,0,777777777777,777777777777,777777777777
4,40547,6,5,0,26,7,10,50,12,1,3,0,4,6,55,33,55033,4,2011,5NPEC4AC9BH2,5,N,P,E,C,4,A,C,9,B,H,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,8,8,14,0,0,0,0,777777777777,777777777777,777777777777
4,40547,7,5,0,26,7,10,50,12,1,3,0,4,6,20,22,20022,4,2009,1G1AT58H1972,1,G,1,A,T,5,8,H,1,9,7,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,8,8,14,0,0,0,0,777777777777,777777777777,777777777777
4,40549,3,2,0,28,7,22,8,12,6,3,0,4,6,37,31,37031,4,2011,2HGFA1E51BH5,2,H,G,F,A,1,E,5,1,B,H,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,83,6,2,14,0,0,0,0,777777777777,777777777777,777777777777
4,40549,4,2,0,28,7,22,8,12,6,3,0,4,6,37,31,37031,2,2008,2HGFG12998H5,2,H,G,F,G,1,2,9,9,8,H,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,5,14,0,0,0,0,777777777777,777777777777,777777777777
4,40604,2,1,0,8,8,11,0,43,0,3,0,4,6,63,38,63038,4,2016,KNAFK4A62G56,K,N,A,F,K,4,A,6,2,G,5,6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
4,40842,2,1,0,12,11,18,39,14,0,2,0,4,6,20,26,20026,5,2012,1G1RA6E48CU1,1,G,1,R,A,6,E,4,8,C,U,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,4,5,12,0,0,0,0,777777777777,777777777777,777777777777
5,50105,2,1,0,31,3,23,34,43,0,3,0,48,6,84,884,84884,64,2004,1HTMMAAM14H6,1,H,T,M,M,A,A,M,1,4,H,6,0,57,688929TX,57688929TX,2,1,1,1,0,0,0,0,0,0,0,0,9,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
5,50122,2,1,0,17,4,1,44,14,0,3,0,91,6,20,481,20481,31,1999,888888888888,8,8,8,8,8,8,8,8,8,8,8,8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,8,8,12,0,0,0,0,777777777777,777777777777,777777777777
5,50155,2,1,0,12,5,17,36,14,0,2,0,0,6,51,881,51881,63,2007,4V4NC9GH77N4,4,V,4,N,C,9,G,H,7,7,N,4,1,57,000198MI,57000198MI,3,4,1,1,0,0,0,0,0,0,0,0,10,6,2,12,0,0,0,0,888888888888,777777777777,777777777777
5,50200,2,1,0,3,6,17,43,30,0,3,0,5,6,20,881,20881,78,2003,1GBJK341X3E2,1,G,B,J,K,3,4,1,X,3,E,2,0,77,777777777,77777777777,2,19,98,1,0,0,0,0,0,0,0,0,13,6,5,12,0,0,0,0,777777777777,777777777777,777777777777
5,50213,2,1,0,11,6,23,29,1,0,3,0,5,6,7,482,7482,31,2001,1B7HC13Z61J5,1,B,7,H,C,1,3,Z,6,1,J,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,4,5,12,0,0,0,0,777777777777,777777777777,777777777777
5,50497,2,1,0,7,12,9,14,14,0,3,0,5,6,7,472,7472,31,2002,1B7HL38NX2S5,1,B,7,H,L,3,8,N,X,2,S,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
5,50514,2,1,0,3,9,0,21,43,0,3,0,5,6,49,50,49050,3,2005,JTKDE1778500,J,T,K,D,E,1,7,7,8,5,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,6,5,14,0,0,0,0,777777777777,777777777777,777777777777
5,50514,3,1,0,3,9,0,21,43,0,3,0,5,6,20,403,20403,14,2005,1GNDS13S6521,1,G,N,D,S,1,3,S,6,5,2,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,6,5,14,0,0,0,0,777777777777,777777777777,777777777777
5,50514,4,1,0,3,9,0,21,43,0,3,0,5,6,23,431,23431,16,2002,1GKFK66UX2J1,1,G,K,F,K,6,6,U,X,2,J,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,5,14,0,0,0,0,777777777777,777777777777,777777777777
6,60023,3,2,0,10,1,2,0,12,6,2,0,6,6,19,17,19017,4,2001,W06VR54R91R0,W,0,6,V,R,5,4,R,9,1,R,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,2,3,12,0,0,0,0,777777777777,777777777777,777777777777
6,60024,3,2,0,11,1,20,45,12,7,2,0,6,6,49,40,49040,4,2000,JT2BG22K2Y03,J,T,2,B,G,2,2,K,2,Y,0,3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
6,60024,4,2,0,11,1,20,45,12,7,2,0,6,6,35,43,35043,4,2015,3N1AB7AP8FY2,3,N,1,A,B,7,A,P,8,F,Y,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
6,60041,2,1,0,6,1,2,30,8,0,2,0,6,6,20,9,20009,2,2015,2G1FD1E39F92,2,G,1,F,D,1,E,3,9,F,9,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
6,60066,2,1,5,30,1,13,50,14,0,2,0,6,6,37,31,37031,2,1998,1HGEJ8141WL1,1,H,G,E,J,8,1,4,1,W,L,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,6,2,12,0,0,0,0,777777777777,777777777777,777777777777
6,60132,3,2,0,6,2,14,15,12,1,2,0,6,6,20,34,20034,4,1997,1Y1SK5260VZ4,1,Y,1,S,K,5,2,6,0,V,Z,4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,4,5,12,0,0,0,0,777777777777,777777777777,777777777777
6,60132,4,2,0,6,2,14,15,12,1,2,0,6,6,35,43,35043,4,2004,3N1CB51DX4L8,3,N,1,C,B,5,1,D,X,4,L,8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,6,5,12,0,0,0,0,777777777777,777777777777,777777777777
6,60132,5,2,0,6,2,14,15,12,1,2,0,6,6,37,402,37402,14,2010,5J6RE4H52AL0,5,J,6,R,E,4,H,5,2,A,L,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,4,5,12,0,0,0,0,777777777777,777777777777,777777777777
6,60133,2,1,0,10,2,13,25,14,0,3,0,6,6,7,481,7481,40,1968,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
6,60174,2,1,0,23,1,18,59,8,0,2,0,6,6,20,471,20471,30,2001,1GNCS13W8121,1,G,N,C,S,1,3,W,8,1,2,1,1,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,81,2,5,12,0,0,0,0,CA927839,777777777777,777777777777
6,60196,2,1,0,13,2,2,5,33,0,3,0,6,6,37,31,37031,4,2016,2HGFC2F57GH5,2,H,G,F,C,2,F,5,7,G,H,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,6,2,12,0,0,1,0,777777777777,777777777777,777777777777
6,60196,3,1,0,13,2,2,5,33,0,3,0,6,6,12,461,12461,21,1994,1FDKE37M7RHB,1,F,D,K,E,3,7,M,7,R,H,B,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,6,2,12,0,0,1,0,777777777777,777777777777,777777777777
6,60256,2,1,0,28,2,1,55,8,0,2,0,6,6,58,40,58040,6,2010,JN1AJ0HR8AM7,J,N,1,A,J,0,H,R,8,A,M,7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,2,5,12,0,0,0,0,777777777777,777777777777,777777777777
6,60260,2,1,2,11,2,22,6,14,0,2,0,51,6,82,881,82881,66,2015,3AKJGLD58FSG,3,A,K,J,G,L,D,5,8,F,S,G,1,57,2406031,572406031,3,6,1,1,0,0,0,0,0,0,0,0,6,4,5,12,0,0,0,0,1UYVS2533CU3,777777777777,777777777777
6,60297,2,1,0,28,2,0,7,14,0,2,0,6,6,49,32,49032,4,2010,JTDBU4EE2A91,J,T,D,B,U,4,E,E,2,A,9,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,4,3,12,0,0,0,0,777777777777,777777777777,777777777777
6,60300,4,3,0,28,2,20,40,12,2,3,0,6,6,20,481,20481,31,1984,1GCDC14H7ES1,1,G,C,D,C,1,4,H,7,E,S,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,3,12,0,0,0,0,777777777777,777777777777,777777777777
6,60330,3,2,0,29,1,0,6,12,6,2,0,6,6,49,32,49032,4,2004,JTDBR32E8420,J,T,D,B,R,3,2,E,8,4,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,3,12,0,0,0,0,777777777777,777777777777,777777777777
6,60330,4,2,0,29,1,0,6,12,6,2,0,6,6,20,481,20481,31,2014,3GCUKREC2EG1,3,G,C,U,K,R,E,C,2,E,G,1,1,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,3,12,0,0,0,0,CA1047466,777777777777,777777777777
